vmr_id	chrom	start	end	n_cpgs	vmr_set_id	n_AA	num_snps_AA	n_variants_AA	snps_in_window_AA	p_eff_AA	ld_metric_AA	mean_methylation_AA	methylation_variance_AA	bslmm_pve_AA	bslmm_pve_q025_AA	bslmm_pve_q975_AA	he_h2_AA	he_se_AA	he_pvalue_AA	rho2_oof_AA	r2_oof_AA	feature_complete_AA	computational_failure_AA	terminal_status_AA	exclusion_reason_AA	joint_pve_domain_status_AA	pve_cis_joint_unbounded_AA	pve_cis_joint_calibrated_AA	local_genetic_control_eligible_AA	local_genetic_control_exclusion_reason_AA	local_snp_contribution_score_AA	local_snp_contribution_score_z_AA	local_snp_contribution_quartile_AA	n_EA	num_snps_EA	n_variants_EA	snps_in_window_EA	p_eff_EA	ld_metric_EA	mean_methylation_EA	methylation_variance_EA	bslmm_pve_EA	bslmm_pve_q025_EA	bslmm_pve_q975_EA	he_h2_EA	he_se_EA	he_pvalue_EA	rho2_oof_EA	r2_oof_EA	feature_complete_EA	computational_failure_EA	terminal_status_EA	exclusion_reason_EA	joint_pve_domain_status_EA	pve_cis_joint_unbounded_EA	pve_cis_joint_calibrated_EA	local_genetic_control_eligible_EA	local_genetic_control_exclusion_reason_EA	local_snp_contribution_score_EA	local_snp_contribution_score_z_EA	local_snp_contribution_quartile_EA	comparable_in_both	comparability	region	catalog_cohort	donor_groups	upstream_lgv_run_id_1	upstream_lgv_run_id_2	upstream_catalog_run_id	absolute_pve_interpretation_allowed	rank_scope	pooled_rank_emitted	donor_group_inference	cross_group_raw_score_comparison	ancestry_effect_claim_allowed
chr10:100268133-100268259	chr10	100268133	100268259	6	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1823	1823	2247	19.6692464528974	0.14705244052451	0.488259577098452	0.00597622889483234	0.4044947027659	0.16913566	0.6384248425	0.179355780451764	0.0589892702194117	0.00237101526188788	0.0240411972629391	0.00975858611742209	TRUE	FALSE	completed		within_domain	0.0182364148818627	0.0182364148818627	TRUE		0.606649868536372	0.369425746551491	middle_50_percent	60	1652	1652	2247	9.62775850350658	0.776777974906738	0.493336016266449	0.00558683006589842	0.0875201889429562	0.00259495575	0.2777354575	0.0047978904665736	0.0802291066025035	0.952319799102695	0.0211489215680074	-0.0180819743054743	TRUE	FALSE	completed		within_domain	-0.100791861616061	0	TRUE		0.353639846743295	-0.506978694803362	middle_50_percent	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100621288-100622124	chr10	100621288	100622124	21	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1611	1611	1966	24.1463856995344	0.218731569547999	0.261558029249169	0.0067786385492671	0.0660002831338577	0.00101216225	0.2347550325	-0.0751678673290358	0.0667665198116227	0.260276571355958	0.0104641544752617	0.00226941154770965	TRUE	FALSE	completed		within_domain	-0.122902661831295	0	TRUE		0.161645486415425	-1.17203021902854	bottom_quartile	60	1534	1534	1966	12.2562269717491	0.76733436808915	0.230920967764943	0.00453171143055062	0.227386496568944	0.015108009	0.5196957825	0.127732691329941	0.0925651402726957	0.16778507545636	0.00839906267483107	0.00771679984930118	TRUE	FALSE	completed		within_domain	-0.0205709179739047	0	TRUE		0.602025177887247	0.353406240506158	middle_50_percent	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100932146-100932948	chr10	100932146	100932948	14	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1760	1760	2090	28.6868283585055	0.333458476444471	0.580851638965663	0.0166514168305404	0.088423768724331	0.00248323915	0.278346125	-0.0572976840616571	0.0750050876541351	0.444943094196049	0.00946939874447348	-0.0437416781793099	TRUE	FALSE	completed		within_domain	-0.0898651654543713	0	TRUE		0.366180981595092	-0.463537287532251	middle_50_percent	60	1860	1860	2090	16.7862780573682	0.48922321014481	0.566656202236412	0.0131958950566995	0.165607941816268	0.0080055244	0.41683522	0.151517545188777	0.114239026154322	0.184904911881221	0	-0.000653303986973164	TRUE	FALSE	completed		within_domain	-0.0826655912111671	0	TRUE		0.433990147783251	-0.228652320842503	middle_50_percent	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:101439302-101439496	chr10	101439302	101439496	6	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1402	1402	1708	15.0024926806397	0.278983446163246	0.734535656703284	0.00468517340554864	0.149856508831094	0.01997084875	0.33093812	0.163854583200371	0.0502856379380109	0.00112563564012018	0	-4.61090170935652e-05	TRUE	FALSE	completed		within_domain	-0.0998458328282778	0	TRUE		0.307789219982471	-0.665801204236869	middle_50_percent	60	1554	1554	1708	11.3551716121276	0.26555346655806	0.736639011967446	0.00652186606097319	0.3329588910995	0.09271912825	0.6164260875	0.446705588344007	0.0874118695846143	3.56344107413081e-07	0.0366854783750438	0.0336606159171939	TRUE	FALSE	completed		within_domain	-0.0349830711488466	0	TRUE		0.57903667214012	0.273776079018719	middle_50_percent	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:101507197-101507470	chr10	101507197	101507470	10	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1358	1358	1690	14.0264103497297	0.196421060254388	0.755966919754791	0.0074377566787872	0.101032772190013	0.004700382075	0.28496515	0.0365085149610097	0.0484835581967909	0.451471139744805	0.0205784751089316	-0.00119374634998315	TRUE	FALSE	completed		within_domain	-0.130413690521116	0	TRUE		0.12341148115688	-1.30446944403775	bottom_quartile	60	1537	1537	1690	10.7320597831464	0.172241431559647	0.736895395648191	0.008052427187497	0.0935088279971582	0.002287539775	0.33624492	-0.056613658374648	0.0806367152172492	0.482719884031728	0	-0.00350740025232787	TRUE	FALSE	completed		within_domain	-0.180625382074525	0	TRUE		0.035632183908046	-1.60852926204627	bottom_quartile	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:10157082-10157472	chr10	10157082	10157472	6	vmrset-all_individuals-hippocampus-809f8de0db2d	117	2439	2439	2991	32.5561771693423	0.192610773595758	0.476275275067289	0.0104501367388634	0.0495346080371416	0.00139591835	0.17197048	-0.0729398759261214	0.0816250929108256	0.371569658648278	0	-3.62774290718626e-06	TRUE	FALSE	completed		within_domain	-0.139557363388992	0	TRUE		0.0864921121822962	-1.43235488480596	bottom_quartile	60	2465	2465	2991	19.4606260157498	0.279024515903354	0.479964263327028	0.0109241277842854	0.131229462509241	0.00342978025	0.4397063575	-0.00974584608697189	0.125442027863107	0.938081823373732	0.0177179684025083	-0.0514499672983679	TRUE	FALSE	completed		within_domain	-0.126782206177594	0	TRUE		0.226327312534209	-0.947978112945702	bottom_quartile	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102115882-102116250	chr10	102115882	102116250	8	vmrset-all_individuals-hippocampus-809f8de0db2d	117	889	889	1277	10.8192522960292	0.296999861561057	0.541674910697067	0.0045471923557872	0.0443912635790488	0.0009250864475	0.1669897175	-0.0273659501018449	0.0417893947509212	0.512583995160196	0	-1.82936484991458e-05	TRUE	FALSE	completed		within_domain	-0.147166257207035	0	TRUE		0.0610758106923751	-1.52039471346538	bottom_quartile	60	1118	1118	1277	8.84593131973248	0.148583619063575	0.516674701641851	0.0039875632330556	0.08967188235232	0.002228241075	0.3220236	-0.00652505839006868	0.0761141876742207	0.931692962924862	0	-0.00521017931193501	TRUE	FALSE	completed		within_domain	-0.18269867774252	0	TRUE		0.0323481116584565	-1.61990499940162	bottom_quartile	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102433011-102433344	chr10	102433011	102433344	15	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1219	1219	1617	13.5539286629586	0.219676661306203	0.487775567971777	0.00694905022683445	0.7048900334	0.6009093	0.782527045	0.181666819400816	0.0471951217661852	0.000119558300685891	0.55510095001309	0.470561711789836	TRUE	FALSE	completed		within_domain	0.452284149997849	0.452284149997849	TRUE		0.849638475021911	1.21111686709716	top_quartile	60	1427	1427	1617	8.51366054068155	0.231795277187447	0.483241092099238	0.00744624178775107	0.478826073488	0.221551965	0.7242849425	0.336876379005593	0.0738857808583046	5.4815153126649e-06	0.162906372486065	0.134419778120307	TRUE	FALSE	completed		within_domain	0.0636096533337573	0.0636096533337573	TRUE		0.691133004926108	0.662067914081279	middle_50_percent	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102853856-102854041	chr10	102853856	102854041	7	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1440	1440	1918	9.07886437809528	0.270330613894732	0.423754096436478	0.0150786667456501	0.057985472299012	0.00170326655	0.187394295	0.0132852746042956	0.0378959324000877	0.725919918946682	0	-6.15777173251786e-07	TRUE	FALSE	completed		within_domain	-0.177505509432738	0	TRUE		0.0127629272567923	-1.6877462843223	bottom_quartile	60	1658	1658	1918	6.22284763772983	0.256843979894062	0.437679401883715	0.012786519789549	0.0868195309417367	0.00172533045	0.304507537499999	-0.0291038626471551	0.0620248970789998	0.638964020878207	0.0266159300687405	-0.00875524480558365	TRUE	FALSE	completed		within_domain	-0.199071266576131	0	TRUE		0.0154898741105638	-1.67830045115907	bottom_quartile	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:102916904-102917092	chr10	102916904	102917092	9	vmrset-all_individuals-hippocampus-809f8de0db2d	117	1437	1437	1913	8.80914418360936	0.275771557332832	0.376223379353011	0.00569526493266866	0.04814369263768	0.001182827675	0.1630108075	-0.00824792318015151	0.0373411918849034	0.825192502727318	0	-8.8115045473236e-05	TRUE	FALSE	completed		within_domain	-0.183259696942011	0	TRUE		0.00881901840490797	-1.70140763704531	bottom_quartile	60	1659	1659	1913	6.05763052099498	0.306928400809874	0.362909001662679	0.00464399137929021	0.0600147089103874	0.0011364308	0.2396470625	-0.0651657593074016	0.0605814614532211	0.282220905497509	0	-2.68413088200248e-07	TRUE	FALSE	completed		within_domain	-0.216275150958725	0	TRUE		0.00607553366174056	-1.7109108982444	bottom_quartile	TRUE	both	hippocampus	all_individuals	AA,EA	lgv-all_individuals.AA-hippocampus-20260913	lgv-all_individuals.EA-hippocampus-20260917	vmrcat-all_individuals-hippocampus-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
