vmr_id	chrom	start	end	n_cpgs	vmr_set_id	n_AA	num_snps_AA	n_variants_AA	snps_in_window_AA	p_eff_AA	ld_metric_AA	mean_methylation_AA	methylation_variance_AA	bslmm_pve_AA	bslmm_pve_q025_AA	bslmm_pve_q975_AA	he_h2_AA	he_se_AA	he_pvalue_AA	rho2_oof_AA	r2_oof_AA	feature_complete_AA	computational_failure_AA	terminal_status_AA	exclusion_reason_AA	joint_pve_domain_status_AA	pve_cis_joint_unbounded_AA	pve_cis_joint_calibrated_AA	local_genetic_control_eligible_AA	local_genetic_control_exclusion_reason_AA	local_snp_contribution_score_AA	local_snp_contribution_score_z_AA	local_snp_contribution_quartile_AA	n_EA	num_snps_EA	n_variants_EA	snps_in_window_EA	p_eff_EA	ld_metric_EA	mean_methylation_EA	methylation_variance_EA	bslmm_pve_EA	bslmm_pve_q025_EA	bslmm_pve_q975_EA	he_h2_EA	he_se_EA	he_pvalue_EA	rho2_oof_EA	r2_oof_EA	feature_complete_EA	computational_failure_EA	terminal_status_EA	exclusion_reason_EA	joint_pve_domain_status_EA	pve_cis_joint_unbounded_EA	pve_cis_joint_calibrated_EA	local_genetic_control_eligible_EA	local_genetic_control_exclusion_reason_EA	local_snp_contribution_score_EA	local_snp_contribution_score_z_EA	local_snp_contribution_quartile_EA	comparable_in_both	comparability	region	catalog_cohort	donor_groups	upstream_lgv_run_id_1	upstream_lgv_run_id_2	upstream_catalog_run_id	absolute_pve_interpretation_allowed	rank_scope	pooled_rank_emitted	donor_group_inference	cross_group_raw_score_comparison	ancestry_effect_claim_allowed
chr10:100025847-100026058	chr10	100025847	100026058	6	vmrset-all_individuals-dlpfc-e88f46904afb	118	1973	1973	2368	21.1861345170501	0.239765186301614	0.600181636430621	0.0123800796020044	0.0563772775253	0.00163234705	0.1863258	-0.031889057727876	0.0609011111721856	0.600559477489934	0	-0.000734591454524702	TRUE	FALSE	completed		within_domain	-0.145623355857702	0	TRUE		0.0743923801182396	-1.47426734348048	bottom_quartile	55	1733	1733	2368	10.6192975482794	0.696768029633155	0.587811159615095	0.0129171276595414	0.153499494087327	0.0064870433	0.429023705	0.0380707100241664	0.0933428059226088	0.683436016099723	0.0126126968407588	-0.011399125639818	TRUE	FALSE	completed		within_domain	-0.0811110689440133	0	TRUE		0.439113785557987	-0.210904496658647	middle_50_percent	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100268094-100268259	chr10	100268094	100268259	8	vmrset-all_individuals-dlpfc-e88f46904afb	118	1825	1825	2247	19.6631584424158	0.167708469568566	0.431819249913075	0.00566196374116369	0.29628973400755	0.0963597205	0.5185479025	0.142645736477862	0.0583394674957162	0.0145060922895484	0.0264978420409936	0.025020343559138	TRUE	FALSE	completed		within_domain	-0.0305074494610989	0	TRUE		0.551620319684694	0.178808245003485	middle_50_percent	55	1632	1632	2247	9.33899682837737	0.780606414506731	0.443650466930852	0.00479243893068181	0.111552051981498	0.0028548021	0.362222045	-0.0639976789203091	0.0863866377193909	0.458914743093485	0	-2.19245806842849e-06	TRUE	FALSE	completed		within_domain	-0.0992334979288644	0	TRUE		0.357056892778993	-0.495142362775422	middle_50_percent	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100534571-100535384	chr10	100534571	100535384	6	vmrset-all_individuals-dlpfc-e88f46904afb	118	1669	1669	2012	23.4026875712887	0.205123445867171	0.610939231534898	0.0064431727048204	0.42808650605	0.2663946	0.5918323675	0.962904469961561	0.0641296475422695	3.60970204174077e-50	0.367360062580712	0.270486226352589	TRUE	FALSE	completed		within_domain	0.176251928896998	0.176251928896998	TRUE		0.724271950952485	0.776858303053316	middle_50_percent	55	1491	1491	2012	11.3058946930271	0.784210811025025	0.628274619596746	0.00675783023732729	0.4537615046756	0.1849831625	0.71411609	0.706871560859048	0.0956836110175144	2.48495828992562e-13	0.15298562480152	0.107314101189005	TRUE	FALSE	completed		within_domain	0.138851862136806	0.138851862136806	TRUE		0.753884026258206	0.879431957765302	top_quartile	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100621288-100622124	chr10	100621288	100622124	22	vmrset-all_individuals-dlpfc-e88f46904afb	118	1614	1614	1966	24.2637878930136	0.212054946211814	0.247352574450031	0.00496093684036402	0.096465427213775	0.003327309875	0.27220575	0.0462864868835997	0.066331656424689	0.485323365021911	0	-0.00123650353452076	TRUE	FALSE	completed		within_domain	-0.112408357377981	0	TRUE		0.241460477337421	-0.895558156046086	bottom_quartile	55	1521	1521	1966	12.1544856244392	0.670504341436001	0.241787971721213	0.00476174772977508	0.107808506762348	0.00254485445	0.3550778975	-0.0561399537282617	0.102312340322058	0.583286076128899	0.00499514332002423	-0.00354463930538174	TRUE	FALSE	completed		within_domain	-0.0954547904408104	0	TRUE		0.374890590809628	-0.43336799987271	middle_50_percent	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100866571-100866965	chr10	100866571	100866965	14	vmrset-all_individuals-dlpfc-e88f46904afb	118	1753	1753	2116	29.2125974077541	0.323379192045235	0.604069630641067	0.00561374784852757	0.49969047384	0.3608734	0.6366235	0.338942079576723	0.0753308136449575	6.92683975019242e-06	0.448953137515698	0.315499838239763	TRUE	FALSE	completed		within_domain	0.26876359914097	0.26876359914097	TRUE		0.776275454346398	0.95699386270688	top_quartile	55	1864	1864	2116	15.0955039838767	0.768251438145747	0.578604386302401	0.00508203990295999	0.4190930664546	0.07651975075	0.7053784075	0.0307456680133776	0.118958417415426	0.796089885763155	0.000757534155990331	-0.0042510439760044	TRUE	FALSE	completed		within_domain	0.0719369273264966	0.0719369273264966	TRUE		0.712199124726477	0.73503912177798	middle_50_percent	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:100932521-100932948	chr10	100932521	100932948	13	vmrset-all_individuals-dlpfc-e88f46904afb	118	1760	1760	2089	28.7679679872142	0.321318714862671	0.61771740995847	0.0193322079830532	0.091588402648793	0.003045223175	0.280022985	0.0164863989637112	0.0743310260732994	0.824478473836682	0	-0.00202880229451341	TRUE	FALSE	completed		within_domain	-0.0930912057845641	0	TRUE		0.355977665863806	-0.49888069205108	middle_50_percent	55	1846	1846	2089	16.5036959128325	0.594872347838924	0.606405835510908	0.021130434030355	0.12741872283509	0.004899234225	0.34683026	0.0737984038917806	0.125385937520355	0.556239377278599	0	-0.000374557712018442	TRUE	FALSE	completed		within_domain	-0.088819996755625	0	TRUE		0.406509846827133	-0.323841675462379	middle_50_percent	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:101439250-101439496	chr10	101439250	101439496	7	vmrset-all_individuals-dlpfc-e88f46904afb	118	1405	1405	1709	15.0025231491912	0.252114871618793	0.767311376807476	0.00497858252815656	0.113996328674068	0.007981402775	0.290270805	0.12024189477366	0.0499713487555669	0.0161448230224267	0.0195704366945929	-0.00199436099614037	TRUE	FALSE	completed		within_domain	-0.113957688233127	0	TRUE		0.230950295598861	-0.931964500733964	bottom_quartile	55	1495	1495	1709	10.8230229664902	0.307372158445444	0.77300901465321	0.00521034955185412	0.26614670190594	0.047613057	0.57030821	0.458159987962962	0.0937051051006308	1.12148836468422e-06	0.0355497581506452	-0.0308763982279743	TRUE	FALSE	completed		within_domain	-0.0648780329561001	0	TRUE		0.505853391684902	0.0202756344496632	middle_50_percent	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:101484282-101485280	chr10	101484282	101485280	12	vmrset-all_individuals-dlpfc-e88f46904afb	118	1388	1388	1711	14.5937334465551	0.233383834611407	0.655783457802229	0.0117231923128935	0.050384178678508	0.001391037	0.17662523	-0.0471762349589082	0.0488570389556275	0.334279459748484	0	-4.39157056209005e-06	TRUE	FALSE	completed		within_domain	-0.155660684431911	0	TRUE		0.0462557477556383	-1.57173016207199	bottom_quartile	55	1486	1486	1711	10.5218936880973	0.247237646324664	0.659279172295355	0.0111510448401588	0.0655259883195747	0.00160858385	0.22425007	-0.0472886130014975	0.0903901015504673	0.600940089258366	0	-0.00567861080261989	TRUE	FALSE	completed		within_domain	-0.185080466115107	0	TRUE		0.0274070021881838	-1.63702061692188	bottom_quartile	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:101507197-101507470	chr10	101507197	101507470	10	vmrset-all_individuals-dlpfc-e88f46904afb	118	1360	1360	1690	14.024437376834	0.189511277841101	0.743862946359921	0.00938080678742629	0.0564217943434204	0.002126868525	0.17443668	0.0521906503630678	0.0481539948299664	0.278478909566772	0	-8.65918423822443e-05	TRUE	FALSE	completed		within_domain	-0.160369158836044	0	TRUE		0.0365119334355157	-1.60548187745971	bottom_quartile	55	1465	1465	1690	10.1565047802359	0.238249255680857	0.766391169319051	0.00763264119862048	0.091422782490808	0.002511484675	0.2929788025	-0.00457059280171558	0.0911572038180349	0.960017833344086	0	-0.000803439723980004	TRUE	FALSE	completed		within_domain	-0.175239487856268	0	TRUE		0.0410831509846827	-1.58964763923575	bottom_quartile	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
chr10:10157082-10157472	chr10	10157082	10157472	6	vmrset-all_individuals-dlpfc-e88f46904afb	118	2438	2438	2991	32.6709487886126	0.251344317348434	0.590759605338585	0.0142900569626962	0.0849388795350593	0.00286028675	0.248276905	0.0545327220253544	0.0804670946921631	0.497983290948226	2.73630392098227e-05	-0.00165534505901577	TRUE	FALSE	completed		within_domain	-0.113658244333979	0	TRUE		0.232592511495511	-0.926276009376483	bottom_quartile	55	2386	2386	2991	18.7250538685288	0.303107063561945	0.615028347367626	0.0149282896106029	0.0710913469500591	0.001508297375	0.252248545	-0.21843660512028	0.134238406989088	0.103900938516792	0	-2.59303054801485e-05	TRUE	FALSE	completed		within_domain	-0.161597470095967	0	TRUE		0.0708424507658643	-1.48656403979073	bottom_quartile	TRUE	both	dlpfc	all_individuals	AA,EA	lgv-all_individuals.AA-dlpfc-20260913	lgv-all_individuals.EA-dlpfc-20260917	vmrcat-all_individuals-dlpfc-20260816	FALSE	cohort_by_region	FALSE	concordance_only	FALSE	FALSE
