chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	16692189	16692603	1	16692189	16692568	379	414	379	91.54589371980676	100.0	91.54589371980676
1	75124701	75127449	1	75125068	75127265	2197	2748	2197	79.9490538573508	100.0	79.9490538573508
1	106240486	106241224	1	106240486	106243165	738	738	2679	100.0	27.547592385218366	27.547592385218366
1	115978319	115980132	1	115977424	115980485	1813	1813	3061	100.0	59.229010127409346	59.229010127409346
1	146932851	146933347	1	146932524	146933347	496	496	823	100.0	60.267314702308624	60.267314702308624
1	152188602	152189261	1	152188737	152189293	524	659	556	79.5144157814871	94.24460431654677	79.5144157814871
1	156619216	156619934	1	156619156	156619934	718	718	778	100.0	92.2879177377892	92.2879177377892
1	161524770	161525233	1	161524787	161525303	446	463	516	96.32829373650108	86.43410852713178	86.43410852713178
1	207669896	207669933	1	207669806	207669933	37	37	127	100.0	29.133858267716533	29.133858267716533
10	628469	628813	10	628469	628908	344	344	439	100.0	78.35990888382688	78.35990888382688
10	654387	655290	10	654387	655678	903	903	1291	100.0	69.94577846630519	69.94577846630519
10	3107217	3107978	10	3107217	3107813	596	761	596	78.3180026281209	100.0	78.3180026281209
10	3169278	3169900	10	3169278	3169900	622	622	622	100.0	100.0	100.0
10	3406529	3406977	10	3406529	3406977	448	448	448	100.0	100.0	100.0
10	6247180	6247732	10	6247220	6247732	512	552	512	92.7536231884058	100.0	92.7536231884058
10	6581249	6582005	10	6581249	6582138	756	756	889	100.0	85.03937007874016	85.03937007874016
10	11379599	11380217	10	11379673	11380201	528	618	528	85.43689320388349	100.0	85.43689320388349
10	13706957	13707953	10	13707040	13707953	913	996	913	91.66666666666666	100.0	91.66666666666666
10	14563682	14565291	10	14563542	14565464	1609	1609	1922	100.0	83.71488033298647	83.71488033298647
10	21515638	21515885	10	21515695	21515885	190	247	190	76.92307692307693	100.0	76.92307692307693
10	23096650	23096854	10	23096650	23096895	204	204	245	100.0	83.26530612244898	83.26530612244898
10	23345250	23345483	10	23345250	23345483	233	233	233	100.0	100.0	100.0
10	24783706	24784633	10	24783728	24784440	712	927	712	76.80690399137	100.0	76.80690399137
10	24790167	24791332	10	24790167	24791249	1082	1165	1082	92.87553648068669	100.0	92.87553648068669
10	43350553	43351176	10	43350553	43351398	623	623	845	100.0	73.72781065088758	73.72781065088758
10	50659957	50660563	10	50659996	50660499	503	606	503	83.003300330033	100.0	83.003300330033
10	52232946	52233438	10	52232077	52233363	417	492	1286	84.7560975609756	32.426127527216174	32.426127527216174
10	69866703	69867032	10	69866703	69867032	329	329	329	100.0	100.0	100.0
10	71985163	71987096	10	71985080	71986980	1817	1933	1900	93.99896533885152	95.63157894736842	93.99896533885152
10	75029843	75030516	10	75029882	75030425	543	673	543	80.68350668647845	100.0	80.68350668647845
10	78176758	78177042	10	78176801	78177042	241	284	241	84.85915492957746	100.0	84.85915492957746
10	79409689	79409966	10	79408760	79409984	277	277	1224	100.0	22.630718954248366	22.630718954248366
10	86665652	86669625	10	86665394	86669511	3859	3973	4117	97.13063176440977	93.73330094729172	93.73330094729172
10	86712051	86712459	10	86712094	86712498	365	408	404	89.4607843137255	90.34653465346535	89.4607843137255
10	95230355	95231350	10	95230021	95231243	888	995	1222	89.2462311557789	72.66775777414075	72.66775777414075
10	95559376	95559945	10	95559376	95559844	468	569	468	82.24956063268893	100.0	82.24956063268893
10	97688213	97688803	10	97688213	97688803	590	590	590	100.0	100.0	100.0
10	102853856	102854030	10	102853856	102854041	174	174	185	100.0	94.05405405405406	94.05405405405406
10	103727172	103727988	10	103727172	103728093	816	816	921	100.0	88.59934853420195	88.59934853420195
10	116803436	116803983	10	116803517	116803983	466	547	466	85.19195612431444	100.0	85.19195612431444
10	117533969	117534225	10	117533944	117534736	256	256	792	100.0	32.323232323232325	32.323232323232325
10	117540874	117541159	10	117540874	117541192	285	285	318	100.0	89.62264150943396	89.62264150943396
10	121648728	121648946	10	121648171	121649015	218	218	844	100.0	25.829383886255926	25.829383886255926
10	123991414	123992311	10	123991414	123992449	897	897	1035	100.0	86.66666666666667	86.66666666666667
10	124589018	124589298	10	124588930	124590348	280	280	1418	100.0	19.746121297602258	19.746121297602258
10	124589832	124590474	10	124588930	124590348	516	642	1418	80.37383177570094	36.38928067700987	36.38928067700987
10	125006983	125007563	10	125007049	125007597	514	580	548	88.62068965517241	93.7956204379562	88.62068965517241
10	128470676	128471495	10	128470661	128471453	777	819	792	94.87179487179486	98.10606060606061	94.87179487179486
10	132060122	132060536	10	132060066	132060536	414	414	470	100.0	88.08510638297872	88.08510638297872
10	132078619	132079563	10	132078638	132079752	925	944	1114	97.98728813559322	83.03411131059246	83.03411131059246
10	132113319	132113956	10	132113193	132113956	637	637	763	100.0	83.4862385321101	83.4862385321101
10	132132359	132132767	10	132132039	132132695	336	408	656	82.35294117647058	51.21951219512195	51.21951219512195
10	132230251	132230502	10	132230150	132230779	251	251	629	100.0	39.90461049284579	39.90461049284579
10	132648140	132648315	10	132648069	132649395	175	175	1326	100.0	13.197586726998493	13.197586726998493
10	132649088	132649458	10	132648069	132649395	307	370	1326	82.97297297297297	23.15233785822021	23.15233785822021
10	132905884	132907008	10	132905884	132907085	1124	1124	1201	100.0	93.5886761032473	93.5886761032473
11	2732413	2732777	11	2732413	2733122	364	364	709	100.0	51.33991537376586	51.33991537376586
11	5938483	5938869	11	5938483	5938828	345	386	345	89.37823834196891	100.0	89.37823834196891
