file	sha256	bytes
cpg/chr_1/prepare_summary.tsv	ca046e87709c2d3143179863003fc00c29bf1fc8ee082f57619ac6529461634e	405
cpg/chr_10/prepare_summary.tsv	fffcab393a105c4d9689c953c89999a63a211ffc30b09cc82da2769ddfee608e	407
cpg/chr_11/prepare_summary.tsv	8939fa36757bcfa5f66d5dfd21a88503d2a3ca264c1e4cdb4da46b5d933a23af	407
cpg/chr_12/prepare_summary.tsv	6aff57478d7b19953c87abd8711f842e7d7ba600ce84e28cecb3bf048b50fe41	406
cpg/chr_13/prepare_summary.tsv	bd3da52a7c9c997dcb6247781de4f945303f8a1fbf92756ab1248c23c739f330	406
cpg/chr_14/prepare_summary.tsv	96995f5841732c18739e4a4cd73ccac797dcb0582f97fd02606657bea39ec232	406
cpg/chr_15/prepare_summary.tsv	2ca765444a22c017864b8de4f41e41b03c8337e5173d6df504f80c4a745d7bc7	406
cpg/chr_16/prepare_summary.tsv	50443f65f2120d8a19854df6f81ee1a9e50d9f59871744209259000a52426feb	406
cpg/chr_17/prepare_summary.tsv	0c9e8e3a5c910e9adbc274f0f48915a5d2ab473a4ca3bd0fe72d61669072acd0	406
cpg/chr_18/prepare_summary.tsv	7a71348c2e56ba5d575d4799e2308d3c3ded66109c9f29cc412ad74fbcb186b3	406
cpg/chr_19/prepare_summary.tsv	76d87b8152a5e7fe8b2d615b1650584f580d8fa94cf480fb07576a782554159b	406
cpg/chr_2/prepare_summary.tsv	ef6cdb14bb59a9bfe4a3c7c8119c8ad19a6d383dbb913218bc70d8e5f6e8d8cf	405
cpg/chr_20/prepare_summary.tsv	d4ba98ee220b1885be9db015d145f4de743eafff39680ae85abb65a57da4c5af	406
cpg/chr_21/prepare_summary.tsv	a94dd64483be8304c7b9bd45308912630f6292dcf9aa5f84dcbc3d6aabca5e9b	406
cpg/chr_22/prepare_summary.tsv	12f1d19ebd2519adbff8290f8743a779871433b9984a06a312542b46cadf74da	406
cpg/chr_3/prepare_summary.tsv	306cd139813c3197d8807668dc2d6739ad3005b492ac75f8705fd6973680fd24	405
cpg/chr_4/prepare_summary.tsv	cd4112d948c5e3f6239934e331d909bc9caba677520082a5778a0e30149ab24c	405
cpg/chr_5/prepare_summary.tsv	7543a134657f0705903d0302dc758c7c5e2bebfa4bff9caeb10300e0f25d2743	405
cpg/chr_6/prepare_summary.tsv	70526c6d5ecdf9517615596faa60ddcd6f19551974df6d9862a6a55309d1f0ae	405
cpg/chr_7/prepare_summary.tsv	fc5074aeffa21676d3699ffc2dc6ee6d69081b2c59bbfb0f55177fc8866671ec	405
cpg/chr_8/prepare_summary.tsv	ecbad23cb852072a02c18206e06c8690c1efcfc97042dd3a4315240e4a39c29c	404
cpg/chr_9/prepare_summary.tsv	e14007e0827aa4b6ebecd1331dd9d600cac8ec40ff22977d7cd576af6b853e92	404
qc/array_coverage.tsv	1888dedcc720304c181c56cca1634f701fb7f735542355f8289c864bbe1050ec	530
qc/technical_qc.tsv	5df44cec451f66f38079ce405e33ffa8b44c6d450b342b2dcf6897414d0a7895	6223
qc/vmr_turnover.tsv	661c7a49e39a103d03980fd7aa0242ec1dbd48d77052159a071400f427ebdecc	552
vmr/cpg_vmr_membership.tsv	6c1927e7dcbb8407a1be1d9ccb6c18720cb3416448446b3d5c6c6ccb11ab1f8f	10844446
vmr/vmr_catalog.tsv	7527a5709469aaff0810e77cb24229c3ccd0e7e42c86d3a8526bbdc08be54f01	918570
