cohort	tissue	population	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100025507_100026058	chr10	100025507	100026058	1	1	0	0	0.390765646038026	0.934747951187448	0.169111297102592	0.169111297102592	551	268	Intergenic	0	Non-heritable	0.0628478403658804	0.74835783152304	0.00915058235964851	15559	0	0	0.628478403658804	6.31173480915292	5.59471137960184	9.65245879773238	-1.77719815894646
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100348447_100351386	chr10	100348447	100351386	1	1	0	0	0.391538349007578	0.934747951187448	0.332144563301682	-0.332144563301682	2939	299	Genic/other	2	Heritable	0.119716263295452	0.8726263374088	0.0124348755742162	0	0	0	1.19716263295452	7.98582466641892	5.7037824746562	0	-1.10218494309955
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100370614_100371255	chr10	100370614	100371255	1	1	0	0	0.0697936284012657	0.68786825448778	0.740294197520193	0.740294197520193	641	310	Enhancer	1	Non-heritable	0.0689661618632027	0.838573818546343	0.00792306628861299	1843	0	0	0.689661618632027	6.46302945692067	5.73979291217923	7.51969240411654	-0.300707594067015
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100687844_100688242	chr10	100687844	100688242	1	1	0	0	0.262466348000009	0.900905436363967	0.107804720594796	0.107804720594796	398	371	Intergenic	0	Non-heritable	0.0835961397215088	0.913535718655858	0.00654754470160411	47153	0	0	0.835961397215088	5.98645200528444	5.91889385427315	10.7611741200942	-2.22743373840147
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100882136_100882640	chr10	100882136	100882640	1	1	0	0	0.16138479620255	0.828724795597333	0.432571512690913	0.432571512690913	504	364	Intergenic	0	Heritable	0.187883345127013	0.896825964025102	0.00687901212357513	30322	0	0	1.87883345127013	6.22257626807137	5.89989735358249	10.3196617794526	-0.838007595898764
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101484347_101485044	chr10	101484347	101485044	1	1	0	0	0.991390198770016	0.999871081570934	0.00152524286797018	0.00152524286797018	697	234	Genic/other	0	Heritable	0.171549893956159	0.80770036131395	0.00697266007110793	0	0	0	1.71549893956159	6.54678541076052	5.45958551414416	0	-6.48559506760615
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101507260_101507470	chr10	101507260	101507470	1	1	0	0	0.668755901101663	0.975662337075933	0.0552748861201167	-0.0552748861201167	210	225	Genic/other	0	Heritable	0.102327778766683	0.852524786836054	0.00719437525356533	0	0	0	1.02327778766683	5.34710753071747	5.42053499927229	0	-2.8954364315689
BA_only	dlpfc	AA	expression_nearest_gene	chr10_10157082_10157472	chr10	10157082	10157472	1	1	0	0	0.0547556229284885	0.642267490853884	0.155768679693678	0.155768679693678	390	358	Intergenic	0	Heritable	0.141719309737426	0.909745367253305	0.00971463216500698	93579	0	0	1.41719309737426	5.96614673912369	5.88332238848828	11.4465719644202	-1.85938313048052
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101653703_101654052	chr10	101653703	101654052	1	1	0	0	0.0718643899755956	0.695125289047961	0.388694891419384	-0.388694891419384	349	192	Genic/other	0	Non-heritable	0.0941846259642083	0.774949033171024	0.00871431536542395	0	0	0	0.941846259642083	5.85507192220243	5.26269018890489	0	-0.944960558216976
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101672393_101672921	chr10	101672393	101672921	1	1	0	0	0.691723562672857	0.981028199947262	0.102177644917475	-0.102177644917475	528	186	Genic/other	0	Non-heritable	0.0908847844308364	0.775558831111839	0.0086796453581674	0	0	0	0.908847844308364	6.26909628370626	5.23110861685459	0	-2.28104226584711
BA_only	dlpfc	AA	expression_nearest_gene	chr10_102433082_102433216	chr10	102433082	102433216	1	1	0	0	0.579619945476467	0.966567380027213	0.117195903680624	0.117195903680624	134	148	Promoter	1	Heritable	0.430919382778663	0.843952195291166	0.00944234895238046	497	0	0	4.30919382778663	4.89783979995091	5.00394630594546	6.21060007702465	-2.14390826865335
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103124643_103125401	chr10	103124643	103125401	1	1	0	0	0.492426055939159	0.954992023116776	0.130635887316672	0.130635887316672	758	179	Genic/other	0	Non-heritable	0.065741192999415	0.696333135368173	0.00844776579026115	0	0	0	0.65741192999415	6.63068338564237	5.19295685089021	0	-2.03534123530883
