cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
all_individuals	hippocampus	EA	EA_only	expression	chr10_132421109_132421612	chr10	132421109	132421612	10	10	0	0	0.070397592880232	0.500605104926094	0.690453120686446	0.690453120686446	503	313	Enhancer	1	Heritable	0.162034179884259	0.953684301713932	0.00805941288311367	24471.5	0	0	1.62034179884259	6.22059017009974	5.74939298590825	10.1053053171356	-0.370407185791456
all_individuals	hippocampus	EA	EA_only	expression	chr12_110079753_110080056	chr12	110079753	110080056	1	1	0	0	0.5473922585831	0.889778957872444	0.14777096916891	0.14777096916891	303	137	Enhancer	0	Heritable	0.283167603110105	0.838936498128889	0.00757886958492846	6237.5	0	0	2.83167603110105	5.71373280550937	4.92725368515721	8.73849504785108	-1.91209164178477
all_individuals	hippocampus	EA	EA_only	expression	chr12_124726903_124727475	chr12	124726903	124727475	1	1	0	0	0.0795734066828218	0.50926980277006	0.859971560632609	-0.859971560632609	572	327	Enhancer	0	Heritable	0.11078704570927	0.964507451335617	0.00664753624143775	159945.5	0	0	1.1078704570927	6.3491389913798	5.79301360838414	11.9825946633002	-0.150855947684935
all_individuals	hippocampus	EA	EA_only	expression	chr14_75514953_75516250	chr14	75514953	75516250	1	1	0	0	0.024833999008661	0.264895989425718	0.429877793681367	-0.429877793681367	1297	239	Intergenic	0	Heritable	0.370044242208873	0.921746363841468	0.0106967580974653	6646.5	0	0	3.70044242208873	7.16780918431644	5.48063892334199	8.80199612311717	-0.844254288165795
all_individuals	hippocampus	EA	EA_only	expression	chr14_77641774_77641896	chr14	77641774	77641896	6	6	0	0	0.015986557262044	0.204627932954163	0.544442496575037	-0.544442496575037	122	233	Intergenic	2	Heritable	0.144510524478018	0.940202580050673	0.00618013473925214	24869.5	0	0	1.44510524478018	4.80402104473326	5.4553211153577	10.121437641139	-0.607992931577946
all_individuals	hippocampus	EA	EA_only	expression	chr15_101121108_101122340	chr15	101121108	101122340	1	1	0	0	0.674852402470698	0.889778957872444	0.0240927885648637	0.0240927885648637	1232	341	Intergenic	0	Heritable	0.103120387969856	0.945374660521954	0.0120120419403845	46723.5	0	0	1.03120387969856	7.11639414409347	5.83481073706261	10.7520239313569	-3.72584229787549
all_individuals	hippocampus	EA	EA_only	expression	chr15_28876281_28876548	chr15	28876281	28876548	1	1	0	0	0.575025633282642	0.889778957872444	0.232737414157327	-0.232737414157327	267	133	Intergenic	0	Heritable	0.194717208007168	0.870018764053089	0.00797104599950923	7988	0	0	1.94717208007168	5.58724865840025	4.89783979995091	8.98582087448204	-1.45784439583218
all_individuals	hippocampus	EA	EA_only	expression	chr15_31266434_31266720	chr15	31266434	31266720	1	1	0	0	0.402338230898076	0.887918854395754	0.317581168339791	-0.317581168339791	286	181	Enhancer	0	Heritable	0.144921233478283	0.885753774623451	0.00696761922098227	50518.5	0	0	1.44921233478283	5.65599181081985	5.2040066870768	10.830114679345	-1.14702181351954
all_individuals	hippocampus	EA	EA_only	expression	chr18_11948069_11948155	chr18	11948069	11948155	4	4	0	0	0.304379524202734	0.887918854395754	0.227573405184623	-0.227573405184623	86	263	Intergenic	1	Heritable	0.148132179329639	0.944301191047907	0.00768011813465631	33694.5	0	0	1.48132179329639	4.45434729625351	5.57594910314632	10.4251195762671	-1.48028238854067
all_individuals	hippocampus	EA	EA_only	expression	chr20_17895279_17895571	chr20	17895279	17895571	2	2	0	0	0.0633367690937482	0.500605104926094	0.221012698199907	0.221012698199907	292	229	Intergenic	0	Heritable	0.191141940428812	0.919122669310393	0.00792627763793014	7608.5	0	0	1.91141940428812	5.67675380226828	5.4380793089232	8.93715274567486	-1.50953507595063
all_individuals	hippocampus	EA	EA_only	expression	chr21_18849776_18851911	chr21	18849776	18851911	1	1	0	0	0.922279365313674	0.974101924194411	0.0522861714920841	-0.0522861714920841	2135	270	Intergenic	0	Heritable	0.297807547878124	0.940137574474956	0.00905867969672226	7172.5	0	0	2.97807547878124	7.66622192566273	5.6021188208797	8.87814895953845	-2.95102315903505
all_individuals	hippocampus	EA	EA_only	expression	chr22_45262100_45262630	chr22	45262100	45262630	1	1	0	0	0.374015920450586	0.887918854395754	0.361861921786806	-0.361861921786806	530	388	Intergenic	0	Heritable	0.168713064558936	0.961468305687707	0.00835974539509513	21624.5	0	0	1.68713064558936	6.27287700654617	5.96357934361845	9.98162845292007	-1.01649254381319
all_individuals	hippocampus	EA	EA_only	expression	chr2_127176312_127176829	chr2	127176312	127176829	1	1	0	0	0.291180390280345	0.887918854395754	0.403465817937989	-0.403465817937989	517	193	Intergenic	0	Heritable	0.111047899156395	0.89721007695816	0.00704951507142127	43280.5	0	0	1.11047899156395	6.24804287450843	5.26785815906333	10.6754805709605	-0.907663483983642
all_individuals	hippocampus	EA	EA_only	expression	chr2_231190128_231190311	chr2	231190128	231190311	2	2	0	1	0.00346411457453166	0.0671607738718036	0.999094521290996	-0.999094521290996	183	237	Enhancer	0	Heritable	0.232758475000332	0.938947965723797	0.00819579034483044	7571.5	0	1	2.32758475000332	5.20948615284142	5.47227067367148	8.93227854290139	-0.000905878893420275
all_individuals	hippocampus	EA	EA_only	expression	chr2_27765989_27767276	chr2	27765989	27767276	1	1	0	0	0.712413968006498	0.889778957872444	0.188360656807017	-0.188360656807017	1287	145	Enhancer	0	Heritable	0.301516988270879	0.892309816963427	0.0034213596946336	5738.5	0	0	3.01516988270879	7.16006920759613	4.98360662170834	8.65512737750555	-1.66939671354607
all_individuals	hippocampus	EA	EA_only	expression	chr3_105353733_105355249	chr3	105353733	105355249	1	1	0	0	0.781759217483587	0.92652944294351	0.102532087727496	-0.102532087727496	1516	178	Enhancer	2	Heritable	0.199135990578388	0.856547634621739	0.00673444463084213	13208.5	0	0	1.99135990578388	7.32383056620232	5.18738580584076	9.48869154668649	-2.27757938086351
all_individuals	hippocampus	EA	EA_only	expression	chr3_32577559_32577918	chr3	32577559	32577918	2	2	0	0	0.636753154824439	0.889778957872444	0.195127318252568	-0.195127318252568	359	256	Intergenic	0	Heritable	0.124651788497438	0.940470118505815	0.00902607840506886	7084.5	0	0	1.24651788497438	5.88332238848828	5.54907608489522	8.86580572126493	-1.63410296810976
all_individuals	hippocampus	EA	EA_only	expression	chr4_123443637_123444526	chr4	123443637	123444526	2	2	0	0	0.25732846617153	0.887918854395754	0.489634727027082	-0.489634727027082	889	142	Enhancer	0	Non-heritable	0.0967055900495364	0.789687653237443	0.00625456948277897	47600.5	0	0	0.967055900495364	6.79009723551391	4.96284463025991	10.770619552328	-0.714095600490623
all_individuals	hippocampus	EA	EA_only	expression	chr4_25970540_25971169	chr4	25970540	25971169	2	2	0	0	0.0377837133288743	0.345451093292565	0.608127652312108	-0.608127652312108	629	277	Enhancer	0	Heritable	0.281950585988976	0.940722774657905	0.00744826027608647	106662.5	0	0	2.81950585988976	6.44413125670044	5.62762111369064	11.5774342981671	-0.497370448148704
all_individuals	hippocampus	EA	EA_only	expression	chr4_3285986_3286374	chr4	3285986	3286374	1	1	0	0	0.391531236129828	0.887918854395754	0.299790857515237	0.299790857515237	388	235	Intergenic	0	Heritable	0.154764213287682	0.919157767987677	0.00855232546900963	6723.5	0	0	1.54764213287682	5.96100533962327	5.46383180502561	8.8135128522636	-1.20467015570144
all_individuals	hippocampus	EA	EA_only	expression	chr5_10138594_10138804	chr5	10138594	10138804	1	1	0	0	0.865486847152558	0.938833190131588	0.062525655062923	0.062525655062923	210	346	Intergenic	0	Heritable	0.138343497050415	0.979619780070103	0.0085221110465545	111356.5	0	0	1.38343497050415	5.34710753071747	5.84932477994686	11.6205010256036	-2.77217816552296
all_individuals	hippocampus	EA	EA_only	expression	chr5_141514389_141514814	chr5	141514389	141514814	1	1	0	0	0.851368567538786	0.938833190131588	0.103881293629652	-0.103881293629652	425	207	Enhancer	1	Heritable	0.153370281204	0.926544121442652	0.00845770226379576	24775.5	0	0	1.53370281204	6.05208916892442	5.33753807970132	10.1176509022696	-2.26450634288578
all_individuals	hippocampus	EA	EA_only	expression	chr5_173866092_173867782	chr5	173866092	173867782	2	2	0	0	0.367171495866071	0.887918854395754	0.241170511440075	0.241170511440075	1690	349	Enhancer	0	Heritable	0.132870714183756	0.972671597590434	0.00776006557242463	21668.5	0	0	1.32870714183756	7.43248380791712	5.85793315448346	9.98366102089088	-1.42225103784988
all_individuals	hippocampus	EA	EA_only	expression	chr6_18504201_18505240	chr6	18504201	18505240	1	1	0	0	0.319077280924218	0.887918854395754	0.269576398870147	0.269576398870147	1039	173	Intergenic	0	Non-heritable	0.0981245536232667	0.842752241615301	0.00795665120024337	239338.5	0	0	0.981245536232667	6.94601399109923	5.15905529921453	12.385638325047	-1.31090340796355
all_individuals	hippocampus	EA	EA_only	expression	chr6_32609937_32612724	chr6	32609937	32612724	3	3	2	2	8.29946878273103e-06	0.000531166002094786	3.462053584061	3.462053584061	2787	199	Enhancer	0	Heritable	0.301543445801341	0.912646379327734	0.0124893319965728	18181.5	1	1	3.01543445801341	7.93272102748195	5.29831736654804	9.8082148720287	1.24186193729884
all_individuals	hippocampus	EA	EA_only	expression	chr7_100451013_100451125	chr7	100451013	100451125	6	6	0	0	0.264580727254123	0.887918854395754	0.480039946297694	0.480039946297694	112	124	Intergenic	0	Non-heritable	0.0667693547830097	0.748204267457608	0.0068098675383616	14031.5	0	0	0.667693547830097	4.71849887129509	4.8283137373023	9.54913134681635	-0.733885936257785
all_individuals	hippocampus	EA	EA_only	expression	chr7_1169684_1170352	chr7	1169684	1170352	2	2	0	1	0.00419754836698773	0.0671607738718036	0.923476515472304	-0.923476515472304	668	173	Intergenic	0	Heritable	0.209156058872288	0.892463995464531	0.00707041592583381	9262.5	0	1	2.09156058872288	6.50428817353665	5.15905529921453	9.13383722599007	-0.0796098987538348
all_individuals	hippocampus	EA	EA_only	expression	chr7_23230555_23231570	chr7	23230555	23231570	2	2	0	0	0.441690876573334	0.889778957872444	0.167893099533927	-0.167893099533927	1015	200	Intergenic	0	Non-heritable	0.0612198059882187	0.841645776069025	0.0131278640288236	5180.5	0	0	0.612198059882187	6.92264389147589	5.30330490805908	8.55284986862427	-1.78442775484782
all_individuals	hippocampus	EA	EA_only	expression	chr7_76292452_76292692	chr7	76292452	76292692	1	1	0	0	0.964416481453269	0.979724679571575	0.0460295880478814	0.0460295880478814	240	173	Intergenic	0	Heritable	0.184771351928166	0.835310879665387	0.00760314948583932	10723.5	0	0	1.84771351928166	5.48063892334199	5.15905529921453	9.28028612266285	-3.07847065358561
