chr	start	end	nearest_gene_id	distance
chr1	533832	533990	ENSG00000290385	1372
chr1	629091	634921	ENSG00000225880	0
chr1	779450	779703	ENSG00000225880	0
chr1	789726	790331	ENSG00000225880	0
chr1	817185	817978	ENSG00000225880	0
chr1	882232	883488	ENSG00000296088	0
chr1	893038	893980	ENSG00000296088	3740
chr1	904055	904381	ENSG00000272438	404
chr1	909800	909898	ENSG00000298603	0
chr1	1007513	1007963	ENSG00000187608	0
chr1	1015919	1016207	ENSG00000187608	1378
chr1	1077056	1077271	ENSG00000237330	2749
chr1	1174112	1174314	ENSG00000205231	0
chr1	1189840	1190574	ENSG00000162571	0
chr1	1261709	1262152	ENSG00000160087	0
chr1	1266596	1266775	ENSG00000160087	0
chr1	1290162	1290231	ENSG00000162572	0
chr1	1351411	1351596	ENSG00000304860	0
chr1	1362517	1363276	ENSG00000304860	166
chr1	1419690	1419906	ENSG00000235098	0
chr1	1425765	1425905	ENSG00000205116	0
chr1	1432445	1432604	ENSG00000225285	0
chr1	1443436	1443619	ENSG00000179403	553
chr1	1499034	1499521	ENSG00000160072	1185
chr1	1544257	1544706	ENSG00000299413	0
chr1	1570968	1571325	ENSG00000299413	0
chr1	1589272	1589733	ENSG00000299413	0
chr1	1592474	1592801	ENSG00000299413	96
chr1	1633911	1634025	ENSG00000189409	0
chr1	1649696	1650510	ENSG00000248333	0
chr1	1666785	1667369	ENSG00000189339	0
chr1	1685870	1686440	ENSG00000189339	0
chr1	1694986	1695300	ENSG00000310190	0
chr1	1733116	1734078	ENSG00000293188	0
chr1	1747222	1747531	ENSG00000290854	1229
chr1	1803285	1804575	ENSG00000078369	0
chr1	1811736	1812060	ENSG00000078369	0
chr1	1864988	1865598	ENSG00000078369	0
chr1	1866651	1867311	ENSG00000078369	0
chr1	1903817	1904229	ENSG00000294910	1772
chr1	1909381	1909805	ENSG00000306476	0
chr1	1931092	1933130	ENSG00000142609	0
chr1	1948295	1949786	ENSG00000142609	0
chr1	1983813	1984190	ENSG00000142609	0
chr1	1995416	1995736	ENSG00000142609	0
chr1	1999645	1999893	ENSG00000142609	0
chr1	2016621	2017029	ENSG00000233542	0
chr1	2099109	2099291	ENSG00000067606	0
chr1	2124263	2124404	ENSG00000067606	0
chr1	2187365	2187599	ENSG00000162585	0
chr1	2189186	2190519	ENSG00000162585	0
chr1	2211095	2211836	ENSG00000162585	0
chr1	2219774	2220128	ENSG00000234396	0
chr1	2223421	2224104	ENSG00000234396	2682
chr1	2225384	2226012	ENSG00000157933	1375
chr1	2245535	2245985	ENSG00000157933	0
chr1	2287865	2288233	ENSG00000157933	0
chr1	2325052	2325768	ENSG00000116151	0
chr1	2435629	2436784	ENSG00000149527	0
chr1	2617375	2617586	ENSG00000142606	0
chr1	2949455	2949577	ENSG00000284745	10777
chr1	2968467	2968718	ENSG00000284745	0
chr1	2983092	2983283	ENSG00000284745	14384
chr1	3010137	3010525	ENSG00000169717	10941
chr1	3031181	3031561	ENSG00000169717	8277
chr1	3361017	3361233	ENSG00000142611	0
chr1	3441379	3441727	ENSG00000295754	0
chr1	3812561	3812935	ENSG00000116198	0
chr1	3901723	3902181	ENSG00000236423	0
chr1	4302456	4302941	ENSG00000302287	14940
chr1	5073540	5073805	ENSG00000231510	12653
chr1	5159007	5159914	ENSG00000296716	0
chr1	5294996	5295412	ENSG00000306645	0
chr1	6110840	6111482	ENSG00000116254	0
chr1	6114201	6115108	ENSG00000116254	0
chr1	6123029	6123720	ENSG00000116254	0
chr1	6158653	6159302	ENSG00000116254	0
chr1	6190288	6191723	ENSG00000116251	0
chr1	6202882	6203811	ENSG00000116251	0
chr1	6214824	6215323	ENSG00000158286	0
chr1	6323228	6323538	ENSG00000097021	0
chr1	6334801	6335479	ENSG00000097021	0
chr1	6341480	6341598	ENSG00000097021	0
chr1	6363254	6363331	ENSG00000097021	0
chr1	6364155	6365399	ENSG00000097021	0
chr1	6375583	6376381	ENSG00000097021	0
chr1	6388536	6389035	ENSG00000097021	0
chr1	6390163	6391612	ENSG00000097021	0
chr1	6399898	6400080	ENSG00000271746	5506
chr1	6442446	6443305	ENSG00000187017	0
chr1	6458082	6459392	ENSG00000187017	0
chr1	6481399	6482023	ENSG00000171680	0
chr1	6522324	6523307	ENSG00000162408	0
chr1	6529857	6530408	ENSG00000162408	0
chr1	6538333	6539374	ENSG00000162408	0
chr1	6576785	6578067	ENSG00000173662	0
chr1	6582793	6583882	ENSG00000204859	0
chr1	6612183	6612386	ENSG00000162413	0
chr1	6615999	6616434	ENSG00000116273	0
chr1	6659618	6660115	ENSG00000007923	0
chr1	6669007	6669611	ENSG00000007923	0
chr1	6671273	6671818	ENSG00000007923	0
chr1	6703505	6704288	ENSG00000007923	1580
chr1	6709833	6710171	ENSG00000007923	7908
chr1	6712992	6713451	ENSG00000007923	11067
chr1	6738660	6739567	ENSG00000228750	8647
chr1	6759274	6759832	ENSG00000284744	8121
chr1	6769739	6770335	ENSG00000284744	0
chr1	6839153	6840194	ENSG00000171735	0
chr1	7030903	7031832	ENSG00000171735	0
chr1	7261998	7262723	ENSG00000171735	0
chr1	7665689	7666419	ENSG00000171735	0
chr1	7758827	7759295	ENSG00000171735	0
chr1	7772455	7772654	ENSG00000049245	0
chr1	7807998	7808147	ENSG00000236266	0
chr1	7812236	7812669	ENSG00000236266	0
chr1	7823005	7823818	ENSG00000236266	0
chr1	7849275	7849904	ENSG00000049247	0
chr1	7854063	7854466	ENSG00000049247	550
chr1	7971654	7972115	ENSG00000116288	0
chr1	7977152	7978517	ENSG00000116288	0
chr1	8079758	8079936	ENSG00000238290	0
chr1	8130206	8131488	ENSG00000238290	0
chr1	8160381	8160836	ENSG00000227634	0
chr1	8182792	8183873	ENSG00000227634	0
chr1	8186689	8187987	ENSG00000227634	0
chr1	8204314	8205080	ENSG00000227634	0
chr1	8233893	8234123	ENSG00000298156	5877
chr1	8240722	8241369	ENSG00000298156	0
chr1	8255204	8255824	ENSG00000301025	516
chr1	8305769	8306651	ENSG00000301006	10758
chr1	8332460	8332806	ENSG00000162426	0
chr1	8340847	8341851	ENSG00000162426	0
chr1	8403043	8403510	ENSG00000142599	0
chr1	8608217	8610065	ENSG00000142599	0
chr1	8713508	8714460	ENSG00000142599	0
chr1	8759809	8760421	ENSG00000142599	0
chr1	8774456	8775337	ENSG00000142599	0
chr1	8792533	8793113	ENSG00000142599	0
chr1	8818960	8819141	ENSG00000142599	0
chr1	8828674	8829120	ENSG00000142599	0
chr1	8853051	8853571	ENSG00000142599	4129
chr1	8877429	8877645	ENSG00000074800	0
chr1	8881629	8882750	ENSG00000201725	676
chr1	8888276	8888991	ENSG00000238249	4417
chr1	8906387	8907494	ENSG00000310107	0
chr1	8966004	8966648	ENSG00000131686	0
chr1	8975419	8975943	ENSG00000131686	326
chr1	8995214	8996284	ENSG00000197241	6688
chr1	9043628	9044011	ENSG00000142583	0
chr1	9063840	9064074	ENSG00000142583	0
chr1	9109005	9110220	ENSG00000180758	0
chr1	9137968	9138672	ENSG00000228526	882
chr1	9222505	9224410	ENSG00000049239	10363
chr1	9363114	9363232	ENSG00000171621	0
chr1	9407927	9408774	ENSG00000307568	1838
chr1	9478805	9479371	ENSG00000296249	10970
chr1	9514779	9515640	ENSG00000235263	11242
chr1	9531003	9532420	ENSG00000171612	7044
chr1	9536906	9537576	ENSG00000171612	1888
chr1	9540619	9541129	ENSG00000171612	0
chr1	9575382	9576060	ENSG00000171612	0
