task_id	chrom	start	end	race	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	region
1	X	100407724	100408397	AA	181	11	0.0746775592101127	0.58084341333732	Caudate
10	X	101931120	101932284	AA	129	16	0.0613795345995031	0.348002961319816	Caudate
100	X	131783237	131783925	AA	135	12	0.0858226789278343	0.501069898293903	Caudate
1000	1	2449834	2450419	AA	540	11	0.10791465095641	0.900413195682771	Caudate
10000	16	85538147	85538402	AA	1418	11	0.0984498546320969	0.98387051380749	Caudate
10001	16	85557351	85557566	AA	1418	11	0.0953568188716698	0.987295953689792	Caudate
10002	16	85584077	85584225	AA	1401	17	0.0691357425590796	0.982427873939981	Caudate
10003	16	85586334	85586619	AA	1401	11	0.0666454458332736	0.983878615374157	Caudate
10004	16	85593685	85593982	AA	1389	11	0.0628628040602729	0.986323928267812	Caudate
10005	16	85600685	85600855	AA	1399	11	0.0962750047893863	0.99037844501729	Caudate
10006	16	85639702	85640017	AA	1405	11	0.079307524492174	0.985086780614654	Caudate
10007	16	85650857	85651812	AA	1353	16	0.0805686432070211	0.986483313734277	Caudate
10008	16	85653418	85653634	AA	1384	15	0.0802571385086854	0.981861858449412	Caudate
10009	16	85664723	85665041	AA	1375	16	0.0775753316618356	0.985280292715708	Caudate
1001	1	245099325	245099920	AA	826	17	0.0547490063623043	0.962191374556944	Caudate
10010	16	8569756	8569853	AA	941	12	0.0275066254717916	0.916024594579928	Caudate
10011	16	85963871	85964063	AA	1351	16	0.0866501365907643	0.987163972914968	Caudate
10012	16	85986916	85987497	AA	1346	12	0.0794178704204571	0.979561099293132	Caudate
10013	16	86029204	86029810	AA	1364	16	0.0786667307403844	0.984931762303818	Caudate
10014	16	86281461	86281688	AA	1325	11	0.102165903853781	0.981051073064053	Caudate
10015	16	86285648	86285899	AA	1318	11	0.192909879979033	0.965122518107331	Caudate
10016	16	86322512	86322972	AA	1296	12	0.0627021091072283	0.985753693693568	Caudate
10017	16	86343217	86343338	AA	1293	11	0.0975345616687976	0.98572268276075	Caudate
10018	16	86494097	86494399	AA	1248	15	0.110579051653101	0.985540022409516	Caudate
10019	16	86494618	86494872	AA	1231	11	0.0824615561642917	0.975020915048515	Caudate
1002	1	2452579	2452984	AA	536	11	0.138337669277921	0.911666008424035	Caudate
10020	16	86530951	86531572	AA	1208	11	0.0635756388117372	0.981227822104814	Caudate
10021	16	86533337	86535125	AA	1205	11	0.104362387921401	0.976700708599132	Caudate
10022	16	8661792	8662118	AA	945	16	0.322980895807137	0.931004373182354	Caudate
10023	16	86761702	86762112	AA	1237	11	0.105513203912366	0.961151178249122	Caudate
10025	16	86791540	86792456	AA	1263	11	0.113117463940153	0.955571088495283	Caudate
10026	16	86806854	86807232	AA	1260	14	0.0640832120544806	0.887102188073553	Caudate
10027	16	86935105	86935580	AA	1278	12	0.0939717826292602	0.981081987554892	Caudate
10028	16	86942672	86942940	AA	1298	14	0.0851936337724162	0.981464383097961	Caudate
10029	16	87216436	87217083	AA	1136	11	0.0749638756058244	0.975265440538345	Caudate
1003	1	245589776	245590408	AA	747	11	0.0816533620347673	0.929845702023998	Caudate
10030	16	87333025	87333434	AA	1110	11	0.0827196176784926	0.976023090226707	Caudate
10031	16	87334378	87334785	AA	1095	11	0.0703600948491911	0.979780135686275	Caudate
10032	16	8734180	8734692	AA	919	11	0.0968889511169943	0.949685973775551	Caudate
10033	16	87370179	87370484	AA	1053	11	0.0975850198005661	0.973318496311357	Caudate
10034	16	87381894	87382184	AA	1063	22	0.154365734159698	0.972139108983715	Caudate
10035	16	87435561	87435891	AA	1056	11	0.0764392340570889	0.974997981536059	Caudate
10036	16	87518934	87519173	AA	1005	11	0.0548479364602284	0.962369628030571	Caudate
