coord_key	seqnames_hg38	pos_hg38	bs_row	found_in_bsseq	fraction_samples_cov_ge_min	mean_coverage	marker_coverage_pass
"chr10:101007600"	"chr10"	101007600	15592454	TRUE	0.987951807228916	15.8373493975904	TRUE
"chr10:101646548"	"chr10"	101646548	15601941	TRUE	1	28.6867469879518	TRUE
"chr10:101749569"	"chr10"	101749569	15603117	TRUE	0.957831325301205	17.1626506024096	TRUE
"chr10:102457734"	"chr10"	102457734	15614313	TRUE	1	25.5180722891566	TRUE
"chr10:102596067"	"chr10"	102596067	15616427	TRUE	1	28.6024096385542	TRUE
"chr10:102649170"	"chr10"	102649170	15617478	TRUE	0.993975903614458	24.9397590361446	TRUE
"chr10:102803272"	"chr10"	102803272	15619909	TRUE	1	32.5361445783133	TRUE
"chr10:102814672"	"chr10"	102814672	15620068	TRUE	0.927710843373494	13.4096385542169	TRUE
"chr10:10295088"	"chr10"	10295088	14774339	TRUE	1	41.3493975903615	TRUE
"chr10:103699810"	"chr10"	103699810	15633211	TRUE	1	49.9156626506024	TRUE
"chr10:103846077"	"chr10"	103846077	15635092	TRUE	0.993975903614458	27.1927710843374	TRUE
"chr10:104243297"	"chr10"	104243297	15639037	TRUE	1	27.3253012048193	TRUE
"chr10:10588151"	"chr10"	10588151	14776567	TRUE	0.993975903614458	22.3614457831325	TRUE
"chr10:107166400"	"chr10"	107166400	15660169	TRUE	0.91566265060241	10.1927710843374	TRUE
"chr10:110739695"	"chr10"	110739695	15685958	TRUE	1	45.8915662650602	TRUE
"chr10:112678850"	"chr10"	112678850	15701236	TRUE	0.837349397590361	10.1746987951807	TRUE
"chr10:112732542"	"chr10"	112732542	15701696	TRUE	0.993975903614458	15.9156626506024	TRUE
"chr10:113069572"	"chr10"	113069572	15705909	TRUE	1	36.7951807228916	TRUE
"chr10:11321321"	"chr10"	11321321	14784618	TRUE	1	38.7650602409639	TRUE
"chr10:11337740"	"chr10"	11337740	14784828	TRUE	1	37.9638554216867	TRUE
"chr10:113709183"	"chr10"	113709183	15712536	TRUE	0.939759036144578	14.9397590361446	TRUE
"chr10:113780782"	"chr10"	113780782	15713212	TRUE	1	26.0240963855422	TRUE
"chr10:11462552"	"chr10"	11462552	14786619	TRUE	1	30.4277108433735	TRUE
"chr10:114971067"	"chr10"	114971067	15726010	TRUE	0.957831325301205	11.6746987951807	TRUE
"chr10:116068347"	"chr10"	116068347	15733171	TRUE	0.993975903614458	29.9578313253012	TRUE
"chr10:11640424"	"chr10"	11640424	14788429	TRUE	0.993975903614458	20.8915662650602	TRUE
"chr10:11713565"	"chr10"	11713565	14789578	TRUE	1	23.4578313253012	TRUE
"chr10:117140490"	"chr10"	117140490	15745228	TRUE	1	23.6566265060241	TRUE
"chr10:117673260"	"chr10"	117673260	15751909	TRUE	1	33.289156626506	TRUE
"chr10:1176749"	"chr10"	1176749	14668800	TRUE	1	40.2710843373494	TRUE
"chr10:11875842"	"chr10"	11875842	14792598	TRUE	0.993975903614458	22.3734939759036	TRUE
"chr10:118908753"	"chr10"	118908753	15763257	TRUE	1	38.4518072289157	TRUE
"chr10:119693467"	"chr10"	119693467	15776081	TRUE	0.987951807228916	14.933734939759	TRUE
"chr10:121104632"	"chr10"	121104632	15789150	TRUE	1	24.289156626506	TRUE
"chr10:121596234"	"chr10"	121596234	15794484	TRUE	1	27.4578313253012	TRUE
"chr10:122515132"	"chr10"	122515132	15807417	TRUE	1	19.9578313253012	TRUE
"chr10:123057899"	"chr10"	123057899	15812481	TRUE	0.463855421686747	5.37951807228916	FALSE
"chr10:123165487"	"chr10"	123165487	15814671	TRUE	0.993975903614458	22.3192771084337	TRUE
"chr10:123459168"	"chr10"	123459168	15817516	TRUE	1	42.3253012048193	TRUE
"chr10:124672676"	"chr10"	124672676	15835509	TRUE	1	30.9096385542169	TRUE
"chr10:125087724"	"chr10"	125087724	15842695	TRUE	1	30.1867469879518	TRUE
"chr10:125138431"	"chr10"	125138431	15843561	TRUE	1	43.421686746988	TRUE
"chr10:125138498"	"chr10"	125138498	15843565	TRUE	1	35.1204819277108	TRUE
"chr10:125551509"	"chr10"	125551509	15848586	TRUE	0.993975903614458	31.6566265060241	TRUE
"chr10:126350710"	"chr10"	126350710	15857409	TRUE	1	38.0722891566265	TRUE
"chr10:127152122"	"chr10"	127152122	15866527	TRUE	1	34.3132530120482	TRUE
"chr10:128026320"	"chr10"	128026320	15876982	TRUE	1	37.5542168674699	TRUE
"chr10:129626934"	"chr10"	129626934	15897644	TRUE	0.993975903614458	23.066265060241	TRUE
"chr10:129626951"	"chr10"	129626951	15897645	TRUE	1	23.4156626506024	TRUE
"chr10:130378994"	"chr10"	130378994	15910764	TRUE	1	30.7469879518072	TRUE
"chr10:132283376"	"chr10"	132283376	15944282	TRUE	1	29.5481927710843	TRUE
"chr10:132285386"	"chr10"	132285386	15944334	TRUE	0.849397590361446	8.70481927710844	TRUE
"chr10:132685860"	"chr10"	132685860	15954987	TRUE	0.993975903614458	22.5180722891566	TRUE
"chr10:132700269"	"chr10"	132700269	15955357	TRUE	1	29.6506024096386	TRUE
"chr10:132708539"	"chr10"	132708539	15955602	TRUE	1	38.9277108433735	TRUE
"chr10:132730367"	"chr10"	132730367	15956338	TRUE	1	42.4457831325301	TRUE
"chr10:13441782"	"chr10"	13441782	14817303	TRUE	0.963855421686747	16.1265060240964	TRUE
"chr10:13464475"	"chr10"	13464475	14817608	TRUE	1	24.0903614457831	TRUE
"chr10:17952953"	"chr10"	17952953	14868037	TRUE	1	23.4578313253012	TRUE
"chr10:21525022"	"chr10"	21525022	14898440	TRUE	0.993975903614458	26.9277108433735	TRUE
"chr10:24900937"	"chr10"	24900937	14931609	TRUE	0.891566265060241	8.81927710843373	TRUE
"chr10:25068439"	"chr10"	25068439	14933091	TRUE	1	24.289156626506	TRUE
"chr10:28682402"	"chr10"	28682402	14967118	TRUE	1	18.8855421686747	TRUE
"chr10:28906044"	"chr10"	28906044	14969659	TRUE	0.969879518072289	14.1265060240964	TRUE
"chr10:28981224"	"chr10"	28981224	14970421	TRUE	0.566265060240964	5.74698795180723	FALSE
"chr10:29783334"	"chr10"	29783334	14979584	TRUE	0.921686746987952	12.2349397590361	TRUE
"chr10:29959958"	"chr10"	29959958	14981273	TRUE	1	40.6024096385542	TRUE
"chr10:3119999"	"chr10"	3119999	14695827	TRUE	1	32.0903614457831	TRUE
"chr10:31586914"	"chr10"	31586914	14998060	TRUE	1	31.6626506024096	TRUE
"chr10:33485592"	"chr10"	33485592	15015814	TRUE	0.993975903614458	19.5542168674699	TRUE
"chr10:35149484"	"chr10"	35149484	15032518	TRUE	1	29.3493975903614	TRUE
"chr10:35214948"	"chr10"	35214948	15033192	TRUE	1	38.566265060241	TRUE
"chr10:35214972"	"chr10"	35214972	15033196	TRUE	1	44.5602409638554	TRUE
"chr10:3631861"	"chr10"	3631861	14703705	TRUE	1	19.9277108433735	TRUE
"chr10:43905084"	"chr10"	43905084	15087269	TRUE	0.993975903614458	22.9879518072289	TRUE
"chr10:44005043"	"chr10"	44005043	15088214	TRUE	1	30.7228915662651	TRUE
"chr10:44176653"	"chr10"	44176653	15089594	TRUE	0.975903614457831	16.355421686747	TRUE
"chr10:45581102"	"chr10"	45581102	15102720	TRUE	1	22.9939759036145	TRUE
"chr10:46287852"	"chr10"	46287852	15110592	TRUE	1	41.1144578313253	TRUE
"chr10:46415580"	"chr10"	46415580	NA	FALSE	NA	NA	NA
"chr10:46441872"	"chr10"	46441872	NA	FALSE	NA	NA	NA
"chr10:46451050"	"chr10"	46451050	NA	FALSE	NA	NA	NA
"chr10:46464888"	"chr10"	46464888	NA	FALSE	NA	NA	NA
"chr10:46474923"	"chr10"	46474923	NA	FALSE	NA	NA	NA
"chr10:46530505"	"chr10"	46530505	NA	FALSE	NA	NA	NA
"chr10:46572172"	"chr10"	46572172	NA	FALSE	NA	NA	NA
"chr10:47166060"	"chr10"	47166060	NA	FALSE	NA	NA	NA
"chr10:48685418"	"chr10"	48685418	15134100	TRUE	1	21.4518072289157	TRUE
"chr10:49362827"	"chr10"	49362827	15140199	TRUE	1	31.8674698795181	TRUE
"chr10:49471706"	"chr10"	49471706	15141485	TRUE	0.981927710843373	17.0421686746988	TRUE
"chr10:49471734"	"chr10"	49471734	15141486	TRUE	0.993975903614458	20.5963855421687	TRUE
"chr10:510822"	"chr10"	510822	14655088	TRUE	1	40.3012048192771	TRUE
"chr10:52755541"	"chr10"	52755541	15165914	TRUE	1	34.4939759036145	TRUE
"chr10:53957706"	"chr10"	53957706	15173467	TRUE	1	18.3313253012048	TRUE
"chr10:5555098"	"chr10"	5555098	14722815	TRUE	1	37.0301204819277	TRUE
"chr10:5555112"	"chr10"	5555112	14722816	TRUE	1	36.9036144578313	TRUE
"chr10:58511962"	"chr10"	58511962	15198877	TRUE	1	27.8132530120482	TRUE
"chr10:60978529"	"chr10"	60978529	15216289	TRUE	0.927710843373494	12.1024096385542	TRUE
"chr10:61747697"	"chr10"	61747697	15220969	TRUE	0.451807228915663	4.67469879518072	FALSE
"chr10:630589"	"chr10"	630589	14657764	TRUE	0.993975903614458	20.578313253012	TRUE
"chr10:630821"	"chr10"	630821	14657777	TRUE	1	33.9397590361446	TRUE
"chr10:68232418"	"chr10"	68232418	15266992	TRUE	1	25.2228915662651	TRUE
"chr10:68232435"	"chr10"	68232435	15266993	TRUE	1	24.0120481927711	TRUE
"chr10:69737133"	"chr10"	69737133	15287738	TRUE	1	35.4819277108434	TRUE
