cohort	tissue	population	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
BA_only	caudate	AA	expression	chr10_132420878_132421167	chr10	132420878	132421167	Non-heritable	0.0611765667217678	10	10	0	0	0.0187132183155618	0.329030655183112	0.981316419279082	-0.981316419279082
BA_only	caudate	AA	expression	chr10_43361853_43361923	chr10	43361853	43361923	Heritable	0.108229427231525	2	2	0	0	0.0330362193461579	0.408588847206691	0.825503830872939	0.825503830872939
BA_only	caudate	AA	expression	chr10_71860264_71860614	chr10	71860264	71860614	Heritable	0.111215214963896	1	1	0	0	0.943952223654131	0.996040291500008	0.0190965256756215	-0.0190965256756215
BA_only	caudate	AA	expression	chr10_947149_947463	chr10	947149	947463	Heritable	0.189248985091098	4	4	0	0	0.241206195797519	0.669262261579033	0.309651449972435	0.309651449972435
BA_only	caudate	AA	expression	chr12_110079513_110080056	chr12	110079513	110080056	Non-heritable	0.0989582385102095	1	1	0	0	0.580618702897737	0.907735596098062	0.149817979856259	-0.149817979856259
BA_only	caudate	AA	expression	chr12_123448116_123448286	chr12	123448116	123448286	Non-heritable	0.075336575867908	1	1	0	0	0.757359214371899	0.972839835448673	0.0898449699629271	-0.0898449699629271
BA_only	caudate	AA	expression	chr12_124726877_124727599	chr12	124726877	124727599	Heritable	0.14322665771555	1	1	0	0	0.623032236997393	0.9091383770174	0.188858594371126	-0.188858594371126
BA_only	caudate	AA	expression	chr12_124755180_124755603	chr12	124755180	124755603	Non-heritable	0.0439140877085094	2	2	0	0	0.863941451805176	0.987519599196803	0.0719679095938162	-0.0719679095938162
BA_only	caudate	AA	expression	chr12_128844470_128844581	chr12	128844470	128844581	Non-heritable	0.0551985723878374	2	2	0	0	0.0937887660398748	0.55382920967506	0.443712422572092	-0.443712422572092
BA_only	caudate	AA	expression	chr12_132445029_132445134	chr12	132445029	132445134	Non-heritable	0.070704143448955	1	1	0	0	0.182203665376766	0.612441371030872	0.50053846181614	0.50053846181614
BA_only	caudate	AA	expression	chr12_14261043_14261196	chr12	14261043	14261196	Non-heritable	0.0305167170009643	5	5	0	0	0.12882593422489	0.581827461195433	0.429443848468742	-0.429443848468742
BA_only	caudate	AA	expression	chr12_32390740_32391369	chr12	32390740	32391369	Non-heritable	0.0989234106207146	1	1	0	0	0.929738399770489	0.996040291500008	0.0168146823944531	-0.0168146823944531
BA_only	caudate	AA	expression	chr12_719070_719647	chr12	719070	719647	Heritable	0.100004923937921	1	1	0	0	0.135569913081097	0.581827461195433	0.474602147497969	-0.474602147497969
BA_only	caudate	AA	expression	chr12_9739581_9740197	chr12	9739581	9740197	Non-heritable	0.0685534997005742	1	1	0	0	0.688008201466059	0.932861563006965	0.0140136802677644	0.0140136802677644
BA_only	caudate	AA	expression	chr13_109739079_109740763	chr13	109739079	109740763	Heritable	0.646256778273159	2	2	0	0	0.0224327051773898	0.329030655183112	0.561404569377888	-0.561404569377888
BA_only	caudate	AA	expression	chr13_113647619_113648365	chr13	113647619	113648365	Heritable	0.114788437021953	1	1	0	0	0.0983960524803406	0.55382920967506	0.265436620852212	-0.265436620852212
BA_only	caudate	AA	expression	chr14_100165461_100167113	chr14	100165461	100167113	Non-heritable	0.0960760875809396	1	1	0	0	0.559255706454214	0.903060444028525	0.393655851821261	-0.393655851821261
BA_only	caudate	AA	expression	chr14_35342373_35342649	chr14	35342373	35342649	Non-heritable	0.0495107768259731	6	6	0	0	0.095589631885843	0.55382920967506	0.492345727501139	-0.492345727501139
BA_only	caudate	AA	expression	chr14_75514953_75516115	chr14	75514953	75516115	Heritable	0.354651023035299	1	1	0	0	0.978763444793361	0.996040291500008	0.0121478426202681	-0.0121478426202681
BA_only	caudate	AA	expression	chr14_77641634_77642027	chr14	77641634	77642027	Non-heritable	0.0421575431551062	6	6	0	0	0.00829370751237608	0.233408625705441	0.433910488696899	-0.433910488696899
BA_only	caudate	AA	expression	chr14_77642180_77642490	chr14	77642180	77642490	Non-heritable	0.0539465067412588	6	6	0	0	0.259318669526722	0.67218128811532	0.410892624905109	-0.410892624905109
BA_only	caudate	AA	expression	chr15_101121324_101122127	chr15	101121324	101122127	Heritable	0.113296819341698	1	1	0	0	0.617550991645102	0.9091383770174	0.032672409608942	0.032672409608942
BA_only	caudate	AA	expression	chr15_28876047_28876548	chr15	28876047	28876548	Heritable	0.122429114927037	1	1	0	0	0.792162499064469	0.978164669983623	0.0656981992855132	-0.0656981992855132
