cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
all_individuals	caudate	EA	shared	psi	chr10_100932348_100932948	chr10	100932348	100932948	83	83	0	0	0.0104585315983277	0.692654827631749	1.72491146443667	1.72491146443667	600	213	Genic/other	0	Heritable	0.148692748175593	0.77001826322692	0.00600949894339462	6398	0	0	1.48692748175593	6.39692965521615	5.36597601502185	8.76389700713946	0.545175729999302
all_individuals	caudate	EA	shared	psi	chr10_101005650_101007117	chr10	101005650	101007117	84	84	0	0	0.000537934057525852	0.237611888054785	1.6347989867918	1.6347989867918	1467	214	Genic/other	2	Heritable	0.118074597867519	0.802968702908262	0.0078825178934579	3152	0	0	1.18074597867519	7.29097477814298	5.37063802812766	8.05610965954506	0.491519859049735
all_individuals	caudate	EA	shared	psi	chr10_101008423_101008841	chr10	101008423	101008841	84	84	0	0	0.0429006518487355	0.836160269083529	0.923620608899104	-0.923620608899104	418	203	Genic/other	1	Non-heritable	0.0627217432973751	0.603374672228451	0.010159229211628	2037	0	0	0.627217432973751	6.03548143252476	5.31811999384422	7.61972421378267	-0.0794538772608328
all_individuals	caudate	EA	shared	psi	chr10_101310581_101310723	chr10	101310581	101310723	126	126	0	0	0.00741223736922779	0.646646865327892	4.76039409263433	4.76039409263433	142	200	Promoter	1	Non-heritable	0.0868393773813882	0.776108178662513	0.00592894294770521	0	0	0	0.868393773813882	4.95582705760126	5.30330490805908	0	1.56033045948712
all_individuals	caudate	EA	shared	psi	chr10_101774199_101774853	chr10	101774199	101774853	79	79	0	0	0.00893720057781382	0.671752308115185	2.94676299169583	2.94676299169583	654	170	Genic/other	1	Non-heritable	0.0746677868478061	0.617892793246576	0.00664295651578631	25	0	0	0.746677868478061	6.4831073514572	5.14166355650266	3.25809653802148	1.08070728033024
all_individuals	caudate	EA	shared	psi	chr10_101843180_101843272	chr10	101843180	101843272	57	57	0	0	0.0288929470894677	0.799899975483013	2.69681770004872	2.69681770004872	92	170	Genic/other	1	Non-heritable	0.0792612156656039	0.5293442706674	0.00616553353413177	0	0	0	0.792612156656039	4.52178857704904	5.14166355650266	0	0.992072451976637
all_individuals	caudate	EA	shared	psi	chr10_1022727_1023051	chr10	1022727	1023051	102	102	0	0	0.0259597557843291	0.790711919851959	3.24293323235618	-3.24293323235618	324	318	Genic/other	0	Heritable	0.194594333674043	0.80903075460171	0.00614449632572525	0	0	0	1.94594333674043	5.78074351579233	5.76519110278484	0	1.17647824196257
all_individuals	caudate	EA	shared	psi	chr10_102433082_102433344	chr10	102433082	102433344	252	252	0	0	0.0176113985577634	0.75042483232727	2.1407999807697	2.1407999807697	262	98	Promoter	1	Heritable	0.235261708714421	0.80716625269324	0.00880534275855724	555	0	0	2.35261708714421	5.5683445037611	4.59511985013459	6.32076829425058	0.76117958664016
all_individuals	caudate	EA	shared	psi	chr10_103451170_103451467	chr10	103451170	103451467	57	57	0	0	0.0261074824373378	0.791292617181114	3.88244212219737	3.88244212219737	297	146	Genic/other	1	Non-heritable	0.0846349319945757	0.553346781550058	0.00766243308841218	0	0	0	0.846349319945757	5.6937321388027	4.99043258677874	0	1.3564643711511
all_individuals	caudate	EA	shared	psi	chr10_103473349_103473610	chr10	103473349	103473610	57	57	0	0	0.00615254924732464	0.618941291046065	1.73909044583926	1.73909044583926	261	144	Genic/other	1	Heritable	0.156203491947567	0.609997487183971	0.00665404149345736	6386	0	0	1.56203491947567	5.56452040732269	4.97673374242057	8.76201995356159	0.553362250028135
all_individuals	caudate	EA	shared	psi	chr10_103605602_103605854	chr10	103605602	103605854	31	31	0	0	0.0215818342004558	0.768750691036618	1.78330785090453	1.78330785090453	252	160	Genic/other	1	Non-heritable	0.0533100636686165	0.587602043156504	0.00728205472585509	11459	0	0	0.533100636686165	5.52942908751142	5.08140436498446	9.34661799026873	0.578469988532857
all_individuals	caudate	EA	shared	psi	chr10_103663367_103664184	chr10	103663367	103664184	51	51	0	0	0.0117325697794989	0.70336554637328	3.25249384809457	-3.25249384809457	817	169	Genic/other	1	Non-heritable	0.0483050564888644	0.624507053785066	0.0069937032237196	0	0	0	0.483050564888644	6.70563909486	5.13579843705026	0	1.17942204303827
all_individuals	caudate	EA	shared	psi	chr10_103668550_103669231	chr10	103668550	103669231	67	67	0	0	0.0207570954476165	0.766136297743035	1.21491028133986	-1.21491028133986	681	167	Genic/other	2	Non-heritable	0.0596824125669038	0.566110559893227	0.00600107100374903	0	0	0	0.596824125669038	6.52356230614951	5.12396397940326	0	0.194670239778445
all_individuals	caudate	EA	shared	psi	chr10_103691849_103692151	chr10	103691849	103692151	71	71	0	0	0.0287903832251461	0.799742143235418	3.05820748560478	3.05820748560478	302	154	Genic/other	1	Non-heritable	0.036435179769398	0.680498382184763	0.00608178735499632	0	0	0	0.36435179769398	5.71042701737487	5.04342511691925	0	1.11782895857471
all_individuals	caudate	EA	shared	psi	chr10_103715260_103715871	chr10	103715260	103715871	68	68	0	0	0.0200570227681202	0.762522300242619	2.13303686014679	-2.13303686014679	611	167	Genic/other	0	Non-heritable	0.0610174863943652	0.633660492048687	0.00578294435309089	15444	0	0	0.610174863943652	6.4150969591716	5.12396397940326	9.64504060535268	0.757546724922
all_individuals	caudate	EA	shared	psi	chr10_103727172_103727988	chr10	103727172	103727988	73	73	0	0	0.0189064952789534	0.757756179503077	1.65155610954836	1.65155610954836	816	167	Genic/other	0	Non-heritable	0.0707752341783527	0.681297957553627	0.00610136753434384	27356	0	0	0.707752341783527	6.70441435496411	5.12396397940326	10.2167277166018	0.501717946227081
all_individuals	caudate	EA	shared	psi	chr10_103852988_103853607	chr10	103852988	103853607	74	74	0	0	0.0301290360808256	0.803277072968038	2.4337541904662	-2.4337541904662	619	160	Genic/other	1	Non-heritable	0.0835280323040786	0.578727127008249	0.00689479692879568	3730	0	0	0.835280323040786	6.4281052726846	5.08140436498446	8.22443157322116	0.889435003626235
all_individuals	caudate	EA	shared	psi	chr10_103856443_103856872	chr10	103856443	103856872	74	74	0	0	0.0377674372984352	0.826023653004813	0.965150456260266	-0.965150456260266	429	160	Promoter	1	Non-heritable	0.0906291821984284	0.698940043410979	0.00760704683304361	465	0	0	0.906291821984284	6.06145691892802	5.08140436498446	6.14418563412565	-0.0354712662122021
all_individuals	caudate	EA	shared	psi	chr10_104275175_104276126	chr10	104275175	104276126	24	24	1	1	2.74242456331417e-06	0.00550087838977427	1.04180081087398	-1.04180081087398	951	166	Genic/other	1	Heritable	0.429753604372229	0.753022269681602	0.0152471721032207	0	1	1	4.29753604372229	6.85751406254539	5.11799381241676	0	0.0409507742668084
all_individuals	caudate	EA	shared	psi	chr10_104330393_104332006	chr10	104330393	104332006	22	22	1	1	4.13007616956113e-06	0.00764909442165313	1.08987483420097	1.08987483420097	1613	171	Genic/other	0	Heritable	0.284221022053374	0.682063188719015	0.00976870030519358	0	1	1	2.84221022053374	7.38585107812521	5.14749447681345	0	0.0860628678145485
all_individuals	caudate	EA	shared	psi	chr10_106134669_106136873	chr10	106134669	106136873	4	4	0	0	0.453260147539663	0.974856723481672	0.54124892172626	0.54124892172626	2204	195	Intergenic	0	Heritable	0.547752045142935	0.819178360560084	0.00680128113874746	47720	0	0	5.47752045142935	7.69802917027281	5.27811465923052	10.7731268315665	-0.613875973383302
all_individuals	caudate	EA	shared	psi	chr10_106735808_106737102	chr10	106735808	106737102	3	3	0	0	0.27978794933741	0.956065163971767	0.0973223991778656	0.0973223991778656	1294	220	Enhancer	0	Heritable	0.685237351526987	0.835209117909065	0.00801446541691739	156438	0	0	6.85237351526987	7.16549347506085	5.39816270151775	11.960421436622	-2.32972600615471
all_individuals	caudate	EA	shared	psi	chr10_108315854_108316505	chr10	108315854	108316505	6	6	0	0	0.0767256088249998	0.880296057189697	4.58915212961894	4.58915212961894	651	181	Intergenic	0	Heritable	0.20762468678294	0.708791980411143	0.0114429512770249	79346	0	0	2.0762468678294	6.47850964220857	5.2040066870768	11.2815859180565	1.52369528797252
all_individuals	caudate	EA	shared	psi	chr10_108353597_108355731	chr10	108353597	108355731	4	4	0	0	0.15457499054248	0.926796308932837	1.13960701920359	1.13960701920359	2134	184	Intergenic	0	Heritable	0.692990920297787	0.874179731062003	0.011758263365023	40120	0	0	6.92990920297787	7.6657534318617	5.22035582507832	10.5996551669896	0.130683491754912
all_individuals	caudate	EA	shared	psi	chr10_10911488_10911759	chr10	10911488	10911759	91	91	0	0	0.0134175653542146	0.720181480966638	2.36190173316529	-2.36190173316529	271	367	Enhancer	0	Heritable	0.186894875913765	0.874836433485452	0.00672707861116501	0	0	0	1.86894875913765	5.6021188208797	5.90808293816893	0	0.859467117911301
all_individuals	caudate	EA	shared	psi	chr10_109630150_109632878	chr10	109630150	109632878	7	7	0	0	0.0361234888636053	0.821495088381345	0.246126839808761	0.246126839808761	2728	156	Intergenic	0	Heritable	0.808282913979072	0.818985006192584	0.0077339600825965	240548	0	0	8.08282913979072	7.91132401896335	5.05624580534831	12.3906790899791	-1.40190822632225
all_individuals	caudate	EA	shared	psi	chr10_110499226_110499492	chr10	110499226	110499492	48	48	0	0	0.00690464684274823	0.63604559052842	3.78581674169214	-3.78581674169214	266	217	Genic/other	1	Non-heritable	0.0943644265479481	0.790448046976236	0.0059951738043706	2837	0	0	0.943644265479481	5.5834963087817	5.38449506278909	7.95085485771999	1.33126165005529
all_individuals	caudate	EA	shared	psi	chr10_113183664_113183866	chr10	113183664	113183866	67	67	0	0	0.00792637955358821	0.655445977745975	3.58046975492285	3.58046975492285	202	293	Intergenic	0	Non-heritable	0.0846945607664584	0.793624007943425	0.00641111852544364	18108	0	0	0.846945607664584	5.30826769740121	5.68357976733868	9.80416433124134	1.27549401105631
all_individuals	caudate	EA	shared	psi	chr10_11339124_11340216	chr10	11339124	11340216	49	49	0	0	0.0199502957449043	0.761984478918761	2.61160431087004	-2.61160431087004	1092	377	Intergenic	0	Heritable	0.369884695152155	0.852493935500592	0.00811430513666818	8667	0	0	3.69884695152155	6.99576615630485	5.93489419561959	9.06739336265625	0.959964714820488
all_individuals	caudate	EA	shared	psi	chr10_113680721_113680904	chr10	113680721	113680904	63	63	0	0	0.0382036266154249	0.82643097217653	3.21016738382016	-3.21016738382016	183	307	Enhancer	1	Heritable	0.126779138716103	0.858534658617473	0.00636513647838667	0	0	0	1.26779138716103	5.20948615284142	5.73009978297357	0	1.16632308338981
all_individuals	caudate	EA	shared	psi	chr10_114046229_114046765	chr10	114046229	114046765	17	17	0	0	0.0701106307343963	0.87303190681414	0.907808317326374	-0.907808317326374	536	274	Genic/other	1	Non-heritable	0.0910123228266442	0.793109638795192	0.00616441964754978	3088	0	0	0.910123228266442	6.2841341610708	5.61677109766657	8.03560269291858	-0.0967220159170524
all_individuals	caudate	EA	shared	psi	chr10_114101563_114101884	chr10	114101563	114101884	25	25	0	0	0.00342795205524974	0.521813234874189	1.2095370130425	1.2095370130425	321	251	Enhancer	1	Heritable	0.565856394257862	0.824114709803732	0.01968658982304	0	0	0	5.65856394257862	5.77144112313002	5.52942908751142	0	0.190237660804092
all_individuals	caudate	EA	shared	psi	chr10_114240017_114240188	chr10	114240017	114240188	33	33	0	0	0.0241076945948443	0.783748338671324	7.53342323589196	-7.53342323589196	171	237	Genic/other	1	Non-heritable	0.0791108839930372	0.794837314874328	0.00697707728487132	12106	0	0	0.791108839930372	5.14166355650266	5.47227067367148	9.40153907670774	2.0193495528343
all_individuals	caudate	EA	shared	psi	chr10_114875055_114875168	chr10	114875055	114875168	71	71	0	0	0.00143303851689972	0.38028484498495	2.75587493230326	-2.75587493230326	113	164	Genic/other	0	Heritable	0.130392237703926	0.685475768486336	0.00563638154073296	0	0	0	1.30392237703926	4.72738781871234	5.10594547390058	0	1.0137349755991
all_individuals	caudate	EA	shared	psi	chr10_116697825_116698713	chr10	116697825	116698713	60	60	0	0	0.00416687276111924	0.555558855399746	1.23115946725462	-1.23115946725462	888	264	Genic/other	0	Heritable	0.38869069744047	0.856248863237873	0.0070165649176958	2415	0	0	3.8869069744047	6.78897174299217	5.57972982598622	7.78986855905471	0.207956389789883
all_individuals	caudate	EA	shared	psi	chr10_116848555_116848761	chr10	116848555	116848761	62	62	0	0	0.0481031665121383	0.844847334226596	0.824514385022399	-0.824514385022399	206	301	Promoter	1	Heritable	0.135960994187706	0.779880235049807	0.00733602782835092	0	0	0	1.35960994187706	5.32787616878958	5.71042701737487	0	-0.192960678041624
all_individuals	caudate	EA	shared	psi	chr10_117132022_117132120	chr10	117132022	117132120	16	16	0	0	0.0426955822379503	0.835623222221811	1.04019299819779	-1.04019299819779	98	303	Genic/other	1	Heritable	0.216119969345811	0.801810920423878	0.00647068493527931	21542	0	0	2.16119969345811	4.58496747867057	5.71702770140622	9.97780621677843	0.0394062807401188
all_individuals	caudate	EA	shared	psi	chr10_117136453_117136641	chr10	117136453	117136641	16	16	0	0	0.100797852653519	0.899963306385676	0.755169483570725	0.755169483570725	188	305	Genic/other	1	Non-heritable	0.0634323632489655	0.787001812925431	0.0128730195008895	17021	0	0	0.634323632489655	5.23644196282995	5.72358510195238	9.74226190403691	-0.280813060132636
all_individuals	caudate	EA	shared	psi	chr10_117159386_117160386	chr10	117159386	117160386	13	13	0	0	0.0630913864161696	0.865349081256683	1.99070637946789	-1.99070637946789	1000	310	Genic/other	1	Non-heritable	0.0679239482955091	0.829335474010029	0.00635555945292545	0	0	0	0.679239482955091	6.90775527898214	5.73979291217923	0	0.688489545331458
all_individuals	caudate	EA	shared	psi	chr10_117163637_117164190	chr10	117163637	117164190	11	11	0	0	0.0250062318097657	0.788031741619701	0.895938041126233	-0.895938041126233	553	302	Genic/other	2	Heritable	0.13299794678146	0.874964675071736	0.00792624604490896	0	0	0	1.3299794678146	6.31535800152234	5.71373280550937	0	-0.109884007765486
all_individuals	caudate	EA	shared	psi	chr10_117164936_117165267	chr10	117164936	117165267	11	11	0	0	0.0687410795344214	0.87235363916574	1.47291049138501	-1.47291049138501	331	309	Genic/other	1	Non-heritable	0.0797036148340699	0.840083062338227	0.00649246287816416	0	0	0	0.797036148340699	5.80211837537706	5.73657229747919	0	0.387240376221809
all_individuals	caudate	EA	shared	psi	chr10_117166527_117167953	chr10	117166527	117167953	11	11	0	0	0.118047993650048	0.911757883291699	0.571784911081842	-0.571784911081842	1426	299	Promoter	2	Non-heritable	0.086963911949022	0.793407527161167	0.00765610825867294	0	0	0	0.86963911949022	7.26262860097424	5.7037824746562	0	-0.558992370407294
all_individuals	caudate	EA	shared	psi	chr10_117168907_117169292	chr10	117168907	117169292	11	11	0	0	0.0945419229518788	0.894754544520702	0.958333236612651	0.958333236612651	385	307	Promoter	1	Non-heritable	0.0728048016886325	0.763685299185294	0.00873522894172159	46	0	0	0.728048016886325	5.95324333428779	5.73009978297357	3.85014760171006	-0.0425597049099467
all_individuals	caudate	EA	shared	psi	chr10_11742894_11742987	chr10	11742894	11742987	36	36	0	0	0.0242903030762152	0.785063945408687	2.88572253228107	-2.88572253228107	93	408	Genic/other	2	Non-heritable	0.0882700207541929	0.894575745955573	0.00711483052720208	0	0	0	0.882700207541929	4.53259949315326	6.0137151560428	0	1.05977531653426
all_individuals	caudate	EA	shared	psi	chr10_117532701_117534225	chr10	117532701	117534225	45	45	0	0	0.00282040549124113	0.490716892559704	4.7208515989562	-4.7208515989562	1524	332	Enhancer	1	Non-heritable	0.073314565999353	0.84275968311294	0.00388962819133546	0	0	0	0.73314565999353	7.32909373624659	5.80814248998044	0	1.55198920894903
all_individuals	caudate	EA	shared	psi	chr10_117553729_117554042	chr10	117553729	117554042	44	44	0	0	0.0684958094843525	0.872079305894895	1.46896174982077	1.46896174982077	313	327	Intergenic	1	Heritable	0.118129833671155	0.830787884024122	0.00530012490145548	5663	0	0	1.18129833671155	5.74620319054015	5.79301360838414	8.64188563537356	0.38455586541709
all_individuals	caudate	EA	shared	psi	chr10_1180996_1181089	chr10	1180996	1181089	92	92	0	0	0.00212973504916015	0.44605952043076	4.40443441482992	4.40443441482992	93	364	Genic/other	1	Non-heritable	0.0826337863238829	0.887279216690311	0.00612933839164233	0	0	0	0.826337863238829	4.53259949315326	5.89989735358249	0	1.48261185723573
all_individuals	caudate	EA	shared	psi	chr10_11870160_11870509	chr10	11870160	11870509	38	38	0	0	0.0278123704274751	0.797029043199389	2.39131678078013	2.39131678078013	349	461	Genic/other	2	Heritable	0.113757356183874	0.921195464291222	0.00781293336982449	0	0	0	1.13757356183874	5.85507192220243	6.13556489108174	0	0.871844172706929
all_individuals	caudate	EA	shared	psi	chr10_1187063_1187973	chr10	1187063	1187973	84	84	0	0	0.019641625263555	0.760750629050735	2.06460381300968	-2.06460381300968	910	369	Promoter	2	Non-heritable	0.0775364110516566	0.806470859888861	0.00873296678701044	0	0	0	0.775364110516566	6.8134445995109	5.91350300563827	0	0.724938354742727
all_individuals	caudate	EA	shared	psi	chr10_118818717_118819066	chr10	118818717	118819066	6	6	0	0	0.0734240789452499	0.877067273828454	0.709588901515777	0.709588901515777	349	295	Genic/other	0	Non-heritable	0.0467721805408672	0.760181122583747	0.00724638657852806	28540	0	0	0.467721805408672	5.85507192220243	5.69035945432406	10.2590969289594	-0.343069474495871
all_individuals	caudate	EA	shared	psi	chr10_118895911_118896578	chr10	118895911	118896578	14	14	0	0	0.069710359473242	0.872764869525371	0.187084797782526	0.187084797782526	667	269	Genic/other	0	Heritable	0.602320418784865	0.840685153328574	0.00720400054680491	8087	0	0	6.02320418784865	6.50279004591562	5.59842195899838	8.99813676070031	-1.67619324738194
all_individuals	caudate	EA	shared	psi	chr10_119121090_119121787	chr10	119121090	119121787	16	16	0	0	0.000430215793316104	0.2089785894298	0.413774712118319	-0.413774712118319	697	264	Genic/other	0	Heritable	0.721315501018362	0.844307863434634	0.00778866338683368	3570	0	0	7.21315501018362	6.54678541076052	5.57972982598622	8.18060094759445	-0.882433602732536
all_individuals	caudate	EA	shared	psi	chr10_119505686_119506239	chr10	119505686	119506239	53	53	0	0	0.00655933681100866	0.629513652666656	1.2873002100092	-1.2873002100092	553	282	Genic/other	0	Non-heritable	0.0630929241606502	0.762994877472849	0.00789279945815407	0	0	0	0.630929241606502	6.31535800152234	5.64544689764324	0	0.252547172590918
all_individuals	caudate	EA	shared	psi	chr10_119818346_119818890	chr10	119818346	119818890	73	73	0	0	0.00328473703656063	0.514378618710055	1.09973137232314	1.09973137232314	544	325	Promoter	2	Non-heritable	0.0721739903347162	0.860736554467662	0.00724524583846596	0	0	0	0.721739903347162	6.29894924685594	5.78689738136671	0	0.0950659520951112
all_individuals	caudate	EA	shared	psi	chr10_120011316_120012247	chr10	120011316	120012247	25	25	0	0	0.0160549165138575	0.742443817765214	1.74492922844448	-1.74492922844448	931	306	Intergenic	2	Heritable	0.129068069854552	0.812175747706239	0.00686598033532693	78307	0	0	1.29068069854552	6.83625927727707	5.7268477475872	11.2684050478964	0.556714003797493
all_individuals	caudate	EA	shared	psi	chr10_120127858_120128727	chr10	120127858	120128727	3	3	0	0	0.254302992284639	0.952287458581101	0.0711838666839579	0.0711838666839579	869	325	Intergenic	0	Heritable	0.108457763325074	0.861258391509987	0.00698409137700422	194849	0	0	1.08457763325074	6.76734312526539	5.78689738136671	12.1799853107669	-2.64248893727613
all_individuals	caudate	EA	shared	psi	chr10_120458413_120459141	chr10	120458413	120459141	10	10	0	0	0.399905292795116	0.970505047345295	2.19792441390813	2.19792441390813	728	333	Genic/other	1	Heritable	0.171468291675106	0.845609235047601	0.00682942964995992	0	0	0	1.71468291675106	6.59030104819669	5.8111409929767	0	0.787513471363047
all_individuals	caudate	EA	shared	psi	chr10_120843224_120843767	chr10	120843224	120843767	47	47	0	0	0.00211340884316157	0.444594414395934	5.23746017052857	-5.23746017052857	543	349	Genic/other	0	Heritable	0.461626936009303	0.846881452784411	0.00648498464855006	0	0	0	4.61626936009303	6.29710931993394	5.85793315448346	0	1.65583668245631
all_individuals	caudate	EA	shared	psi	chr10_120980175_120980402	chr10	120980175	120980402	50	50	0	0	0.0263598460624832	0.792373491781318	3.40633578071999	-3.40633578071999	227	360	Genic/other	1	Non-heritable	0.0983589347560561	0.891981328050035	0.00627420272064133	5172	0	0	0.983589347560561	5.4249500174814	5.88887795833288	8.55120807000352	1.22563716537867
all_individuals	caudate	EA	shared	psi	chr10_121023972_121025130	chr10	121023972	121025130	50	50	0	0	0.0114838506733958	0.701559563022777	10.2054770265509	10.2054770265509	1158	360	Intergenic	0	Non-heritable	0.0766697292507618	0.843399526197755	0.00517581188642921	27374	0	0	0.766697292507618	7.05444965813294	5.88887795833288	10.2173854671188	2.32292454054418
all_individuals	caudate	EA	shared	psi	chr10_121131637_121132159	chr10	121131637	121132159	15	15	0	0	0.0546610667324079	0.855395356836103	3.43063889202368	3.43063889202368	522	393	Intergenic	0	Non-heritable	0.0495467570622312	0.804666277948979	0.00592163239795418	0	0	0	0.495467570622312	6.25766758788264	5.97635090929793	0	1.23274651264354
all_individuals	caudate	EA	shared	psi	chr10_121593534_121593891	chr10	121593534	121593891	164	164	0	0	0.00145830666481218	0.382649308862137	2.18321885344026	2.18321885344026	357	400	Promoter	1	Non-heritable	0.0754056696319239	0.892732750100584	0.0061917357725818	0	0	0	0.754056696319239	5.87773578177964	5.99396142730657	0	0.780800330645945
all_individuals	caudate	EA	shared	psi	chr10_12172567_12172804	chr10	12172567	12172804	35	35	0	0	0.027594511236946	0.796821545065569	1.95129318627549	1.95129318627549	237	487	Genic/other	0	Non-heritable	0.0835618726849291	0.895453328418857	0.00630251295670907	1666	0	0	0.835618726849291	5.46806014113513	6.19031540585315	7.41878088275079	0.668492330347755
all_individuals	caudate	EA	shared	psi	chr10_122463330_122463541	chr10	122463330	122463541	20	20	0	0	0.0425645988775619	0.835223301940407	0.303931513295787	-0.303931513295787	211	325	Enhancer	1	Non-heritable	0.084315477053865	0.873486626200755	0.00646284178145352	0	0	0	0.84315477053865	5.35185813347607	5.78689738136671	0	-1.19095285526552
all_individuals	caudate	EA	shared	psi	chr10_122818512_122819028	chr10	122818512	122819028	65	65	0	0	0.0127449390441438	0.713084058596413	1.37570779424235	1.37570779424235	516	354	Promoter	2	Non-heritable	0.0814039316941797	0.853910851156425	0.0117030185019723	0	0	0	0.814039316941797	6.24610676548156	5.87211778947542	0	0.318968365393306
all_individuals	caudate	EA	shared	psi	chr10_122982754_122983461	chr10	122982754	122983461	66	66	0	0	0.00505242065970826	0.588417225885273	0.862153054638334	0.862153054638334	707	380	Promoter	2	Heritable	0.598110453673814	0.903945313830544	0.00963494484251292	0	0	0	5.98110453673814	6.56103066589657	5.9427993751267	0	-0.148322454895983
all_individuals	caudate	EA	shared	psi	chr10_12322951_12323744	chr10	12322951	12323744	34	34	0	0	0.0296235344257518	0.802034381785022	2.10883682985627	-2.10883682985627	793	482	Intergenic	0	Heritable	0.190127744961967	0.915404505515629	0.00686761253918273	26165	0	0	1.90127744961967	6.67582322163485	6.18001665365257	10.1722161370708	0.746136534756289
all_individuals	caudate	EA	shared	psi	chr10_123513360_123513589	chr10	123513360	123513589	90	90	0	0	0.00952177400736686	0.681090257652372	8.12036891970356	-8.12036891970356	229	364	Genic/other	0	Heritable	0.403116588044479	0.866400952746692	0.00587714218241144	0	0	0	4.03116588044479	5.43372200355424	5.89989735358249	0	2.09437558783402
all_individuals	caudate	EA	shared	psi	chr10_1235178_1235322	chr10	1235178	1235322	79	79	0	0	0.0162570314669346	0.743549119969124	2.51512237418975	-2.51512237418975	144	371	Genic/other	0	Heritable	0.127682017628816	0.87646372305589	0.0164355702202393	0	0	0	1.27682017628816	4.969813299576	5.91889385427315	0	0.922321464073426
all_individuals	caudate	EA	shared	psi	chr10_123666806_123666929	chr10	123666806	123666929	83	83	0	0	0.00203855517812152	0.437430419022767	4.62140071677717	-4.62140071677717	123	379	Genic/other	1	Non-heritable	0.0970975648072991	0.878580368421804	0.00666320492552314	100222	0	0	0.970975648072991	4.81218435537242	5.94017125272043	11.5151529822106	1.53069784675568
all_individuals	caudate	EA	shared	psi	chr10_123970467_123970967	chr10	123970467	123970967	23	23	0	0	0.0735197135189419	0.877188880810373	0.646715398230292	-0.646715398230292	500	355	Enhancer	2	Heritable	0.353107608407887	0.854031875360922	0.00724050208508505	0	0	0	3.53107608407887	6.21460809842219	5.87493073085203	0	-0.435848944881318
all_individuals	caudate	EA	shared	psi	chr10_123988377_123989320	chr10	123988377	123989320	23	23	0	0	0.0810861405644135	0.883462485755271	0.973802439780577	-0.973802439780577	943	358	Genic/other	1	Heritable	0.580028019819191	0.865920929019882	0.00828037660981544	0	0	0	5.80028019819191	6.84906628263346	5.88332238848828	0	-0.0265468195450013
all_individuals	caudate	EA	shared	psi	chr10_123991414_123992311	chr10	123991414	123992311	23	23	0	0	0.0453671186487469	0.840342580313306	0.441921053193151	0.441921053193151	897	361	Promoter	2	Non-heritable	0.0866967872709115	0.893462386523643	0.0214198765945488	0	0	0	0.866967872709115	6.7990558620588	5.89164421182577	0	-0.816624002914287
all_individuals	caudate	EA	shared	psi	chr10_12405620_12406088	chr10	12405620	12406088	28	28	0	0	0.00761064572282783	0.649877260733242	1.85375885341458	1.85375885341458	468	487	Genic/other	0	Non-heritable	0.0945040990368375	0.927583531898801	0.00663734748741189	0	0	0	0.945040990368375	6.14846829591765	6.19031540585315	0	0.617215395801571
all_individuals	caudate	EA	shared	psi	chr10_124153906_124155229	chr10	124153906	124155229	20	20	0	0	0.0767180513857061	0.880284448875857	2.23471419174712	2.23471419174712	1323	368	Intergenic	0	Non-heritable	0.0847763788919979	0.875429782171897	0.00716317997178977	60436	0	0	0.847763788919979	7.18765716411496	5.91079664404053	11.0093567791521	0.804113345950314
all_individuals	caudate	EA	shared	psi	chr10_124521572_124522122	chr10	124521572	124522122	26	26	0	0	0.0709416177013113	0.873776526686299	0.980567465005006	0.980567465005006	550	356	Genic/other	0	Non-heritable	0.0446784675795502	0.810208097526021	0.00988259362457367	0	0	0	0.446784675795502	6.30991827822652	5.87773578177964	0	-0.0196238187782694
