disease	tissue	ancestry	annotation	Coefficient_z-score	p_value	FDR_q
scz	dlpfc	AA	ANNOT_Q2L2_1	-0.0261455301823173	0.9791412616270709	0.9909141591665618
scz	dlpfc	AA	ANNOT_Q3L2_1	-0.4437332328324107	0.6572354654299422	0.9170727424603844
scz	dlpfc	AA	ANNOT_Q4L2_1	-0.9839186642643564	0.32515550596954457	0.9061199062477041
scz	dlpfc	AA	ANNOT_Q5L2_1	-2.161621130913473	0.030647391328473272	0.4330534948958906
ad	caudate	AA	ANNOT_Q1L2_1	0.3983726443208102	0.6903555194572439	0.9294793727054388
ad	caudate	AA	ANNOT_Q2L2_1	0.0113876588841011	0.9909141591665618	0.9909141591665618
ad	caudate	AA	ANNOT_Q3L2_1	-1.0186295631697249	0.3083788637388838	0.9061199062477041
ad	caudate	AA	ANNOT_Q4L2_1	-0.320961885675309	0.7482392748072504	0.9364541591726652
ad	caudate	AA	ANNOT_Q5L2_1	-0.5259705158615463	0.5989086927509122	0.9170727424603844
ad	hippocampus	AA	ANNOT_Q1L2_1	0.7142045246572652	0.4751007194400687	0.9061199062477041
ad	hippocampus	AA	ANNOT_Q2L2_1	-0.7936333514944984	0.42740891063892184	0.9061199062477041
ad	hippocampus	AA	ANNOT_Q3L2_1	0.2427497862317887	0.8081992368866258	0.9697693158734251
ad	hippocampus	AA	ANNOT_Q4L2_1	-1.2308243336967333	0.21838857239915122	0.9061199062477041
ad	hippocampus	AA	ANNOT_Q5L2_1	-0.5781754277987632	0.5631456866944804	0.9170727424603844
ad	dlpfc	AA	ANNOT_Q1L2_1	0.6770630548446243	0.49836594843623727	0.9061199062477041
ad	dlpfc	AA	ANNOT_Q2L2_1	0.6785398166527177	0.4974294871266043	0.9061199062477041
ad	dlpfc	AA	ANNOT_Q3L2_1	-0.8016482262372466	0.42275647247855597	0.9061199062477041
ad	dlpfc	AA	ANNOT_Q4L2_1	-2.269033117432158	0.023266312015029156	0.4330534948958906
ad	dlpfc	AA	ANNOT_Q5L2_1	0.1190631980949679	0.9052252869576451	0.9909141591665618
smoking	caudate	AA	ANNOT_Q1L2_1	-0.7428631958765898	0.4575645100004728	0.9061199062477041
smoking	caudate	AA	ANNOT_Q2L2_1	0.0457584043324766	0.963502812594216	0.9909141591665618
smoking	caudate	AA	ANNOT_Q3L2_1	-0.8482449147448247	0.3963015882966143	0.9061199062477041
smoking	caudate	AA	ANNOT_Q4L2_1	0.4723143249181915	0.6367024470380251	0.9170727424603844
smoking	caudate	AA	ANNOT_Q5L2_1	0.8858154760275896	0.37571696892787565	0.9061199062477041
smoking	hippocampus	AA	ANNOT_Q1L2_1	0.47734520149949	0.6331163285441641	0.9170727424603844
smoking	hippocampus	AA	ANNOT_Q2L2_1	-0.7177643693321476	0.47290258627432324	0.9061199062477041
smoking	hippocampus	AA	ANNOT_Q3L2_1	-2.225280583919251	0.0260624080432168	0.4330534948958906
smoking	hippocampus	AA	ANNOT_Q4L2_1	-0.3186303883997081	0.7500068069925714	0.9364541591726652
smoking	hippocampus	AA	ANNOT_Q5L2_1	0.1806662360412237	0.8566295623548588	0.9697693158734251
smoking	dlpfc	AA	ANNOT_Q1L2_1	0.4642424492793419	0.6424740513203573	0.9170727424603844
smoking	dlpfc	AA	ANNOT_Q2L2_1	-0.6802035912068166	0.49637555876667294	0.9061199062477041
smoking	dlpfc	AA	ANNOT_Q3L2_1	-2.09593687273592	0.03608779124132422	0.4330534948958906
smoking	dlpfc	AA	ANNOT_Q4L2_1	-1.0683125075563245	0.2853795683938718	0.9061199062477041
smoking	dlpfc	AA	ANNOT_Q5L2_1	-0.3826965829386172	0.7019447483578021	0.9294793727054388
