coord_key	seqnames_hg38	pos_hg38	bs_row	found_in_bsseq	fraction_samples_cov_ge_min	mean_coverage	marker_coverage_pass
"chr10:101007600"	"chr10"	101007600	15592454	TRUE	0.960227272727273	13.6420454545455	TRUE
"chr10:101646548"	"chr10"	101646548	15601941	TRUE	1	27.5	TRUE
"chr10:101749569"	"chr10"	101749569	15603117	TRUE	1	18.9772727272727	TRUE
"chr10:102457734"	"chr10"	102457734	15614313	TRUE	1	26.1079545454546	TRUE
"chr10:102596067"	"chr10"	102596067	15616427	TRUE	1	27.7159090909091	TRUE
"chr10:102649170"	"chr10"	102649170	15617478	TRUE	1	25.4829545454546	TRUE
"chr10:102803272"	"chr10"	102803272	15619909	TRUE	1	32.0340909090909	TRUE
"chr10:102814672"	"chr10"	102814672	15620068	TRUE	0.9375	13.8352272727273	TRUE
"chr10:10295088"	"chr10"	10295088	14774339	TRUE	1	43.3693181818182	TRUE
"chr10:103699810"	"chr10"	103699810	15633211	TRUE	1	40.5511363636364	TRUE
"chr10:103846077"	"chr10"	103846077	15635092	TRUE	1	26.5113636363636	TRUE
"chr10:104243297"	"chr10"	104243297	15639037	TRUE	1	24.7556818181818	TRUE
"chr10:10588151"	"chr10"	10588151	14776567	TRUE	1	22.6590909090909	TRUE
"chr10:107166400"	"chr10"	107166400	15660169	TRUE	0.931818181818182	10.5227272727273	TRUE
"chr10:110739695"	"chr10"	110739695	15685958	TRUE	1	46.8295454545455	TRUE
"chr10:112678850"	"chr10"	112678850	15701236	TRUE	0.857954545454545	9.96022727272727	TRUE
"chr10:112732542"	"chr10"	112732542	15701696	TRUE	1	15.5625	TRUE
"chr10:113069572"	"chr10"	113069572	15705909	TRUE	1	35.1875	TRUE
"chr10:11321321"	"chr10"	11321321	14784618	TRUE	1	37.8522727272727	TRUE
"chr10:11337740"	"chr10"	11337740	14784828	TRUE	1	36.2045454545455	TRUE
"chr10:113709183"	"chr10"	113709183	15712536	TRUE	0.965909090909091	14.4886363636364	TRUE
"chr10:113780782"	"chr10"	113780782	15713212	TRUE	1	26	TRUE
"chr10:11462552"	"chr10"	11462552	14786619	TRUE	1	30.5113636363636	TRUE
"chr10:114971067"	"chr10"	114971067	15726010	TRUE	0.994318181818182	13.5340909090909	TRUE
"chr10:116068347"	"chr10"	116068347	15733171	TRUE	1	27.5056818181818	TRUE
"chr10:11640424"	"chr10"	11640424	14788429	TRUE	1	20.5056818181818	TRUE
"chr10:11713565"	"chr10"	11713565	14789578	TRUE	0.994318181818182	21.7329545454545	TRUE
"chr10:117140490"	"chr10"	117140490	15745228	TRUE	1	22.7272727272727	TRUE
"chr10:117673260"	"chr10"	117673260	15751909	TRUE	1	29.5397727272727	TRUE
"chr10:1176749"	"chr10"	1176749	14668800	TRUE	1	35.5227272727273	TRUE
"chr10:11875842"	"chr10"	11875842	14792598	TRUE	1	19.8522727272727	TRUE
"chr10:118908753"	"chr10"	118908753	15763257	TRUE	1	34.4261363636364	TRUE
"chr10:119693467"	"chr10"	119693467	15776081	TRUE	0.971590909090909	14.5511363636364	TRUE
"chr10:121104632"	"chr10"	121104632	15789150	TRUE	1	23.0454545454545	TRUE
"chr10:121596234"	"chr10"	121596234	15794484	TRUE	1	24.1306818181818	TRUE
"chr10:122515132"	"chr10"	122515132	15807417	TRUE	1	15.0340909090909	TRUE
"chr10:123057899"	"chr10"	123057899	15812481	TRUE	0.585227272727273	6.56818181818182	FALSE
"chr10:123165487"	"chr10"	123165487	15814671	TRUE	1	21.9090909090909	TRUE
"chr10:123459168"	"chr10"	123459168	15817516	TRUE	1	39.3693181818182	TRUE
"chr10:124672676"	"chr10"	124672676	15835509	TRUE	1	25.9772727272727	TRUE
"chr10:125087724"	"chr10"	125087724	15842695	TRUE	1	28.6022727272727	TRUE
"chr10:125138431"	"chr10"	125138431	15843561	TRUE	1	38.5227272727273	TRUE
"chr10:125138498"	"chr10"	125138498	15843565	TRUE	1	32.7102272727273	TRUE
"chr10:125551509"	"chr10"	125551509	15848586	TRUE	1	28.6931818181818	TRUE
"chr10:126350710"	"chr10"	126350710	15857409	TRUE	1	37.8409090909091	TRUE
"chr10:127152122"	"chr10"	127152122	15866527	TRUE	1	31.8409090909091	TRUE
"chr10:128026320"	"chr10"	128026320	15876982	TRUE	1	36.2215909090909	TRUE
"chr10:129626934"	"chr10"	129626934	15897644	TRUE	1	22.9204545454546	TRUE
"chr10:129626951"	"chr10"	129626951	15897645	TRUE	1	23.4034090909091	TRUE
"chr10:130378994"	"chr10"	130378994	15910764	TRUE	1	29.6647727272727	TRUE
"chr10:132283376"	"chr10"	132283376	15944282	TRUE	1	27.1761363636364	TRUE
"chr10:132285386"	"chr10"	132285386	15944334	TRUE	0.778409090909091	8.05113636363636	FALSE
"chr10:132685860"	"chr10"	132685860	15954987	TRUE	1	21.0056818181818	TRUE
"chr10:132700269"	"chr10"	132700269	15955357	TRUE	1	26.8295454545455	TRUE
"chr10:132708539"	"chr10"	132708539	15955602	TRUE	1	33.6875	TRUE
"chr10:132730367"	"chr10"	132730367	15956338	TRUE	1	35.8693181818182	TRUE
"chr10:13441782"	"chr10"	13441782	14817303	TRUE	0.971590909090909	15.9886363636364	TRUE
"chr10:13464475"	"chr10"	13464475	14817608	TRUE	1	22.3068181818182	TRUE
"chr10:17952953"	"chr10"	17952953	14868037	TRUE	1	22.3636363636364	TRUE
"chr10:21525022"	"chr10"	21525022	14898440	TRUE	1	25.0738636363636	TRUE
"chr10:24900937"	"chr10"	24900937	14931609	TRUE	0.863636363636364	8.92045454545455	TRUE
"chr10:25068439"	"chr10"	25068439	14933091	TRUE	1	23.9715909090909	TRUE
"chr10:28682402"	"chr10"	28682402	14967118	TRUE	0.988636363636364	18.8579545454545	TRUE
"chr10:28906044"	"chr10"	28906044	14969659	TRUE	0.982954545454545	14.9147727272727	TRUE
"chr10:28981224"	"chr10"	28981224	14970421	TRUE	0.602272727272727	5.71590909090909	FALSE
"chr10:29783334"	"chr10"	29783334	14979584	TRUE	0.920454545454545	12.6931818181818	TRUE
"chr10:29959958"	"chr10"	29959958	14981273	TRUE	1	39.0170454545455	TRUE
"chr10:3119999"	"chr10"	3119999	14695827	TRUE	1	30.6590909090909	TRUE
"chr10:31586914"	"chr10"	31586914	14998060	TRUE	1	28.8238636363636	TRUE
"chr10:33485592"	"chr10"	33485592	15015814	TRUE	0.988636363636364	17.9659090909091	TRUE
"chr10:35149484"	"chr10"	35149484	15032518	TRUE	1	30.5681818181818	TRUE
"chr10:35214948"	"chr10"	35214948	15033192	TRUE	1	41.3693181818182	TRUE
"chr10:35214972"	"chr10"	35214972	15033196	TRUE	1	46.2727272727273	TRUE
"chr10:3631861"	"chr10"	3631861	14703705	TRUE	1	21.125	TRUE
"chr10:43905084"	"chr10"	43905084	15087269	TRUE	1	21.7954545454545	TRUE
"chr10:44005043"	"chr10"	44005043	15088214	TRUE	1	27.1647727272727	TRUE
"chr10:44176653"	"chr10"	44176653	15089594	TRUE	0.954545454545455	15.5227272727273	TRUE
"chr10:45581102"	"chr10"	45581102	15102720	TRUE	1	23.75	TRUE
"chr10:46287852"	"chr10"	46287852	15110592	TRUE	1	31.2784090909091	TRUE
"chr10:46415580"	"chr10"	46415580	NA	FALSE	NA	NA	NA
"chr10:46441872"	"chr10"	46441872	NA	FALSE	NA	NA	NA
"chr10:46451050"	"chr10"	46451050	NA	FALSE	NA	NA	NA
