chromA	startA	endA	chromB	startB	endB	overlap	lenA	lenB	pctA	pctB	reciprocal
1	1733116	1734078	1	1733116	1734007	891	962	891	92.61954261954261	100.0	92.61954261954261
1	1864988	1865598	1	1864988	1865598	610	610	610	100.0	100.0	100.0
1	1866651	1867311	1	1866651	1867215	564	660	564	85.45454545454545	100.0	85.45454545454545
1	1948295	1949786	1	1948295	1949786	1491	1491	1491	100.0	100.0	100.0
1	1983833	1984190	1	1983890	1984190	300	357	300	84.03361344537815	100.0	84.03361344537815
1	1999677	1999795	1	1999645	1999795	118	118	150	100.0	78.66666666666666	78.66666666666666
1	2211095	2211773	1	2211095	2211773	678	678	678	100.0	100.0	100.0
1	2223421	2224104	1	2223454	2224104	650	683	650	95.16837481698389	100.0	95.16837481698389
1	3010137	3010525	1	3010137	3010525	388	388	388	100.0	100.0	100.0
1	5073540	5073805	1	5073540	5073767	227	265	227	85.66037735849056	100.0	85.66037735849056
1	5294996	5295361	1	5294996	5295463	365	365	467	100.0	78.15845824411134	78.15845824411134
1	6114209	6115108	1	6114247	6115108	861	899	861	95.77308120133482	100.0	95.77308120133482
1	6190288	6191723	1	6190410	6191723	1313	1435	1313	91.49825783972125	100.0	91.49825783972125
1	6529857	6530408	1	6529857	6530408	551	551	551	100.0	100.0	100.0
1	6615999	6616325	1	6615999	6616325	326	326	326	100.0	100.0	100.0
1	6709932	6710171	1	6709932	6710171	239	239	239	100.0	100.0	100.0
1	6738660	6739567	1	6738660	6739567	907	907	907	100.0	100.0	100.0
1	6839153	6840194	1	6839153	6840194	1041	1041	1041	100.0	100.0	100.0
1	7030903	7031731	1	7030903	7031731	828	828	828	100.0	100.0	100.0
1	7261998	7262817	1	7262152	7262817	665	819	665	81.19658119658119	100.0	81.19658119658119
1	7807998	7808147	1	7807998	7808147	149	149	149	100.0	100.0	100.0
1	7823005	7823818	1	7823005	7823818	813	813	813	100.0	100.0	100.0
1	8130206	8131446	1	8130206	8131446	1240	1240	1240	100.0	100.0	100.0
1	8340914	8341851	1	8340914	8341851	937	937	937	100.0	100.0	100.0
1	8608217	8610015	1	8608217	8610065	1798	1798	1848	100.0	97.2943722943723	97.2943722943723
1	8888276	8888959	1	8888276	8888959	683	683	683	100.0	100.0	100.0
1	9695418	9695790	1	9695418	9695830	372	372	412	100.0	90.29126213592234	90.29126213592234
1	9761977	9762578	1	9762017	9762501	484	601	484	80.5324459234609	100.0	80.5324459234609
1	9771154	9771826	1	9771154	9771826	672	672	672	100.0	100.0	100.0
1	9782961	9784278	1	9782993	9784278	1285	1317	1285	97.57023538344723	100.0	97.57023538344723
1	9829588	9830096	1	9829588	9830096	508	508	508	100.0	100.0	100.0
1	9831964	9832946	1	9832143	9832934	791	982	791	80.5498981670061	100.0	80.5498981670061
1	9908023	9908442	1	9908023	9908442	419	419	419	100.0	100.0	100.0
1	9932063	9932678	1	9932063	9932678	615	615	615	100.0	100.0	100.0
1	9936739	9937168	1	9936739	9937168	429	429	429	100.0	100.0	100.0
1	9953666	9956151	1	9953585	9956232	2485	2485	2647	100.0	93.8798639969777	93.8798639969777
1	9976506	9977638	1	9976506	9977638	1132	1132	1132	100.0	100.0	100.0
1	9994533	9995043	1	9994533	9995043	510	510	510	100.0	100.0	100.0
1	10003286	10004313	1	10003379	10004313	934	1027	934	90.94449853943524	100.0	90.94449853943524
1	10010606	10011044	1	10010565	10011044	438	438	479	100.0	91.44050104384134	91.44050104384134
1	10190813	10192190	1	10190649	10192152	1339	1377	1503	97.24037763253449	89.08848968729208	89.08848968729208
1	10222779	10223166	1	10222796	10223200	370	387	404	95.60723514211887	91.58415841584159	91.58415841584159
1	10360422	10360633	1	10360422	10360834	211	211	412	100.0	51.213592233009706	51.213592233009706
1	10390696	10392355	1	10390785	10392040	1255	1659	1255	75.64798071127184	100.0	75.64798071127184
1	10970355	10970863	1	10970355	10970863	508	508	508	100.0	100.0	100.0
1	11028613	11029279	1	11028613	11029279	666	666	666	100.0	100.0	100.0
1	11172283	11172840	1	11172283	11172761	478	557	478	85.81687612208259	100.0	85.81687612208259
1	11381527	11382006	1	11381601	11382006	405	479	405	84.55114822546973	100.0	84.55114822546973
1	11909194	11909458	1	11909194	11909436	242	264	242	91.66666666666666	100.0	91.66666666666666
1	13417527	13418198	1	13417527	13418198	671	671	671	100.0	100.0	100.0
1	13421540	13422115	1	13421585	13422115	530	575	530	92.17391304347827	100.0	92.17391304347827
1	13537976	13539276	1	13537976	13539276	1300	1300	1300	100.0	100.0	100.0
1	13671016	13672864	1	13671016	13672864	1848	1848	1848	100.0	100.0	100.0
1	15682511	15682710	1	15682413	15682710	199	199	297	100.0	67.003367003367	67.003367003367
1	16381788	16383236	1	16381788	16383236	1448	1448	1448	100.0	100.0	100.0
1	16861851	16861959	1	16861860	16861959	99	108	99	91.66666666666666	100.0	91.66666666666666
1	17330989	17332133	1	17330989	17332133	1144	1144	1144	100.0	100.0	100.0
1	17461299	17461506	1	17461299	17461506	207	207	207	100.0	100.0	100.0
1	17464474	17465281	1	17464474	17465281	807	807	807	100.0	100.0	100.0
1	19183443	19184117	1	19183443	19184117	674	674	674	100.0	100.0	100.0
1	19320616	19321012	1	19320570	19321012	396	396	442	100.0	89.59276018099548	89.59276018099548
1	20970631	20971144	1	20970631	20971144	513	513	513	100.0	100.0	100.0
1	21079681	21080797	1	21079681	21080743	1062	1116	1062	95.16129032258065	100.0	95.16129032258065
1	21191422	21191628	1	21190742	21191664	206	206	922	100.0	22.342733188720175	22.342733188720175
1	21345977	21346174	1	21345935	21346272	197	197	337	100.0	58.45697329376854	58.45697329376854
1	21394553	21396678	1	21394553	21396756	2125	2125	2203	100.0	96.4593735814798	96.4593735814798
1	21738118	21738309	1	21738118	21738424	191	191	306	100.0	62.41830065359477	62.41830065359477
1	21796181	21796546	1	21796181	21796546	365	365	365	100.0	100.0	100.0
1	21851003	21851224	1	21851003	21851192	189	221	189	85.52036199095022	100.0	85.52036199095022
1	23356561	23357063	1	23356665	23357063	398	502	398	79.2828685258964	100.0	79.2828685258964
1	23877817	23878658	1	23877817	23878630	813	841	813	96.6706302021403	100.0	96.6706302021403
1	23897706	23899100	1	23897706	23899100	1394	1394	1394	100.0	100.0	100.0
1	24029124	24029750	1	24029124	24029750	626	626	626	100.0	100.0	100.0
1	24076536	24076882	1	24076536	24076882	346	346	346	100.0	100.0	100.0
1	24601621	24602035	1	24601675	24602035	360	414	360	86.95652173913044	100.0	86.95652173913044
1	24626032	24627434	1	24625942	24627434	1402	1402	1492	100.0	93.96782841823055	93.96782841823055
1	24680241	24680470	1	24680241	24680617	229	229	376	100.0	60.90425531914894	60.90425531914894
1	24731555	24732112	1	24731555	24732112	557	557	557	100.0	100.0	100.0
1	24755515	24756759	1	24755591	24756813	1168	1244	1222	93.89067524115757	95.5810147299509	93.89067524115757
1	24785579	24785809	1	24785579	24786103	230	230	524	100.0	43.89312977099237	43.89312977099237
1	25266473	25266950	1	25266473	25267012	477	477	539	100.0	88.49721706864564	88.49721706864564
1	25600992	25601870	1	25601074	25601870	796	878	796	90.66059225512528	100.0	90.66059225512528
1	25667254	25667999	1	25667254	25667999	745	745	745	100.0	100.0	100.0
1	26133508	26134837	1	26133484	26134837	1329	1329	1353	100.0	98.22616407982262	98.22616407982262
1	26136178	26138021	1	26136178	26137979	1801	1843	1801	97.72110689093869	100.0	97.72110689093869
1	26479795	26480404	1	26479737	26480404	609	609	667	100.0	91.30434782608695	91.30434782608695
1	26481488	26482041	1	26481175	26482208	553	553	1033	100.0	53.533397870280744	53.533397870280744
1	26637449	26638569	1	26637398	26638688	1120	1120	1290	100.0	86.82170542635659	86.82170542635659
1	26869180	26869545	1	26869232	26869527	295	365	295	80.82191780821918	100.0	80.82191780821918
1	27052705	27053523	1	27052705	27053523	818	818	818	100.0	100.0	100.0
1	27067900	27068908	1	27067985	27068908	923	1008	923	91.56746031746032	100.0	91.56746031746032
1	27162381	27163236	1	27162388	27163236	848	855	848	99.18128654970761	100.0	99.18128654970761
1	27188369	27189321	1	27188293	27189382	952	952	1089	100.0	87.41965105601469	87.41965105601469
1	27702299	27702737	1	27702177	27702918	438	438	741	100.0	59.10931174089069	59.10931174089069
1	27708885	27710587	1	27709241	27710587	1346	1702	1346	79.0834312573443	100.0	79.0834312573443
1	27722860	27723020	1	27722860	27723020	160	160	160	100.0	100.0	100.0
1	27844616	27845306	1	27844606	27845306	690	690	700	100.0	98.57142857142858	98.57142857142858
1	28878035	28878863	1	28878035	28878761	726	828	726	87.68115942028986	100.0	87.68115942028986
1	28969670	28971246	1	28969670	28971328	1576	1576	1658	100.0	95.05428226779252	95.05428226779252
1	29074884	29075434	1	29074884	29075434	550	550	550	100.0	100.0	100.0
1	29175974	29176230	1	29175974	29176230	256	256	256	100.0	100.0	100.0
1	30972539	30972994	1	30972539	30973075	455	455	536	100.0	84.88805970149254	84.88805970149254
1	31131885	31132381	1	31131885	31132549	496	496	664	100.0	74.69879518072288	74.69879518072288
1	31144677	31145539	1	31144611	31145539	862	862	928	100.0	92.88793103448276	92.88793103448276
1	31851955	31852288	1	31851933	31852288	333	333	355	100.0	93.80281690140845	93.80281690140845
1	31953433	31954249	1	31953433	31954249	816	816	816	100.0	100.0	100.0
1	32120627	32121171	1	32120494	32121171	544	544	677	100.0	80.35450516986707	80.35450516986707
1	32586573	32587362	1	32586314	32587560	789	789	1246	100.0	63.32263242375602	63.32263242375602
1	38883224	38884928	1	38883168	38884928	1704	1704	1760	100.0	96.81818181818181	96.81818181818181
1	39232943	39233253	1	39232943	39233253	310	310	310	100.0	100.0	100.0
1	39246551	39247362	1	39246551	39247362	811	811	811	100.0	100.0	100.0
1	40566655	40567297	1	40566655	40567297	642	642	642	100.0	100.0	100.0
1	40615910	40616213	1	40615910	40616213	303	303	303	100.0	100.0	100.0
1	42725028	42726002	1	42725028	42726002	974	974	974	100.0	100.0	100.0
1	42986486	42987535	1	42986563	42987487	924	1049	924	88.0838894184938	100.0	88.0838894184938
1	43192483	43192875	1	43192359	43192875	392	392	516	100.0	75.96899224806202	75.96899224806202
1	43391803	43391877	1	43391803	43391897	74	74	94	100.0	78.72340425531915	78.72340425531915
1	43401068	43402125	1	43401078	43402125	1047	1057	1047	99.05392620624409	100.0	99.05392620624409
1	44951810	44952031	1	44951810	44952123	221	221	313	100.0	70.6070287539936	70.6070287539936
1	46358007	46358464	1	46358007	46358504	457	457	497	100.0	91.95171026156942	91.95171026156942
1	47661756	47662177	1	47661756	47662177	421	421	421	100.0	100.0	100.0
1	52721000	52721482	1	52721000	52721512	482	482	512	100.0	94.140625	94.140625
1	56702240	56702374	1	56702146	56702374	134	134	228	100.0	58.77192982456141	58.77192982456141
1	62214674	62215297	1	62214652	62215297	623	623	645	100.0	96.58914728682171	96.58914728682171
1	62217039	62217813	1	62217039	62218002	774	774	963	100.0	80.37383177570094	80.37383177570094
1	62224558	62225205	1	62224558	62225205	647	647	647	100.0	100.0	100.0
1	67658561	67660011	1	67658561	67659901	1340	1450	1340	92.41379310344827	100.0	92.41379310344827
1	84652743	84653492	1	84652743	84653492	749	749	749	100.0	100.0	100.0
1	115977424	115980485	1	115977424	115981081	3061	3061	3657	100.0	83.70248837845229	83.70248837845229
1	147927646	147927776	1	147927646	147927776	130	130	130	100.0	100.0	100.0
1	152188737	152189293	1	152188737	152189231	494	556	494	88.84892086330936	100.0	88.84892086330936
1	153701251	153701511	1	153701251	153701464	213	260	213	81.92307692307692	100.0	81.92307692307692
1	156455790	156456225	1	156455790	156456225	435	435	435	100.0	100.0	100.0
1	182031960	182032769	1	182031960	182032769	809	809	809	100.0	100.0	100.0
1	206151820	206152085	1	206151851	206152085	234	265	234	88.30188679245283	100.0	88.30188679245283
1	212033975	212034039	1	212033975	212034039	64	64	64	100.0	100.0	100.0
1	212415506	212416026	1	212415506	212416026	520	520	520	100.0	100.0	100.0
1	216531129	216532177	1	216531350	216532384	827	1048	1034	78.91221374045801	79.98065764023211	78.91221374045801
1	234356684	234357513	1	234356684	234357513	829	829	829	100.0	100.0	100.0
1	235700986	235701614	1	235700986	235701614	628	628	628	100.0	100.0	100.0
1	236096583	236098255	1	236096583	236098255	1672	1672	1672	100.0	100.0	100.0
10	1200396	1201077	10	1200396	1201144	681	681	748	100.0	91.0427807486631	91.0427807486631
10	1264041	1264684	10	1263856	1264684	643	643	828	100.0	77.65700483091787	77.65700483091787
10	1316184	1316593	10	1316184	1316659	409	409	475	100.0	86.10526315789474	86.10526315789474
10	3169278	3169900	10	3169278	3169952	622	622	674	100.0	92.28486646884274	92.28486646884274
10	3270561	3271148	10	3270561	3271148	587	587	587	100.0	100.0	100.0
10	3399040	3399328	10	3399040	3399328	288	288	288	100.0	100.0	100.0
10	6581249	6582138	10	6580941	6582173	889	889	1232	100.0	72.1590909090909	72.1590909090909
10	6987812	6988359	10	6987812	6988359	547	547	547	100.0	100.0	100.0
10	11007535	11007706	10	11007535	11009301	171	171	1766	100.0	9.682899207248017	9.682899207248017
10	12405620	12405965	10	12405523	12406088	345	345	565	100.0	61.06194690265486	61.06194690265486
10	14625599	14626275	10	14625357	14626366	676	676	1009	100.0	66.99702675916748	66.99702675916748
10	15254347	15254973	10	15254347	15254973	626	626	626	100.0	100.0	100.0
10	22253731	22254648	10	22253669	22254648	917	917	979	100.0	93.66700715015321	93.66700715015321
10	23096650	23096895	10	23096650	23097331	245	245	681	100.0	35.97650513950074	35.97650513950074
10	23111124	23111549	10	23111124	23111549	425	425	425	100.0	100.0	100.0
10	28679064	28679464	10	28678662	28679464	400	400	802	100.0	49.87531172069826	49.87531172069826
10	28768204	28768579	10	28768204	28769185	375	375	981	100.0	38.226299694189606	38.226299694189606
10	29865946	29866238	10	29865946	29866238	292	292	292	100.0	100.0	100.0
10	30165592	30166077	10	30165592	30166077	485	485	485	100.0	100.0	100.0
10	31030575	31030891	10	31030488	31031126	316	316	638	100.0	49.52978056426332	49.52978056426332
10	33259007	33259530	10	33259027	33259530	503	523	503	96.17590822179733	100.0	96.17590822179733
10	33333527	33333891	10	33333527	33333891	364	364	364	100.0	100.0	100.0
10	43350553	43351398	10	43350553	43351440	845	845	887	100.0	95.26493799323562	95.26493799323562
10	52232077	52233363	10	52232077	52233354	1277	1286	1277	99.30015552099533	100.0	99.30015552099533
10	62992270	62992566	10	62992270	62992566	296	296	296	100.0	100.0	100.0
10	69243050	69243396	10	69243050	69243396	346	346	346	100.0	100.0	100.0
10	71214872	71215017	10	71214872	71215017	145	145	145	100.0	100.0	100.0
