cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
all_individuals	hippocampus	EA	EA_only	psi	chr10_100348146_100351440	chr10	100348146	100351440	Heritable	0.154055106833556	135	135	0	0	0.000521170583660066	0.544081327693752	4.78448552801731	-4.78448552801731
all_individuals	hippocampus	EA	EA_only	psi	chr10_100621870_100622124	chr10	100621870	100622124	Heritable	0.157474179114752	109	109	0	0	0.0111718471915513	0.888811591694646	5.5858411263894	5.5858411263894
all_individuals	hippocampus	EA	EA_only	psi	chr10_100931759_100932948	chr10	100931759	100932948	Heritable	0.117184939850175	79	79	0	0	0.0113801062576859	0.88948023497594	1.08351383789109	-1.08351383789109
all_individuals	hippocampus	EA	EA_only	psi	chr10_101006502_101007099	chr10	101006502	101007099	Heritable	0.20826673896687	122	122	0	0	0.000719917112394089	0.585258846576985	7.03989645972178	-7.03989645972178
all_individuals	hippocampus	EA	EA_only	psi	chr10_101008138_101008841	chr10	101008138	101008841	Heritable	0.241088995948278	122	122	0	0	0.000523576621908008	0.544911442730899	4.15707668150159	-4.15707668150159
all_individuals	hippocampus	EA	EA_only	psi	chr10_101149994_101151895	chr10	101149994	101151895	Heritable	0.127767856580976	155	155	0	0	0.000841125527471024	0.604606405588889	7.98417313612052	7.98417313612052
all_individuals	hippocampus	EA	EA_only	psi	chr10_101484347_101485044	chr10	101484347	101485044	Heritable	0.139049592395911	108	108	0	0	0.0153236228522626	0.911603934764812	1.80978709107833	-1.80978709107833
all_individuals	hippocampus	EA	EA_only	psi	chr10_101507197_101507470	chr10	101507197	101507470	Heritable	0.106767681179658	67	67	0	0	0.00237933624155628	0.752403983388446	4.96123607148879	-4.96123607148879
all_individuals	hippocampus	EA	EA_only	psi	chr10_10157082_10157472	chr10	10157082	10157472	Heritable	0.119988584472249	27	27	0	0	0.100764063594481	0.981343319288924	0.572620011317662	-0.572620011317662
all_individuals	hippocampus	EA	EA_only	psi	chr10_101829919_101830147	chr10	101829919	101830147	Heritable	0.159945857448994	51	51	0	0	6.48895700674546e-05	0.233921164675178	5.44702680312132	-5.44702680312132
