cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
all_individuals	caudate	AA	shared	psi	chr10_100932348_100932948	chr10	100932348	100932948	83	83	0	0	0.0104585315983277	0.692654827631749	1.72491146443667	1.72491146443667	600	325	Genic/other	0	Heritable	0.128404346160725	0.793628387521447	0.00600949894339462	6398	0	0	1.28404346160725	6.39692965521615	5.78689738136671	8.76389700713946	0.545175729999302
all_individuals	caudate	AA	shared	psi	chr10_101005650_101007117	chr10	101005650	101007117	84	84	0	0	0.000537934057525852	0.237611888054785	1.6347989867918	1.6347989867918	1467	325	Genic/other	2	Heritable	0.129008364089273	0.801478706890109	0.0078825178934579	3152	0	0	1.29008364089273	7.29097477814298	5.78689738136671	8.05610965954506	0.491519859049735
all_individuals	caudate	AA	shared	psi	chr10_101008423_101008841	chr10	101008423	101008841	84	84	0	0	0.0429006518487355	0.836160269083529	0.923620608899104	-0.923620608899104	418	321	Genic/other	1	Non-heritable	0.0761460157801961	0.80501946668514	0.010159229211628	2037	0	0	0.761460157801961	6.03548143252476	5.77455154554441	7.61972421378267	-0.0794538772608328
all_individuals	caudate	AA	shared	psi	chr10_101310581_101310723	chr10	101310581	101310723	126	126	0	0	0.00741223736922779	0.646646865327892	4.76039409263433	4.76039409263433	142	302	Promoter	1	Non-heritable	0.0547131645935228	0.742949145117861	0.00592894294770521	0	0	0	0.547131645935228	4.95582705760126	5.71373280550937	0	1.56033045948712
all_individuals	caudate	AA	shared	psi	chr10_101774199_101774853	chr10	101774199	101774853	79	79	0	0	0.00893720057781382	0.671752308115185	2.94676299169583	2.94676299169583	654	256	Genic/other	1	Non-heritable	0.0861762520463847	0.756038634497229	0.00664295651578631	25	0	0	0.861762520463847	6.4831073514572	5.54907608489522	3.25809653802148	1.08070728033024
all_individuals	caudate	AA	shared	psi	chr10_101843180_101843272	chr10	101843180	101843272	57	57	0	0	0.0288929470894677	0.799899975483013	2.69681770004872	2.69681770004872	92	251	Genic/other	1	Non-heritable	0.068504075252644	0.705119874394693	0.00616553353413177	0	0	0	0.68504075252644	4.52178857704904	5.52942908751142	0	0.992072451976637
all_individuals	caudate	AA	shared	psi	chr10_1022727_1023051	chr10	1022727	1023051	102	102	0	0	0.0259597557843291	0.790711919851959	3.24293323235618	-3.24293323235618	324	543	Genic/other	0	Heritable	0.1373202840114	0.864337702140329	0.00614449632572525	0	0	0	1.373202840114	5.78074351579233	6.29894924685594	0	1.17647824196257
all_individuals	caudate	AA	shared	psi	chr10_102433082_102433344	chr10	102433082	102433344	252	252	0	0	0.0176113985577634	0.75042483232727	2.1407999807697	2.1407999807697	262	140	Promoter	1	Heritable	0.542700911134543	0.757543623056685	0.00880534275855724	555	0	0	5.42700911134543	5.5683445037611	4.94875989037817	6.32076829425058	0.76117958664016
all_individuals	caudate	AA	shared	psi	chr10_103451170_103451467	chr10	103451170	103451467	57	57	0	0	0.0261074824373378	0.791292617181114	3.88244212219737	3.88244212219737	297	284	Genic/other	1	Non-heritable	0.068764385531028	0.757623860648244	0.00766243308841218	0	0	0	0.68764385531028	5.6937321388027	5.65248918026865	0	1.3564643711511
all_individuals	caudate	AA	shared	psi	chr10_103473349_103473610	chr10	103473349	103473610	57	57	0	0	0.00615254924732464	0.618941291046065	1.73909044583926	1.73909044583926	261	271	Genic/other	1	Heritable	0.117612822963182	0.734932916695256	0.00665404149345736	6386	0	0	1.17612822963182	5.56452040732269	5.605802066296	8.76201995356159	0.553362250028135
all_individuals	caudate	AA	shared	psi	chr10_103605602_103605854	chr10	103605602	103605854	31	31	0	0	0.0215818342004558	0.768750691036618	1.78330785090453	1.78330785090453	252	312	Genic/other	1	Non-heritable	0.0361510287530285	0.715156148228157	0.00728205472585509	11459	0	0	0.361510287530285	5.52942908751142	5.74620319054015	9.34661799026873	0.578469988532857
all_individuals	caudate	AA	shared	psi	chr10_103663367_103664184	chr10	103663367	103664184	51	51	0	0	0.0117325697794989	0.70336554637328	3.25249384809457	-3.25249384809457	817	326	Genic/other	1	Non-heritable	0.0548370435939525	0.711563524098916	0.0069937032237196	0	0	0	0.548370435939525	6.70563909486	5.78996017089725	0	1.17942204303827
all_individuals	caudate	AA	shared	psi	chr10_103668550_103669231	chr10	103668550	103669231	67	67	0	0	0.0207570954476165	0.766136297743035	1.21491028133986	-1.21491028133986	681	326	Genic/other	2	Non-heritable	0.0679188963505934	0.76984746134632	0.00600107100374903	0	0	0	0.679188963505934	6.52356230614951	5.78996017089725	0	0.194670239778445
all_individuals	caudate	AA	shared	psi	chr10_103691849_103692151	chr10	103691849	103692151	71	71	0	0	0.0287903832251461	0.799742143235418	3.05820748560478	3.05820748560478	302	328	Genic/other	1	Non-heritable	0.0302707938196944	0.680071159680443	0.00608178735499632	0	0	0	0.302707938196944	5.71042701737487	5.79605775076537	0	1.11782895857471
all_individuals	caudate	AA	shared	psi	chr10_103715260_103715871	chr10	103715260	103715871	68	68	0	0	0.0200570227681202	0.762522300242619	2.13303686014679	-2.13303686014679	611	329	Genic/other	0	Non-heritable	0.0485316583158456	0.693068294670489	0.00578294435309089	15444	0	0	0.485316583158456	6.4150969591716	5.79909265446053	9.64504060535268	0.757546724922
all_individuals	caudate	AA	shared	psi	chr10_103727172_103727988	chr10	103727172	103727988	73	73	0	0	0.0189064952789534	0.757756179503077	1.65155610954836	1.65155610954836	816	327	Genic/other	0	Non-heritable	0.0806282341667042	0.796510128328894	0.00610136753434384	27356	0	0	0.806282341667042	6.70441435496411	5.79301360838414	10.2167277166018	0.501717946227081
all_individuals	caudate	AA	shared	psi	chr10_103852988_103853607	chr10	103852988	103853607	74	74	0	0	0.0301290360808256	0.803277072968038	2.4337541904662	-2.4337541904662	619	321	Genic/other	1	Non-heritable	0.0416953915527893	0.700102625920888	0.00689479692879568	3730	0	0	0.416953915527893	6.4281052726846	5.77455154554441	8.22443157322116	0.889435003626235
all_individuals	caudate	AA	shared	psi	chr10_103856443_103856872	chr10	103856443	103856872	74	74	0	0	0.0377674372984352	0.826023653004813	0.965150456260266	-0.965150456260266	429	321	Promoter	1	Non-heritable	0.0740346007038463	0.767677335439063	0.00760704683304361	465	0	0	0.740346007038463	6.06145691892802	5.77455154554441	6.14418563412565	-0.0354712662122021
all_individuals	caudate	AA	shared	psi	chr10_104275175_104276126	chr10	104275175	104276126	24	24	1	1	2.74242456331417e-06	0.00550087838977427	1.04180081087398	-1.04180081087398	951	348	Genic/other	1	Heritable	0.365607322582567	0.786635397424956	0.0152471721032207	0	1	1	3.65607322582567	6.85751406254539	5.85507192220243	0	0.0409507742668084
all_individuals	caudate	AA	shared	psi	chr10_104330393_104332006	chr10	104330393	104332006	22	22	1	1	4.13007616956113e-06	0.00764909442165313	1.08987483420097	1.08987483420097	1613	356	Genic/other	0	Heritable	0.377791508153457	0.714307321709122	0.00976870030519358	0	1	1	3.77791508153457	7.38585107812521	5.87773578177964	0	0.0860628678145485
all_individuals	caudate	AA	shared	psi	chr10_106134669_106136873	chr10	106134669	106136873	4	4	0	0	0.453260147539663	0.974856723481672	0.54124892172626	0.54124892172626	2204	365	Intergenic	0	Heritable	0.730582267606908	0.775053196743368	0.00680128113874746	47720	0	0	7.30582267606908	7.69802917027281	5.90263333340137	10.7731268315665	-0.613875973383302
all_individuals	caudate	AA	shared	psi	chr10_106735808_106737102	chr10	106735808	106737102	3	3	0	0	0.27978794933741	0.956065163971767	0.0973223991778656	0.0973223991778656	1294	409	Enhancer	0	Heritable	0.742487808299171	0.859871508121201	0.00801446541691739	156438	0	0	7.42487808299171	7.16549347506085	6.01615715969835	11.960421436622	-2.32972600615471
all_individuals	caudate	AA	shared	psi	chr10_108315854_108316505	chr10	108315854	108316505	6	6	0	0	0.0767256088249998	0.880296057189697	4.58915212961894	4.58915212961894	651	347	Intergenic	0	Heritable	0.438533322853705	0.813627731358926	0.0114429512770249	79346	0	0	4.38533322853705	6.47850964220857	5.85220247977447	11.2815859180565	1.52369528797252
