cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_100932348_100932948	chr10	100932348	100932948	Heritable	0.148692748175593	1	1	0	0	0.634306733100485	0.886243864746911	0.110060590604266	0.110060590604266
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_101005650_101007117	chr10	101005650	101007117	Heritable	0.118074597867519	1	1	0	0	0.322084383452213	0.701047514791367	0.173633469921498	0.173633469921498
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_101008423_101008841	chr10	101008423	101008841	Non-heritable	0.0627217432973751	1	1	0	0	0.700708230867493	0.910591450502774	0.110795863637629	0.110795863637629
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_101310581_101310723	chr10	101310581	101310723	Non-heritable	0.0868393773813882	1	1	0	0	0.543919055294087	0.84510885129431	0.183598020111955	0.183598020111955
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_101774199_101774853	chr10	101774199	101774853	Non-heritable	0.0746677868478061	1	1	0	0	0.429235254408327	0.776711467686758	0.0774038231593026	0.0774038231593026
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_101843180_101843272	chr10	101843180	101843272	Non-heritable	0.0792612156656039	1	1	0	0	0.0242952438494853	0.192778166972579	0.681368352466217	-0.681368352466217
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_1022727_1023051	chr10	1022727	1023051	Heritable	0.194594333674043	1	1	0	0	0.916932226942728	0.980537770994241	0.00497685740302036	0.00497685740302036
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_102433082_102433344	chr10	102433082	102433344	Heritable	0.235261708714421	1	1	0	0	0.442859284410263	0.786297576677483	0.0961588410558424	-0.0961588410558424
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103451170_103451467	chr10	103451170	103451467	Non-heritable	0.0846349319945757	1	1	0	0	0.325462761757218	0.703969981067652	0.242532120434967	-0.242532120434967
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103473349_103473610	chr10	103473349	103473610	Heritable	0.156203491947567	1	1	0	0	0.969345599529043	0.993607865885843	0.00201487967287736	-0.00201487967287736
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103605602_103605854	chr10	103605602	103605854	Non-heritable	0.0533100636686165	1	1	0	1	0.00625478184026175	0.0827534832170283	0.75439532184523	-0.75439532184523
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103663367_103664184	chr10	103663367	103664184	Non-heritable	0.0483050564888644	1	1	0	0	0.952096739743927	0.990336824146562	0.0143724312995488	-0.0143724312995488
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103668550_103669231	chr10	103668550	103669231	Non-heritable	0.0596824125669038	1	1	0	0	0.0278669536684268	0.209639406707102	0.51970268501889	0.51970268501889
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103691849_103692151	chr10	103691849	103692151	Non-heritable	0.036435179769398	1	1	0	0	0.105577184040817	0.440193800890081	0.411148291024988	-0.411148291024988
all_individuals	caudate	EA	shared	expression_nearest_gene	chr10_103715260_103715871	chr10	103715260	103715871	Non-heritable	0.0610174863943652	1	1	1	1	0.00270875196465138	0.0430429881380374	1.03439585570652	-1.03439585570652
