cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_100025847_100026058	chr10	100025847	100026058	1	1	0	0	0.741092074598663	0.997818244032116	0.0471403331020284	0.0471403331020284	211	146	Intergenic	0	Heritable	0.206973483578567	0.867104566598837	0.010243823035755	15899	0	0	2.06973483578567	5.35185813347607	4.99043258677874	9.67407438820832	-3.05462610313771
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_100982514_100983141	chr10	100982514	100983141	1	1	0	0	0.226450175039673	0.946221291794661	0.207168866443475	-0.207168866443475	627	174	Genic/other	1	Non-heritable	0.0715140409850677	0.816368207786068	0.00902170620287388	0	0	0	0.715140409850677	6.44094654063292	5.16478597392351	0	-1.57422099009438
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_101033653_101034328	chr10	101033653	101034328	1	1	0	0	0.715901996821303	0.997818244032116	0.0607742230402408	0.0607742230402408	675	171	Promoter	1	Non-heritable	0.095428599524404	0.730869559029923	0.0095327490740586	0	0	0	0.95428599524404	6.51471269087253	5.14749447681345	0	-2.80058937851831
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_101150691_101151624	chr10	101150691	101151624	1	1	0	0	0.137460188166747	0.886987978379458	0.0239542247062992	0.0239542247062992	933	156	Intergenic	1	Heritable	0.192142583729691	0.899565486929549	0.0110401887517159	12901	0	0	1.92142583729691	6.83840520084734	5.05624580534831	9.46513761709219	-3.73161015629579
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_10157082_10157472	chr10	10157082	10157472	1	1	0	0	0.108979493707274	0.883990562377908	0.0898618637101018	0.0898618637101018	390	232	Intergenic	0	Heritable	0.173114377274916	0.924253992800577	0.0113067111472867	93579	0	0	1.73114377274916	5.96614673912369	5.4510384535657	11.4465719644202	-2.40948152412081
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_103555954_103556881	chr10	103555954	103556881	1	1	0	0	0.621769797903153	0.997818244032116	0.132058145684177	0.132058145684177	927	122	Genic/other	1	Heritable	0.118125991090676	0.738293063506149	0.0112722315670946	0	0	0	1.18125991090676	6.83195356556586	4.81218435537242	0	-2.02451288005474
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_103626138_103626455	chr10	103626138	103626455	1	1	0	0	0.450703945259045	0.997818244032116	0.128776079114282	0.128776079114282	317	139	Genic/other	0	Heritable	0.206460274201203	0.838514497678987	0.00836299617250935	0	0	0	2.06460274201203	5.75890177387728	4.9416424226093	0	-2.04968012606843
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_103727172_103728245	chr10	103727172	103728245	1	1	0	0	0.0848023881795615	0.845216945719577	0.22841828899783	0.22841828899783	1073	147	Genic/other	0	Heritable	0.190196356864259	0.889681547728123	0.0143291506746451	0	0	0	1.90196356864259	6.9782137426307	4.99721227376412	0	-1.47657668620541
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_103852988_103853706	chr10	103852988	103853706	1	1	0	0	0.152175258796584	0.904410021462801	0.236673424470951	0.236673424470951	718	136	Genic/other	1	Heritable	0.21751898491192	0.884103654032553	0.00915989724392532	0	0	0	2.1751898491192	6.57646956904822	4.91998092582813	0	-1.44107400166762
all_individuals	dlpfc	EA	shared	expression_nearest_gene	chr10_104275250_104275792	chr10	104275250	104275792	1	1	1	1	5.40439421578648e-17	2.35256682241625e-14	2.23479729574394	-2.23479729574394	542	149	Genic/other	1	Heritable	0.303682897370817	0.86884120067538	0.0189748778641007	0	1	1	3.03682897370817	6.29526600143965	5.01063529409626	0	0.804150533010551
