category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	comparison
Human Diseases	Immune disease	hsa05320	Autoimmune thyroid disease	1/2	54/9378	0.0185185185185185	86.8333333333333	9.23825365783483	0.0114837689392737	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Organismal Systems	Endocrine system	hsa04923	Regulation of lipolysis in adipocytes	1/2	59/9378	0.0169491525423729	79.4745762711864	8.8309715538875	0.0125437262230292	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Organismal Systems	Aging	hsa04213	Longevity regulating pathway - multiple species	1/2	62/9378	0.0161290322580645	75.6290322580645	8.61047423054199	0.0131794276721925	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Human Diseases	Immune disease	hsa05321	Inflammatory bowel disease	1/2	66/9378	0.0151515151515152	71.0454545454546	8.34004892842266	0.0140267111964717	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Organismal Systems	Endocrine system	hsa04920	Adipocytokine signaling pathway	1/2	70/9378	0.0142857142857143	66.9857142857143	8.09298827942368	0.014873630825964	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Human Diseases	Cardiovascular disease	hsa05416	Viral myocarditis	1/2	70/9378	0.0142857142857143	66.9857142857143	8.09298827942368	0.014873630825964	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Human Diseases	Infectious disease: parasitic	hsa05140	Leishmaniasis	1/2	78/9378	0.0128205128205128	60.1153846153846	7.65675063273491	0.0165663784005882	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Organismal Systems	Immune system	hsa04612	Antigen processing and presentation	1/2	82/9378	0.0121951219512195	57.1829268292683	7.46279282021989	0.0174122063457201	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Organismal Systems	Aging	hsa04211	Longevity regulating pathway	1/2	90/9378	0.0111111111111111	52.1	7.11408758982206	0.0191027705516232	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Organismal Systems	Immune system	hsa04658	Th1 and Th2 cell differentiation	1/2	93/9378	0.010752688172043	50.4193548387097	6.99496825999761	0.0197363568623383	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Human Diseases	Immune disease	hsa05323	Rheumatoid arthritis	1/2	95/9378	0.0105263157894737	49.3578947368421	6.91867880888759	0.0201586340190271	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Human Diseases	Infectious disease: bacterial	hsa05150	Staphylococcus aureus infection	1/2	99/9378	0.0101010101010101	47.3636363636364	6.77302466839005	0.0210029154113148	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Organismal Systems	Immune system	hsa04640	Hematopoietic cell lineage	1/2	100/9378	0.01	46.89	6.73796933436698	0.0212139289008266	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Organismal Systems	Immune system	hsa04659	Th17 cell differentiation	1/2	109/9378	0.0091743119266055	43.0183486238532	6.44427321091516	0.0231120268523423	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Human Diseases	Endocrine and metabolic disease	hsa04931	Insulin resistance	1/2	109/9378	0.0091743119266055	43.0183486238532	6.44427321091516	0.0231120268523423	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Human Diseases	Infectious disease: parasitic	hsa05145	Toxoplasmosis	1/2	112/9378	0.00892857142857143	41.8660714285714	6.35424432395158	0.0237443167878786	0.0430841193062722	0.0022675852266459	3123	1	Pooled_Q5
Environmental Information Processing	Signal transduction	hsa04152	AMPK signaling pathway	1/2	122/9378	0.00819672131147541	38.4344262295082	6.07823629880721	0.0258504715837633	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Organismal Systems	Endocrine system	hsa04935	Growth hormone synthesis, secretion and action	1/2	122/9378	0.00819672131147541	38.4344262295082	6.07823629880721	0.0258504715837633	0.0430841193062722	0.0022675852266459	8660	1	Pooled_Q5
Environmental Information Processing	Signal transduction	hsa04068	FoxO signaling pathway	1/2	133/9378	0.0075187969924812	35.2556390977444	5.81088918838966	0.0281646149937433	0.0436919893023641	0.00229957838433496	8660	1	Pooled_Q5
Organismal Systems	Endocrine system	hsa04910	Insulin signaling pathway	1/2	138/9378	0.0072463768115942	33.9782608695652	5.69992922559742	0.0292155886249493	0.0436919893023641	0.00229957838433496	8660	1	Pooled_Q5
Human Diseases	Immune disease	hsa05322	Systemic lupus erythematosus	1/2	143/9378	0.00699300699300699	32.7902097902098	5.59475559494372	0.0302659936705505	0.0436919893023641	0.00229957838433496	3123	1	Pooled_Q5
Cellular Processes	Transport and catabolism	hsa04145	Phagosome	1/2	155/9378	0.00645161290322581	30.2516129032258	5.36312252487618	0.0327846459507277	0.0436919893023641	0.00229957838433496	3123	1	Pooled_Q5
Human Diseases	Endocrine and metabolic disease	hsa04932	Non-alcoholic fatty liver disease	1/2	157/9378	0.00636942675159236	29.8662420382166	5.32708001933617	0.0332041029228189	0.0436919893023641	0.00229957838433496	8660	1	Pooled_Q5
Environmental Information Processing	Signaling molecules and interaction	hsa04514	Cell adhesion molecule (CAM) interaction	1/2	160/9378	0.00625	29.30625	5.27426727436616	0.0338331178052739	0.0436919893023641	0.00229957838433496	3123	1	Pooled_Q5
Environmental Information Processing	Signal transduction	hsa04022	cGMP-PKG signaling pathway	1/2	166/9378	0.00602409638554217	28.2469879518072	5.17289586281252	0.0350905334977316	0.0436919893023641	0.00229957838433496	8660	1	Pooled_Q5
Cellular Processes	Transport and catabolism	hsa04140	Autophagy - animal	1/2	169/9378	0.00591715976331361	27.7455621301775	5.12421097761842	0.0357189343077345	0.0436919893023641	0.00229957838433496	8660	1	Pooled_Q5
Human Diseases	Infectious disease: viral	hsa05164	Influenza A	1/2	173/9378	0.00578034682080925	27.1040462427746	5.06124244813591	0.0365564836464662	0.0436919893023641	0.00229957838433496	3123	1	Pooled_Q5
Human Diseases	Infectious disease: viral	hsa05168	Herpes simplex virus 1 infection	1/2	180/9378	0.00555555555555556	26.05	4.95604723209717	0.0380213193674155	0.0436919893023641	0.00229957838433496	3123	1	Pooled_Q5
Human Diseases	Infectious disease: bacterial	hsa05152	Tuberculosis	1/2	181/9378	0.00552486187845304	25.9060773480663	4.94151005261581	0.0382304906395686	0.0436919893023641	0.00229957838433496	3123	1	Pooled_Q5
Human Diseases	Infectious disease: viral	hsa05169	Epstein-Barr virus infection	1/2	205/9378	0.00487804878048781	22.8731707317073	4.62456761039395	0.0432437781439924	0.0480486423822138	0.00252887591485336	3123	1	Pooled_Q5
		hsa04081	Hormone signaling	1/2	219/9378	0.0045662100456621	21.4109589041096	4.4637472197664	0.0461621461040755	0.0496877263819842	0.00261514349378864	8660	1	Pooled_Q5
Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	1/2	224/9378	0.00446428571428571	20.9330357142857	4.40991436921061	0.047203340062885	0.0496877263819842	0.00261514349378864	3123	1	Pooled_Q5
Organismal Systems	Immune system	hsa04658	Th1 and Th2 cell differentiation	5/46	93/9378	0.0537634408602151	10.960729312763	6.77743197298104	8.55753031797238e-05	0.00511985895902406	0.00415647304550973	3117/3119/3123/55534/4792	5	Pooled_Q1Q4
Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	7/46	224/9378	0.03125	6.37092391304348	5.71203768353035	9.77984825715324e-05	0.00511985895902406	0.00415647304550973	1026/2114/3117/3119/3123/4487/4792	7	Pooled_Q1Q4
Cellular Processes	Transport and catabolism	hsa04145	Phagosome	6/46	155/9378	0.0387096774193548	7.89172510518934	6.07408967962621	0.000100389391353413	0.00511985895902406	0.00415647304550973	929/51143/3117/3119/3123/8685	6	Pooled_Q1Q4
Human Diseases	Infectious disease: viral	hsa05169	Epstein-Barr virus infection	6/46	205/9378	0.0292682926829268	5.96691410392365	5.04814001621506	0.00045810597805401	0.0141381132051216	0.0114777940020939	1026/3117/3119/3123/9612/4792	6	Pooled_Q1Q4
Human Diseases	Immune disease	hsa05310	Asthma	3/46	32/9378	0.09375	19.1127717391304	7.20560620439019	0.000495909758998041	0.0141381132051216	0.0114777940020939	3117/3119/3123	3	Pooled_Q1Q4
Human Diseases	Infectious disease: parasitic	hsa05140	Leishmaniasis	4/46	78/9378	0.0512820512820513	10.4548494983278	5.88686336675637	0.000554435811965553	0.0141381132051216	0.0114777940020939	3117/3119/3123/4792	4	Pooled_Q1Q4
Human Diseases	Immune disease	hsa05330	Allograft rejection	3/46	39/9378	0.0769230769230769	15.6822742474916	6.4505828339125	0.000892059518371651	0.0194978723301232	0.0158290260402789	3117/3119/3123	3	Pooled_Q1Q4
Human Diseases	Endocrine and metabolic disease	hsa04940	Type I diabetes mellitus	3/46	44/9378	0.0681818181818182	13.9001976284585	6.0216056761771	0.001270791290439	0.0215578513013203	0.017501385989376	3117/3119/3123	3	Pooled_Q1Q4
Human Diseases	Immune disease	hsa05332	Graft-versus-host disease	3/46	45/9378	0.0666666666666667	13.5913043478261	5.94415128655031	0.00135690715007511	0.0215578513013203	0.017501385989376	3117/3119/3123	3	Pooled_Q1Q4
Organismal Systems	Immune system	hsa04640	Hematopoietic cell lineage	4/46	100/9378	0.04	8.15478260869565	5.05001615421927	0.00140900988897519	0.0215578513013203	0.017501385989376	929/3117/3119/3123	4	Pooled_Q1Q4
Organismal Systems	Immune system	hsa04672	Intestinal immune network for IgA production	3/46	50/9378	0.06	12.2321739130435	5.59085284476385	0.00184242876052874	0.0246827633569277	0.0200382942973338	3117/3119/3123	3	Pooled_Q1Q4
Organismal Systems	Immune system	hsa04659	Th17 cell differentiation	4/46	109/9378	0.036697247706422	7.48145193458317	4.77851134455829	0.00193590300838648	0.0246827633569277	0.0200382942973338	3117/3119/3123/4792	4	Pooled_Q1Q4
Human Diseases	Infectious disease: parasitic	hsa05145	Toxoplasmosis	4/46	112/9378	0.0357142857142857	7.28105590062112	4.6948209162602	0.00213825908809994	0.0251349197254374	0.0204053699869392	3117/3119/3123/4792	4	Pooled_Q1Q4
Human Diseases	Immune disease	hsa05320	Autoimmune thyroid disease	3/46	54/9378	0.0555555555555556	11.3260869565217	5.34262920951034	0.00229992729513806	0.0251349197254374	0.0204053699869392	3117/3119/3123	3	Pooled_Q1Q4
Human Diseases	Infectious disease: bacterial	hsa05134	Legionellosis	3/46	56/9378	0.0535714285714286	10.9215838509317	5.22810113385355	0.00255279479992722	0.0260385069592577	0.0211389323783447	664/929/4792	3	Pooled_Q1Q4
Human Diseases	Immune disease	hsa05321	Inflammatory bowel disease	3/46	66/9378	0.0454545454545455	9.26679841897233	4.73163614424653	0.00407262576297481	0.0389444838584466	0.0316164368441465	3117/3119/3123	3	Pooled_Q1Q4
Human Diseases	Cardiovascular disease	hsa05416	Viral myocarditis	3/46	70/9378	0.0428571428571429	8.73726708074534	4.56175471808528	0.00480580728513174	0.0432522655661857	0.0351136383681452	3117/3119/3123	3	Pooled_Q1Q4
