cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_100932348_100932948	chr10	100932348	100932948	1	1	0	0	0.634306733100485	0.886243864746911	0.110060590604266	0.110060590604266	600	325	Genic/other	0	Heritable	0.128404346160725	0.793628387521447	0.00600949894339462	0	0	0	1.28404346160725	6.39692965521615	5.78689738136671	0	-2.20672415030321
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_101005650_101007117	chr10	101005650	101007117	1	1	0	0	0.322084383452213	0.701047514791367	0.173633469921498	0.173633469921498	1467	325	Genic/other	2	Heritable	0.129008364089273	0.801478706890109	0.0078825178934579	0	0	0	1.29008364089273	7.29097477814298	5.78689738136671	0	-1.75080863865969
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_101008423_101008841	chr10	101008423	101008841	1	1	0	0	0.700708230867493	0.910591450502774	0.110795863637629	0.110795863637629	418	321	Genic/other	1	Non-heritable	0.0761460157801961	0.80501946668514	0.010159229211628	0	0	0	0.761460157801961	6.03548143252476	5.77455154554441	0	-2.20006574690008
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_101310581_101310723	chr10	101310581	101310723	1	1	0	0	0.543919055294087	0.84510885129431	0.183598020111955	0.183598020111955	142	302	Promoter	1	Non-heritable	0.0547131645935228	0.742949145117861	0.00592894294770521	23851	0	0	0.547131645935228	4.95582705760126	5.71373280550937	10.079623350243	-1.69500653009102
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_101774199_101774853	chr10	101774199	101774853	1	1	0	0	0.429235254408327	0.776711467686758	0.0774038231593026	0.0774038231593026	654	256	Genic/other	1	Non-heritable	0.0861762520463847	0.756038634497229	0.00664295651578631	0	0	0	0.861762520463847	6.4831073514572	5.54907608489522	0	-2.55871897559073
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_101843180_101843272	chr10	101843180	101843272	1	1	0	0	0.0242952438494853	0.192778166972579	0.681368352466217	-0.681368352466217	92	251	Genic/other	1	Non-heritable	0.068504075252644	0.705119874394693	0.00616553353413177	0	0	0	0.68504075252644	4.52178857704904	5.52942908751142	0	-0.383652205026586
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_1022727_1023051	chr10	1022727	1023051	1	1	0	0	0.916932226942728	0.980537770994241	0.00497685740302036	0.00497685740302036	324	543	Genic/other	0	Heritable	0.1373202840114	0.864337702140329	0.00614449632572525	0	0	0	1.373202840114	5.78074351579233	6.29894924685594	0	-5.30295462140952
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_102433082_102433344	chr10	102433082	102433344	1	1	0	0	0.442859284410263	0.786297576677483	0.0961588410558424	-0.0961588410558424	262	140	Promoter	1	Heritable	0.542700911134543	0.757543623056685	0.00880534275855724	497	0	0	5.42700911134543	5.5683445037611	4.94875989037817	6.21060007702465	-2.34175375652117
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103451170_103451467	chr10	103451170	103451467	1	1	0	0	0.325462761757218	0.703969981067652	0.242532120434967	-0.242532120434967	297	284	Genic/other	1	Non-heritable	0.068764385531028	0.757623860648244	0.00766243308841218	0	0	0	0.68764385531028	5.6937321388027	5.65248918026865	0	-1.41662108074246
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103473349_103473610	chr10	103473349	103473610	1	1	0	0	0.969345599529043	0.993607865885843	0.00201487967287736	-0.00201487967287736	261	271	Genic/other	1	Heritable	0.117612822963182	0.734932916695256	0.00665404149345736	0	0	0	1.17612822963182	5.56452040732269	5.605802066296	0	-6.20719083799695
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103605602_103605854	chr10	103605602	103605854	1	1	0	1	0.00625478184026175	0.0827534832170283	0.75439532184523	-0.75439532184523	252	312	Genic/other	1	Non-heritable	0.0361510287530285	0.715156148228157	0.00728205472585509	0	0	1	0.361510287530285	5.52942908751142	5.74620319054015	0	-0.281838735586024
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103663367_103664184	chr10	103663367	103664184	1	1	0	0	0.952096739743927	0.990336824146562	0.0143724312995488	-0.0143724312995488	817	326	Genic/other	1	Non-heritable	0.0548370435939525	0.711563524098916	0.0069937032237196	0	0	0	0.548370435939525	6.70563909486	5.78996017089725	0	-4.24244270469512
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103668550_103669231	chr10	103668550	103669231	1	1	0	0	0.0278669536684268	0.209639406707102	0.51970268501889	0.51970268501889	681	326	Genic/other	2	Non-heritable	0.0679188963505934	0.76984746134632	0.00600107100374903	0	0	0	0.679188963505934	6.52356230614951	5.78996017089725	0	-0.65449837126079
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103691849_103692151	chr10	103691849	103692151	1	1	0	0	0.105577184040817	0.440193800890081	0.411148291024988	-0.411148291024988	302	328	Genic/other	1	Non-heritable	0.0302707938196944	0.680071159680443	0.00608178735499632	0	0	0	0.302707938196944	5.71042701737487	5.79605775076537	0	-0.888801299824803
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103715260_103715871	chr10	103715260	103715871	1	1	1	1	0.00270875196465138	0.0430429881380374	1.03439585570652	-1.03439585570652	611	329	Genic/other	0	Non-heritable	0.0485316583158456	0.693068294670489	0.00578294435309089	0	1	1	0.485316583158456	6.4150969591716	5.79909265446053	0	0.0338175516640818
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103727172_103727988	chr10	103727172	103727988	1	1	0	0	0.226152973009965	0.621384647286072	0.309925358970574	-0.309925358970574	816	327	Genic/other	0	Non-heritable	0.0806282341667042	0.796510128328894	0.00610136753434384	0	0	0	0.806282341667042	6.70441435496411	5.79301360838414	0	-1.17142375574295
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103852988_103853607	chr10	103852988	103853607	1	1	0	0	0.189975268078296	0.577805837843333	0.366651835697273	-0.366651835697273	619	321	Genic/other	1	Non-heritable	0.0416953915527893	0.700102625920888	0.00689479692879568	0	0	0	0.416953915527893	6.4281052726846	5.77455154554441	0	-1.00334253050635
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_103856443_103856872	chr10	103856443	103856872	1	1	0	0	0.597793465653641	0.869959596357737	0.120440037654827	-0.120440037654827	429	321	Promoter	1	Non-heritable	0.0740346007038463	0.767677335439063	0.00760704683304361	0	0	0	0.740346007038463	6.06145691892802	5.77455154554441	0	-2.11660317969592
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_104275175_104276126	chr10	104275175	104276126	1	1	1	1	1.36908574989875e-11	1.38870931231396e-09	1.04754844699478	-1.04754844699478	951	348	Genic/other	1	Heritable	0.365607322582567	0.786635397424956	0.0152471721032207	0	1	1	3.65607322582567	6.85751406254539	5.85507192220243	0	0.0464526314050984
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_104330393_104332006	chr10	104330393	104332006	1	1	1	1	0.000387702094117741	0.00907521132615603	1.32418282677626	-1.32418282677626	1613	356	Genic/other	0	Heritable	0.377791508153457	0.714307321709122	0.00976870030519358	0	1	1	3.77791508153457	7.38585107812521	5.87773578177964	0	0.280795542222573
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_106134669_106136873	chr10	106134669	106136873	1	1	0	0	0.71454666658261	0.914488036193401	0.0286379453423143	0.0286379453423143	2204	365	Intergenic	0	Heritable	0.730582267606908	0.775053196743368	0.00680128113874746	3269	0	0	7.30582267606908	7.69802917027281	5.90263333340137	8.0925452638913	-3.55302233111717
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_106735808_106737102	chr10	106735808	106737102	1	1	0	0	0.0781219933953662	0.375941034216063	0.434815209337848	-0.434815209337848	1294	409	Enhancer	0	Heritable	0.742487808299171	0.859871508121201	0.00801446541691739	0	0	0	7.42487808299171	7.16549347506085	6.01615715969835	0	-0.832834121270749
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_106992579_106993975	chr10	106992579	106993975	1	1	0	0	0.422059753574037	0.773225665337625	0.18674222758629	-0.18674222758629	1396	431	Genic/other	0	Heritable	0.273357182942593	0.842348544714627	0.00950737258566241	0	0	0	2.73357182942593	7.24136628332232	6.06842558824411	0	-1.67802602163609
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_108315854_108316505	chr10	108315854	108316505	1	1	0	0	0.405625493232403	0.76091442188934	0.15132402878011	-0.15132402878011	651	347	Intergenic	0	Heritable	0.438533322853705	0.813627731358926	0.0114429512770249	118004	0	0	4.38533322853705	6.47850964220857	5.85220247977447	11.6784822754315	-1.88833178924762
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_108353597_108355731	chr10	108353597	108355731	1	1	0	0	0.292381849656229	0.673554190340852	0.191364116583239	-0.191364116583239	2134	337	Intergenic	0	Heritable	0.298575842517321	0.860696936472657	0.011758263365023	155747	0	0	2.98575842517321	7.6657534318617	5.82304589548302	11.9559945954758	-1.65357724394967
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_10911488_10911759	chr10	10911488	10911759	1	1	0	0	0.383237363922427	0.746840408847867	0.185528186691332	-0.185528186691332	271	646	Enhancer	0	Heritable	0.144790375906711	0.935889883179134	0.00672707861116501	0	0	0	1.44790375906711	5.6021188208797	6.4723462945009	0	-1.68454840475919
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_109630150_109632878	chr10	109630150	109632878	1	1	0	0	0.496074472951043	0.822869785331165	0.0696326287656	0.0696326287656	2728	278	Intergenic	0	Heritable	0.45923483943485	0.831476245059327	0.0077339600825965	231887	0	0	4.5923483943485	7.91132401896335	5.63121178182137	12.3540097754623	-2.6645218737818
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_110499226_110499492	chr10	110499226	110499492	1	1	0	0	0.538910917781725	0.841726761161574	0.406010598777092	-0.406010598777092	266	380	Genic/other	1	Non-heritable	0.0685427946779332	0.741101366289663	0.0059951738043706	0	0	0	0.685427946779332	5.5834963087817	5.9427993751267	0	-0.901375989728949
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_113183664_113183866	chr10	113183664	113183866	1	1	0	0	0.416790219740617	0.769595047737074	0.19203518562941	0.19203518562941	202	530	Intergenic	0	Non-heritable	0.0967697752749536	0.905965297320367	0.00641111852544364	15985	0	0	0.967697752749536	5.30826769740121	6.27476202124194	9.67946861818596	-1.65007661318384
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_11339124_11340216	chr10	11339124	11340216	1	1	0	0	0.295423573752921	0.67642884494367	0.190253397152328	0.190253397152328	1092	672	Intergenic	0	Heritable	0.355262060915637	0.861059234215387	0.00811430513666818	2448	0	0	3.55262060915637	6.99576615630485	6.51174532964473	7.80343505695217	-1.65939837358426
all_individuals	caudate	AA	AA_only	expression_nearest_gene	chr10_113680721_113680904	chr10	113680721	113680904	1	1	0	0	0.678420853193399	0.901902438898603	0.159259372754427	-0.159259372754427	183	540	Enhancer	1	Heritable	0.100169539599406	0.907595252690118	0.00636513647838667	0	0	0	1.00169539599406	5.20948615284142	6.29341927884648	0	-1.83722106787034
