cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta	vmr_length	num_snps	chromatin_state	cpg_density_proxy	h2_category	h2_unscaled	r_squared_cv	methylation_variance	min_distance	any_sig_fdr_05	any_sig_fdr_10	h2_scaled	log_vmr_length	log_num_snps	log_min_distance	log_max_abs_beta
all_individuals	hippocampus	AA	AA_only	expression	chr10_132421109_132421612	chr10	132421109	132421612	10	10	0	0	0.070397592880232	0.500605104926094	0.690453120686446	0.690453120686446	503	722	Enhancer	1	Heritable	0.134436076819476	0.962437853421963	0.00805941288311367	24471.5	0	0	1.34436076819476	6.22059017009974	6.58340922215877	10.1053053171356	-0.370407185791456
all_individuals	hippocampus	AA	AA_only	expression	chr12_110079753_110080056	chr12	110079753	110080056	1	1	0	0	0.5473922585831	0.889778957872444	0.14777096916891	0.14777096916891	303	266	Enhancer	0	Heritable	0.118209240415332	0.663451471617312	0.00757886958492846	6237.5	0	0	1.18209240415332	5.71373280550937	5.58724865840025	8.73849504785108	-1.91209164178477
all_individuals	hippocampus	AA	AA_only	expression	chr12_124726903_124727475	chr12	124726903	124727475	1	1	0	0	0.0795734066828218	0.50926980277006	0.859971560632609	-0.859971560632609	572	717	Enhancer	0	Heritable	0.159315272807421	0.95647298796329	0.00664753624143775	159945.5	0	0	1.59315272807421	6.3491389913798	6.57646956904822	11.9825946633002	-0.150855947684935
all_individuals	hippocampus	AA	AA_only	expression	chr14_75514953_75516250	chr14	75514953	75516250	1	1	0	0	0.024833999008661	0.264895989425718	0.429877793681367	-0.429877793681367	1297	507	Intergenic	0	Heritable	0.325063148251056	0.905789633020682	0.0106967580974653	6646.5	0	0	3.25063148251056	7.16780918431644	6.23048144757848	8.80199612311717	-0.844254288165795
all_individuals	hippocampus	AA	AA_only	expression	chr14_77641774_77641896	chr14	77641774	77641896	6	6	0	0	0.015986557262044	0.204627932954163	0.544442496575037	-0.544442496575037	122	534	Intergenic	2	Heritable	0.10337708483778	0.906168123322948	0.00618013473925214	24869.5	0	0	1.0337708483778	4.80402104473326	6.28226674689601	10.121437641139	-0.607992931577946
all_individuals	hippocampus	AA	AA_only	expression	chr15_101121108_101122340	chr15	101121108	101122340	1	1	0	0	0.674852402470698	0.889778957872444	0.0240927885648637	0.0240927885648637	1232	797	Intergenic	0	Heritable	0.184171449844127	0.961074415805956	0.0120120419403845	46723.5	0	0	1.84171449844127	7.11639414409347	6.68210859744981	10.7520239313569	-3.72584229787549
all_individuals	hippocampus	AA	AA_only	expression	chr15_28876281_28876548	chr15	28876281	28876548	1	1	0	0	0.575025633282642	0.889778957872444	0.232737414157327	-0.232737414157327	267	282	Intergenic	0	Heritable	0.122044459280477	0.858660329659818	0.00797104599950923	7988	0	0	1.22044459280477	5.58724865840025	5.64544689764324	8.98582087448204	-1.45784439583218
all_individuals	hippocampus	AA	AA_only	expression	chr15_31266434_31266720	chr15	31266434	31266720	1	1	0	0	0.402338230898076	0.887918854395754	0.317581168339791	-0.317581168339791	286	359	Enhancer	0	Heritable	0.164668952384263	0.879234939557914	0.00696761922098227	50518.5	0	0	1.64668952384263	5.65599181081985	5.88610403145016	10.830114679345	-1.14702181351954
all_individuals	hippocampus	AA	AA_only	expression	chr18_11948069_11948155	chr18	11948069	11948155	4	4	0	0	0.304379524202734	0.887918854395754	0.227573405184623	-0.227573405184623	86	594	Intergenic	1	Heritable	0.155293963012262	0.922253691773359	0.00768011813465631	33694.5	0	0	1.55293963012262	4.45434729625351	6.38856140554563	10.4251195762671	-1.48028238854067
all_individuals	hippocampus	AA	AA_only	expression	chr20_17895279_17895571	chr20	17895279	17895571	2	2	0	0	0.0633367690937482	0.500605104926094	0.221012698199907	0.221012698199907	292	566	Intergenic	0	Heritable	0.229126148827346	0.922119310894391	0.00792627763793014	7608.5	0	0	2.29126148827346	5.67675380226828	6.34035930372775	8.93715274567486	-1.50953507595063
all_individuals	hippocampus	AA	AA_only	expression	chr21_18849776_18851911	chr21	18849776	18851911	1	1	0	0	0.922279365313674	0.974101924194411	0.0522861714920841	-0.0522861714920841	2135	612	Intergenic	0	Heritable	0.594574614880699	0.922845967992747	0.00905867969672226	7172.5	0	0	5.94574614880699	7.66622192566273	6.41836493593621	8.87814895953845	-2.95102315903505
all_individuals	hippocampus	AA	AA_only	expression	chr22_45262100_45262630	chr22	45262100	45262630	1	1	0	0	0.374015920450586	0.887918854395754	0.361861921786806	-0.361861921786806	530	946	Intergenic	0	Heritable	0.501407495946693	0.964110331492064	0.00835974539509513	21624.5	0	0	5.01407495946693	6.27287700654617	6.85329909318608	9.98162845292007	-1.01649254381319
all_individuals	hippocampus	AA	AA_only	expression	chr2_127176312_127176829	chr2	127176312	127176829	1	1	0	0	0.291180390280345	0.887918854395754	0.403465817937989	-0.403465817937989	517	372	Intergenic	0	Heritable	0.309080131383929	0.84576682889576	0.00704951507142127	43280.5	0	0	3.09080131383929	6.24804287450843	5.92157841964382	10.6754805709605	-0.907663483983642
all_individuals	hippocampus	AA	AA_only	expression	chr2_231190128_231190311	chr2	231190128	231190311	2	2	0	1	0.00346411457453166	0.0671607738718036	0.999094521290996	-0.999094521290996	183	537	Enhancer	0	Heritable	0.151842361106551	0.91049736071254	0.00819579034483044	7571.5	0	1	1.51842361106551	5.20948615284142	6.28785856016178	8.93227854290139	-0.000905878893420275
all_individuals	hippocampus	AA	AA_only	expression	chr2_27765989_27767276	chr2	27765989	27767276	1	1	0	0	0.712413968006498	0.889778957872444	0.188360656807017	-0.188360656807017	1287	286	Enhancer	0	Heritable	0.106040755889485	0.836044411134836	0.0034213596946336	5738.5	0	0	1.06040755889485	7.16006920759613	5.65948221575962	8.65512737750555	-1.66939671354607
all_individuals	hippocampus	AA	AA_only	expression	chr3_105353733_105355249	chr3	105353733	105355249	1	1	0	0	0.781759217483587	0.92652944294351	0.102532087727496	-0.102532087727496	1516	328	Enhancer	2	Heritable	0.290125883844836	0.86037550094789	0.00673444463084213	13208.5	0	0	2.90125883844836	7.32383056620232	5.79605775076537	9.48869154668649	-2.27757938086351
all_individuals	hippocampus	AA	AA_only	expression	chr3_32577559_32577918	chr3	32577559	32577918	2	2	0	0	0.636753154824439	0.889778957872444	0.195127318252568	-0.195127318252568	359	519	Intergenic	0	Heritable	0.133588663026724	0.937003729977671	0.00902607840506886	7084.5	0	0	1.33588663026724	5.88332238848828	6.25382881157547	8.86580572126493	-1.63410296810976
all_individuals	hippocampus	AA	AA_only	expression	chr4_123443637_123444526	chr4	123443637	123444526	2	2	0	0	0.25732846617153	0.887918854395754	0.489634727027082	-0.489634727027082	889	316	Enhancer	0	Non-heritable	0.0625889329922826	0.815356014133994	0.00625456948277897	47600.5	0	0	0.625889329922826	6.79009723551391	5.75890177387728	10.770619552328	-0.714095600490623
all_individuals	hippocampus	AA	AA_only	expression	chr4_25970540_25971169	chr4	25970540	25971169	2	2	0	0	0.0377837133288743	0.345451093292565	0.608127652312108	-0.608127652312108	629	562	Enhancer	0	Heritable	0.16504395906678	0.908906113990415	0.00744826027608647	106662.5	0	0	1.6504395906678	6.44413125670044	6.33327962813969	11.5774342981671	-0.497370448148704
all_individuals	hippocampus	AA	AA_only	expression	chr4_3285986_3286374	chr4	3285986	3286374	1	1	0	0	0.391531236129828	0.887918854395754	0.299790857515237	0.299790857515237	388	510	Intergenic	0	Heritable	0.149831038850923	0.928861613903212	0.00855232546900963	6723.5	0	0	1.49831038850923	5.96100533962327	6.2363695902037	8.8135128522636	-1.20467015570144
all_individuals	hippocampus	AA	AA_only	expression	chr5_10138594_10138804	chr5	10138594	10138804	1	1	0	0	0.865486847152558	0.938833190131588	0.062525655062923	0.062525655062923	210	672	Intergenic	0	Heritable	0.14290463573415	0.958658220134116	0.0085221110465545	111356.5	0	0	1.4290463573415	5.34710753071747	6.51174532964473	11.6205010256036	-2.77217816552296
all_individuals	hippocampus	AA	AA_only	expression	chr5_141514389_141514814	chr5	141514389	141514814	1	1	0	0	0.851368567538786	0.938833190131588	0.103881293629652	-0.103881293629652	425	417	Enhancer	1	Heritable	0.142351117551227	0.901429370745086	0.00845770226379576	24775.5	0	0	1.42351117551227	6.05208916892442	6.03548143252476	10.1176509022696	-2.26450634288578
all_individuals	hippocampus	AA	AA_only	expression	chr5_173866092_173867782	chr5	173866092	173867782	2	2	0	0	0.367171495866071	0.887918854395754	0.241170511440075	0.241170511440075	1690	773	Enhancer	0	Heritable	0.110082685437349	0.977271261372792	0.00776006557242463	21668.5	0	0	1.10082685437349	7.43248380791712	6.65157187358973	9.98366102089088	-1.42225103784988
all_individuals	hippocampus	AA	AA_only	expression	chr6_18504201_18505240	chr6	18504201	18505240	1	1	0	0	0.319077280924218	0.887918854395754	0.269576398870147	0.269576398870147	1039	360	Intergenic	0	Non-heritable	0.0655493451808787	0.828803303293959	0.00795665120024337	239338.5	0	0	0.655493451808787	6.94601399109923	5.88887795833288	12.385638325047	-1.31090340796355
all_individuals	hippocampus	AA	AA_only	expression	chr6_32609937_32612724	chr6	32609937	32612724	3	3	2	2	8.29946878273103e-06	0.000531166002094786	3.462053584061	3.462053584061	2787	383	Enhancer	0	Heritable	0.333747735789779	0.902181148805287	0.0124893319965728	18181.5	1	1	3.33747735789779	7.93272102748195	5.95064255258773	9.8082148720287	1.24186193729884
all_individuals	hippocampus	AA	AA_only	expression	chr7_100451013_100451125	chr7	100451013	100451125	6	6	0	0	0.264580727254123	0.887918854395754	0.480039946297694	0.480039946297694	112	252	Intergenic	0	Non-heritable	0.0577168063143563	0.817204367976553	0.0068098675383616	14031.5	0	0	0.577168063143563	4.71849887129509	5.53338948872752	9.54913134681635	-0.733885936257785
