cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
all_individuals	dlpfc	EA	shared	psi	chr10_100025847_100026058	chr10	100025847	100026058	Heritable	0.206973483578567	26	26	0	0	0.0539890667311374	0.959704074430512	0.965500878954957	-0.965500878954957
all_individuals	dlpfc	EA	shared	psi	chr10_100982514_100983141	chr10	100982514	100983141	Non-heritable	0.0715140409850677	103	103	0	1	0.000117325010750024	0.0617564581865884	3.72963398148439	3.72963398148439
all_individuals	dlpfc	EA	shared	psi	chr10_101033653_101034328	chr10	101033653	101034328	Non-heritable	0.095428599524404	193	193	0	1	0.000239515541122681	0.0999860527270527	5.46343030493083	-5.46343030493083
all_individuals	dlpfc	EA	shared	psi	chr10_101150691_101151624	chr10	101150691	101151624	Heritable	0.192142583729691	207	207	0	0	0.00267049087396346	0.434176212538863	3.24832978129165	-3.24832978129165
all_individuals	dlpfc	EA	shared	psi	chr10_10157082_10157472	chr10	10157082	10157472	Heritable	0.173114377274916	11	11	0	0	0.0639020734406489	0.977814274553122	0.340125491186195	-0.340125491186195
all_individuals	dlpfc	EA	shared	psi	chr10_101819554_101819831	chr10	101819554	101819831	Heritable	0.14830432340952	64	64	0	0	0.0144452616519	0.77809464874996	5.48950744928672	5.48950744928672
all_individuals	dlpfc	EA	shared	psi	chr10_103555954_103556881	chr10	103555954	103556881	Heritable	0.118125991090676	30	30	0	0	0.0566477175361702	0.965119563631521	0.966423123692359	-0.966423123692359
all_individuals	dlpfc	EA	shared	psi	chr10_103582157_103582905	chr10	103582157	103582905	Non-heritable	0.0936334736951446	30	30	0	0	0.0174169615574017	0.807082763984672	1.93857002870163	-1.93857002870163
all_individuals	dlpfc	EA	shared	psi	chr10_103626138_103626455	chr10	103626138	103626455	Heritable	0.206460274201203	27	27	0	0	0.0283745865671712	0.885340016814521	1.11705210970508	-1.11705210970508
all_individuals	dlpfc	EA	shared	psi	chr10_103727172_103728245	chr10	103727172	103728245	Heritable	0.190196356864259	43	43	0	0	0.0252451141159842	0.866937309224118	1.46842654496392	-1.46842654496392
all_individuals	dlpfc	EA	shared	psi	chr10_103852988_103853706	chr10	103852988	103853706	Heritable	0.21751898491192	43	43	0	0	0.00169152714312528	0.348959877023075	4.4981597057045	4.4981597057045
all_individuals	dlpfc	EA	shared	psi	chr10_104275250_104275792	chr10	104275250	104275792	Heritable	0.303682897370817	23	23	2	2	6.774207707473e-05	0.0415331509368981	0.759527636339886	-0.759527636339886
all_individuals	dlpfc	EA	shared	psi	chr10_106735808_106737102	chr10	106735808	106737102	Heritable	0.581596433969194	2	2	0	0	0.0517542201207031	0.9570076219489	0.627999880363137	-0.627999880363137
all_individuals	dlpfc	EA	shared	psi	chr10_108315790_108316106	chr10	108315790	108316106	Heritable	0.113708994397019	4	4	0	0	0.192385799600844	0.999956444669139	0.709254895320941	0.709254895320941
all_individuals	dlpfc	EA	shared	psi	chr10_108396663_108398076	chr10	108396663	108398076	Heritable	0.614387178080728	2	2	0	0	0.388286664365018	0.999956444669139	0.519051463001416	0.519051463001416
all_individuals	dlpfc	EA	shared	psi	chr10_108567301_108567553	chr10	108567301	108567553	Heritable	0.111198950301191	1	1	0	0	0.245184371550583	0.999956444669139	0.731340015971459	-0.731340015971459
all_individuals	dlpfc	EA	shared	psi	chr10_11004416_11004925	chr10	11004416	11004925	Heritable	0.148206163872555	76	76	0	0	0.000239984169748504	0.100081944215503	4.75915054269404	-4.75915054269404
all_individuals	dlpfc	EA	shared	psi	chr10_11019826_11020522	chr10	11019826	11020522	Heritable	0.191996752685354	75	75	0	0	0.00508124314551727	0.564260690202819	2.14726370712682	2.14726370712682
all_individuals	dlpfc	EA	shared	psi	chr10_110499184_110501122	chr10	110499184	110501122	Heritable	0.162292040185386	263	263	1	1	5.41525302423882e-06	0.00524872465710033	6.48155090588538	-6.48155090588538
all_individuals	dlpfc	EA	shared	psi	chr10_110504201_110511377	chr10	110504201	110511377	Heritable	0.166177133964035	263	263	2	2	3.69009758932756e-08	8.1993676727539e-05	11.567229303077	-11.567229303077
all_individuals	dlpfc	EA	shared	psi	chr10_11276221_11276628	chr10	11276221	11276628	Heritable	0.181241458767338	22	22	0	0	0.0203269044856641	0.83694944743308	0.758008473422146	0.758008473422146
all_individuals	dlpfc	EA	shared	psi	chr10_112953079_112953633	chr10	112953079	112953633	Heritable	0.179681915232143	52	52	0	0	0.0130774707690815	0.765584888732232	9.25586745805864	9.25586745805864
all_individuals	dlpfc	EA	shared	psi	chr10_112991920_112992489	chr10	112991920	112992489	Heritable	0.110425630678897	52	52	0	0	0.019216001512683	0.824506616554515	4.91809487858093	-4.91809487858093
all_individuals	dlpfc	EA	shared	psi	chr10_113259401_113259917	chr10	113259401	113259917	Non-heritable	0.0791391131130823	62	62	0	0	0.00196120511049387	0.37641478652635	63.616619115947	-63.616619115947
all_individuals	dlpfc	EA	shared	psi	chr10_11379507_11380217	chr10	11379507	11380217	Heritable	0.14786524533636	19	19	0	0	0.121330897868294	0.999956444669139	0.882548463059841	-0.882548463059841
all_individuals	dlpfc	EA	shared	psi	chr10_113978647_113979418	chr10	113978647	113979418	Heritable	0.169316275709739	33	33	0	0	0.00058427868012103	0.183363355611847	1.15630713427066	-1.15630713427066
all_individuals	dlpfc	EA	shared	psi	chr10_114337977_114338339	chr10	114337977	114338339	Heritable	0.157663545720988	23	23	0	0	0.101204467023153	0.999956444669139	0.520515320077384	-0.520515320077384
all_individuals	dlpfc	EA	shared	psi	chr10_11447728_11448264	chr10	11447728	11448264	Heritable	0.153629250784087	22	22	0	0	0.0761616501079467	0.990699073343823	2.03075875294728	-2.03075875294728
all_individuals	dlpfc	EA	shared	psi	chr10_114486574_114488008	chr10	114486574	114488008	Heritable	0.178221339712353	24	24	0	0	0.20842832036406	0.999956444669139	0.168284837029907	0.168284837029907
all_individuals	dlpfc	EA	shared	psi	chr10_114492772_114493126	chr10	114492772	114493126	Heritable	0.146721151840872	24	24	0	0	0.149342605530768	0.999956444669139	0.145772232566672	0.145772232566672
all_individuals	dlpfc	EA	shared	psi	chr10_114516956_114525451	chr10	114516956	114525451	Heritable	0.128203770137662	24	24	0	0	0.0948479726751748	0.999956444669139	0.249587621076343	0.249587621076343
all_individuals	dlpfc	EA	shared	psi	chr10_114544626_114545556	chr10	114544626	114545556	Heritable	0.23763864084198	33	33	0	0	0.110675761289634	0.999956444669139	1.13645784143443	-1.13645784143443
all_individuals	dlpfc	EA	shared	psi	chr10_116803558_116803810	chr10	116803558	116803810	Heritable	0.177277691445714	34	34	0	0	0.0165696265870998	0.798041041316894	1.91674385848446	-1.91674385848446
all_individuals	dlpfc	EA	shared	psi	chr10_117133298_117133536	chr10	117133298	117133536	Heritable	0.175502614868907	22	22	0	0	0.0208841251532038	0.84178045397497	7.28380538733985	7.28380538733985
all_individuals	dlpfc	EA	shared	psi	chr10_117535950_117536903	chr10	117535950	117536903	Heritable	0.152523556255737	27	27	0	0	0.0882731893407363	0.999956444669139	3.07475196838181	-3.07475196838181
all_individuals	dlpfc	EA	shared	psi	chr10_117804905_117805216	chr10	117804905	117805216	Heritable	0.142719761567459	60	60	0	0	0.0145351169977575	0.77809464874996	4.91263659356511	-4.91263659356511
all_individuals	dlpfc	EA	shared	psi	chr10_11869637_11870117	chr10	11869637	11870117	Heritable	0.10052333731881	16	16	0	0	0.0549232062355202	0.961635582186334	0.834633297036579	0.834633297036579
all_individuals	dlpfc	EA	shared	psi	chr10_11870250_11870536	chr10	11870250	11870536	Heritable	0.131244656667991	16	16	0	0	0.0525742335135903	0.957740630276475	1.04541156071316	1.04541156071316
all_individuals	dlpfc	EA	shared	psi	chr10_1187120_1187641	chr10	1187120	1187641	Heritable	0.106806163798292	40	40	0	0	0.0144773024490614	0.77809464874996	1.54404768631169	-1.54404768631169
all_individuals	dlpfc	EA	shared	psi	chr10_118818717_118819072	chr10	118818717	118819072	Non-heritable	0.0919930889993215	2	2	0	0	0.155209942464013	0.999956444669139	1.44367369516571	-1.44367369516571
all_individuals	dlpfc	EA	shared	psi	chr10_118908369_118909498	chr10	118908369	118909498	Heritable	0.160488428367163	10	10	0	0	0.0516768098455569	0.956689788909229	6.96278727032312	-6.96278727032312
all_individuals	dlpfc	EA	shared	psi	chr10_118965649_118966425	chr10	118965649	118966425	Heritable	0.175081331164732	13	13	0	0	0.0979222437256535	0.999956444669139	26.9288201372942	-26.9288201372942
all_individuals	dlpfc	EA	shared	psi	chr10_119412452_119413234	chr10	119412452	119413234	Heritable	0.245595948345967	10	10	0	0	0.114047027176086	0.999956444669139	0.534539731596497	-0.534539731596497
all_individuals	dlpfc	EA	shared	psi	chr10_119618552_119619396	chr10	119618552	119619396	Heritable	0.184579557807133	29	29	0	0	0.0722040696076638	0.98663058393755	0.783565613459949	0.783565613459949
all_individuals	dlpfc	EA	shared	psi	chr10_120574450_120575718	chr10	120574450	120575718	Heritable	0.163733062632599	28	28	0	0	0.0246749667911103	0.864629996915877	6.76515675797015	6.76515675797015
all_individuals	dlpfc	EA	shared	psi	chr10_120917025_120917304	chr10	120917025	120917304	Heritable	0.237975372690247	35	35	0	0	0.0157612906238972	0.789772495557318	1.60808795708962	-1.60808795708962
all_individuals	dlpfc	EA	shared	psi	chr10_120946178_120946862	chr10	120946178	120946862	Heritable	0.139791630115418	29	29	0	0	0.00651245756283002	0.623817842876346	1.60974654805535	-1.60974654805535
all_individuals	dlpfc	EA	shared	psi	chr10_121648343_121648807	chr10	121648343	121648807	Heritable	0.134350519479759	98	98	0	0	0.00149932704086254	0.32483039699665	3.381891326664	3.381891326664
all_individuals	dlpfc	EA	shared	psi	chr10_121994766_121995424	chr10	121994766	121995424	Heritable	0.171732832480124	134	134	1	1	4.52064512047526e-06	0.00451393240409743	5.79490763155676	-5.79490763155676
all_individuals	dlpfc	EA	shared	psi	chr10_122463990_122465167	chr10	122463990	122465167	Heritable	0.189181028698247	21	21	0	0	0.065862521186853	0.980333435604635	0.345772976265466	0.345772976265466
all_individuals	dlpfc	EA	shared	psi	chr10_122557007_122557196	chr10	122557007	122557196	Heritable	0.223284210883591	14	14	0	0	0.0885134496666964	0.999956444669139	0.725556238134721	0.725556238134721
all_individuals	dlpfc	EA	shared	psi	chr10_12388269_12389073	chr10	12388269	12389073	Heritable	0.123096036688556	27	27	0	0	0.032552354815201	0.906008800547134	0.477037046448815	-0.477037046448815
all_individuals	dlpfc	EA	shared	psi	chr10_123991482_123992394	chr10	123991482	123992394	Non-heritable	0.091325970139233	10	10	0	0	0.176440934304484	0.999956444669139	0.302679835771751	0.302679835771751
all_individuals	dlpfc	EA	shared	psi	chr10_124349023_124350072	chr10	124349023	124350072	Heritable	0.135574027769484	12	12	0	0	0.0371123606462924	0.922961185405435	1.26092979696796	-1.26092979696796
all_individuals	dlpfc	EA	shared	psi	chr10_124521572_124522042	chr10	124521572	124522042	Heritable	0.140157177160793	18	18	0	0	0.119233159957484	0.999956444669139	1.1497444962899	1.1497444962899
all_individuals	dlpfc	EA	shared	psi	chr10_124560289_124560780	chr10	124560289	124560780	Heritable	0.18626386981989	19	19	0	0	0.0295593931180262	0.891830425957721	1.36317871951043	-1.36317871951043
all_individuals	dlpfc	EA	shared	psi	chr10_124588930_124590236	chr10	124588930	124590236	Heritable	0.125541761162993	19	19	0	0	0.0505926331669821	0.954707145720307	0.94855263217678	0.94855263217678
all_individuals	dlpfc	EA	shared	psi	chr10_124605021_124606277	chr10	124605021	124606277	Heritable	0.176796353548826	18	18	0	0	0.0186396762356081	0.820273334388663	0.744756113138324	0.744756113138324
all_individuals	dlpfc	EA	shared	psi	chr10_124642073_124642502	chr10	124642073	124642502	Heritable	0.172259116962831	18	18	0	0	0.0612545043435972	0.973750176830138	1.02721533688429	1.02721533688429
all_individuals	dlpfc	EA	shared	psi	chr10_124670992_124671267	chr10	124670992	124671267	Heritable	0.179000911712836	12	12	0	0	0.139176744471948	0.999956444669139	0.946210680154411	0.946210680154411
all_individuals	dlpfc	EA	shared	psi	chr10_124672100_124672676	chr10	124672100	124672676	Heritable	0.151792028330713	12	12	0	0	0.0951361664988744	0.999956444669139	0.902227833450111	0.902227833450111
all_individuals	dlpfc	EA	shared	psi	chr10_124864229_124864961	chr10	124864229	124864961	Heritable	0.160106381863384	16	16	0	0	0.0845491056237727	0.998420985915682	0.769752955835776	-0.769752955835776
all_individuals	dlpfc	EA	shared	psi	chr10_124994837_124995147	chr10	124994837	124995147	Heritable	0.153688532175881	13	13	0	0	0.0383331629299246	0.926980866577974	0.514729767885795	0.514729767885795
all_individuals	dlpfc	EA	shared	psi	chr10_125000359_125000753	chr10	125000359	125000753	Heritable	0.224769211038753	13	13	0	0	0.0524299622989104	0.957481592538934	0.431157256364514	0.431157256364514
all_individuals	dlpfc	EA	shared	psi	chr10_125007237_125007345	chr10	125007237	125007345	Heritable	0.211150235718835	13	13	0	0	0.013633674736717	0.770489488090556	0.713524469317269	-0.713524469317269
all_individuals	dlpfc	EA	shared	psi	chr10_125014131_125014593	chr10	125014131	125014593	Heritable	0.150960472736295	13	13	0	0	0.113171676025109	0.999956444669139	0.477936529954379	0.477936529954379
all_individuals	dlpfc	EA	shared	psi	chr10_125023385_125023627	chr10	125023385	125023627	Heritable	0.189148191767194	12	12	0	0	0.0110461801533999	0.731593404778027	0.548601762663329	0.548601762663329
all_individuals	dlpfc	EA	shared	psi	chr10_125027160_125028754	chr10	125027160	125028754	Heritable	0.135016562120087	12	12	0	0	0.504293077818231	0.999956444669139	0.300837751691131	-0.300837751691131
all_individuals	dlpfc	EA	shared	psi	chr10_125033013_125033502	chr10	125033013	125033502	Heritable	0.163639286832365	12	12	0	0	0.246846360601582	0.999956444669139	0.431197510063298	-0.431197510063298
