"id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"GO:0042129","regulation of T cell proliferation",0.0231688750114623,109,1.86615926616976,1.30804966858022e-09,6.51670344886668e-06,121813,39,80,1.67402610857853,0.000155750867020577,0.0250306715966617
"GO:0042098","T cell proliferation",0.0254183161544046,115,1.79464361233167,3.88755982960731e-09,9.68391153555181e-06,125180,42,91,1.58487678918678,0.000400324261171425,0.0453359309351317
"GO:0050870","positive regulation of T cell activation",0.0379309861623723,154,1.61047408649148,1.22573914351776e-08,1.49811899240089e-05,113862,52,118,1.513243939958,0.000361726776203719,0.0429076856915935
"GO:0034219","carbohydrate transmembrane transport",0.0129195361381939,69,2.11850417390169,1.43891215609315e-08,1.49811899240089e-05,115373,30,68,1.51495575436971,0.00587489789834572,0.216805491330062
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",0.0400186642154724,160,1.58593195118165,1.6883750397767e-08,1.49811899240089e-05,114506,54,131,1.4155006437775,0.00189939464972277,0.128879775195389
"GO:0022409","positive regulation of cell-cell adhesion",0.047729576365085,184,1.52917573368109,1.80423804785335e-08,1.49811899240089e-05,126260,66,153,1.48129007093927,0.000136013178496652,0.0233661260438042
"GO:0046649","lymphocyte activation",0.090534597511061,311,1.36261438099113,2.52064005223929e-08,1.7939755343223e-05,153967,130,352,1.26820159740798,0.00075117084540377,0.0719679452269535
"GO:0008643","carbohydrate transport",0.0132554772662628,69,2.06481371314321,3.75129610707958e-08,2.2725693979295e-05,115373,30,72,1.43079154579362,0.0150837643621391,0.321142367744346
"GO:0051249","regulation of lymphocyte activation",0.0651401278911772,235,1.43102232690812,4.10540437201234e-08,2.2725693979295e-05,146319,89,225,1.35829810747341,0.000429781643208393,0.0458666364417211
"GO:0033365","protein localization to organelle",0.0904022123683862,308,1.3514463571011,6.31885304080981e-08,2.88379816816589e-05,156387,141,426,1.1365724391938,0.0370226949969958,0.45207614332116
"GO:0008645","hexose transmembrane transport",0.0118175558187142,63,2.1146575217105,6.36727817138194e-08,2.88379816816589e-05,116141,26,61,1.46362938454954,0.0165251807462694,0.3304256488411
"GO:0051251","positive regulation of lymphocyte activation",0.0451854953085016,173,1.5187077536722,7.58855939198e-08,3.15051690757036e-05,121999,61,144,1.45463807155684,0.000432704117374727,0.0458666364417211
"GO:0050863","regulation of T cell activation",0.0531805991478674,197,1.46940040285561,9.36168913501234e-08,3.36484779883366e-05,134249,71,178,1.36970156968108,0.00120513562425739,0.0953013600007988
