seqnames	start	end	width	strand	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	h2_unscaled	r_squared_cv	h2_category
chr1	190729	191663	935	*	chr1	188959	192958	4000	-	1to5kb:11706	ENST00000612080.1	102465909	MIR6859-2	hg38_genes_1to5kb			
chr1	190729	191663	935	*	chr1	188903	195262	6360	-	intron:69844	ENST00000623083.4	100996442	WASH9P	hg38_genes_introns			
chr1	190729	191663	935	*	chr1	139564	195250	55687	*	inter:3				hg38_cpg_inter			
chr1	779388	779741	354	*	chr1	778664	779663	1000	-	promoter:11759	ENST00000506640.3	100288069	LOC100288069	hg38_genes_promoters	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	778689	779688	1000	-	promoter:11762	ENST00000692781.2			hg38_genes_promoters	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	776937	780936	4000	+	1to5kb:48	ENST00000644482.1			hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:49	ENST00000585826.1			hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:50	ENST00000592547.1			hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:51	ENST00000586928.5			hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:52	ENST00000585745.5	124903817	LOC124903817	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:53	ENST00000585768.5			hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:54	ENST00000590848.5	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:55	ENST00000591440.5	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:56	ENST00000587530.5	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:57	ENST00000593022.5	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:58	ENST00000589531.5	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779370	783369	4000	+	1to5kb:59	ENST00000588951.5	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779396	783395	4000	+	1to5kb:60	ENST00000586288.1	105378580	LINC01409	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779664	783663	4000	-	1to5kb:11759	ENST00000506640.3	100288069	LOC100288069	hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779689	783688	4000	-	1to5kb:11762	ENST00000692781.2			hg38_genes_1to5kb	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:29	ENST00000655765.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803950	24858	+	intron:31	ENST00000412115.2	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:35	ENST00000670700.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803566	24474	+	intron:39	ENST00000429505.6	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:42	ENST00000657896.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	781936	2844	+	intron:45	ENST00000434264.6	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	781936	2844	+	intron:47	ENST00000457084.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:48	ENST00000658648.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:52	ENST00000656571.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	786392	7300	+	intron:56	ENST00000665867.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:57	ENST00000669749.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:60	ENST00000666217.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803918	24826	+	intron:63	ENST00000665719.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803566	24474	+	intron:67	ENST00000651411.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	781936	2844	+	intron:70	ENST00000589899.5	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	781936	2844	+	intron:73	ENST00000609830.1	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779093	803921	24829	+	intron:76	ENST00000443772.2	105378580	LINC01409	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	711923	827669	115747	-	intron:69937	ENST00000635509.2	105378947	LOC105378947	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	698960	827669	128710	-	intron:69941	ENST00000634337.2	105378947	LOC105378947	hg38_genes_introns	0.0624031935274447	0.5218796523233	Low prediction
chr1	779388	779741	354	*	chr1	779168	781167	2000	*	shore:18				hg38_cpg_shores	0.0624031935274447	0.5218796523233	Low prediction
