cohort	tissue	population	vmr_set	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
all_individuals	caudate	AA	AA_only	psi	chr10_100348146_100351717	chr10	100348146	100351717	Heritable	0.100261111059661	246	246	0	0	0.000260850552897116	0.195101519471652	9.41558686149147	9.41558686149147
all_individuals	caudate	AA	AA_only	psi	chr10_100621234_100622124	chr10	100621234	100622124	Heritable	0.159216325441	209	209	0	0	0.00245095286139668	0.525067739056407	2.1885970508688	2.1885970508688
all_individuals	caudate	AA	AA_only	psi	chr10_100736368_100737150	chr10	100736368	100737150	Non-heritable	0.0540255987673492	69	69	0	0	0.0134549434151241	0.751877681972183	0.782807164033435	-0.782807164033435
all_individuals	caudate	AA	AA_only	psi	chr10_100932348_100932948	chr10	100932348	100932948	Heritable	0.128404346160725	83	83	0	0	0.0104585315983277	0.725465181591301	1.72491146443667	1.72491146443667
all_individuals	caudate	AA	AA_only	psi	chr10_101005650_101007117	chr10	101005650	101007117	Heritable	0.129008364089273	84	84	0	0	0.000537934057525852	0.288559503152606	1.6347989867918	1.6347989867918
all_individuals	caudate	AA	AA_only	psi	chr10_101008423_101008841	chr10	101008423	101008841	Non-heritable	0.0761460157801961	84	84	0	0	0.0429006518487355	0.858091916123371	0.923620608899104	-0.923620608899104
all_individuals	caudate	AA	AA_only	psi	chr10_101310581_101310723	chr10	101310581	101310723	Non-heritable	0.0547131645935228	126	126	0	0	0.00741223736922779	0.684074218410114	4.76039409263433	4.76039409263433
all_individuals	caudate	AA	AA_only	psi	chr10_101311452_101312231	chr10	101311452	101312231	Heritable	0.103444864203164	126	126	0	0	0.0101174445935135	0.721308448363987	4.29229306706269	4.29229306706269
all_individuals	caudate	AA	AA_only	psi	chr10_101774199_101774853	chr10	101774199	101774853	Non-heritable	0.0861762520463847	79	79	0	0	0.00893720057781382	0.70707551551466	2.94676299169583	2.94676299169583
all_individuals	caudate	AA	AA_only	psi	chr10_101843180_101843272	chr10	101843180	101843272	Non-heritable	0.068504075252644	57	57	0	0	0.0288929470894677	0.824503780154912	2.69681770004872	2.69681770004872
all_individuals	caudate	AA	AA_only	psi	chr10_1022727_1023051	chr10	1022727	1023051	Heritable	0.1373202840114	102	102	0	0	0.0259597557843291	0.815991742934933	3.24293323235618	-3.24293323235618
