Region  Step    Chr     Start   End     Error
caudate extract_snp     chr1    248579051       248583176       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr1    248585900       248600240       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr1    248601270       248632304       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr1    248634080       248634819       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr1    248691995       248692258       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr1    248704256       248709141       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr1    248811276       248811669       ERROR: End position exceeds Chromosome 1 size.
caudate extract_snp     chr10   394179  395006  ERROR: Start position is below zero.
caudate extract_snp     chr10   484557  484715  ERROR: Start position is below zero.
caudate extract_snp     chr10   338696  339100  ERROR: Start position is below zero.
caudate extract_snp     chr10   293247  293376  ERROR: Start position is below zero.
caudate extract_snp     chr10   49211   49360   ERROR: Start position is below zero.
caudate extract_snp     chr11   399887  400430  ERROR: Start position is below zero.
caudate extract_snp     chr11   396528  397650  ERROR: Start position is below zero.
caudate extract_snp     chr11   489054  489311  ERROR: Start position is below zero.
caudate extract_snp     chr11   374087  374421  ERROR: Start position is below zero.
caudate extract_snp     chr11   361866  362206  ERROR: Start position is below zero.
caudate extract_snp     chr11   355333  355557  ERROR: Start position is below zero.
caudate extract_snp     chr11   350302  350483  ERROR: Start position is below zero.
caudate extract_snp     chr11   335867  336313  ERROR: Start position is below zero.
caudate extract_snp     chr11   327129  327479  ERROR: Start position is below zero.
caudate extract_snp     chr11   319873  320840  ERROR: Start position is below zero.
caudate extract_snp     chr11   308126  308473  ERROR: Start position is below zero.
caudate extract_snp     chr11   300064  300329  ERROR: Start position is below zero.
caudate extract_snp     chr11   479409  480076  ERROR: Start position is below zero.
caudate extract_snp     chr11   287895  288034  ERROR: Start position is below zero.
caudate extract_snp     chr11   494572  495570  ERROR: Start position is below zero.
caudate extract_snp     chr11   424941  425254  ERROR: Start position is below zero.
caudate extract_snp     chr11   420351  420604  ERROR: Start position is below zero.
caudate extract_snp     chr11   405754  405936  ERROR: Start position is below zero.
caudate extract_snp     chr12   219953  220323  ERROR: Start position is below zero.
caudate extract_snp     chr12   203247  204380  ERROR: Start position is below zero.
caudate extract_snp     chr12   199250  200194  ERROR: Start position is below zero.
caudate extract_snp     chr12   187974  188700  ERROR: Start position is below zero.
caudate extract_snp     chr12   175119  175431  ERROR: Start position is below zero.
caudate extract_snp     chr12   138857  139181  ERROR: Start position is below zero.
caudate extract_snp     chr12   461033  461277  ERROR: Start position is below zero.
caudate extract_snp     chr12   104527  105095  ERROR: Start position is below zero.
caudate extract_snp     chr12   103032  103211  ERROR: Start position is below zero.
caudate extract_snp     chr12   453619  454172  ERROR: Start position is below zero.
caudate extract_snp     chr16   487524  487885  ERROR: Start position is below zero.
caudate extract_snp     chr16   369688  370130  ERROR: Start position is below zero.
caudate extract_snp     chr16   483341  484037  ERROR: Start position is below zero.
caudate extract_snp     chr16   276372  276499  ERROR: Start position is below zero.
caudate extract_snp     chr16   174755  175779  ERROR: Start position is below zero.
caudate extract_snp     chr16   91650   92042   ERROR: Start position is below zero.
caudate extract_snp     chr16   73918   74174   ERROR: Start position is below zero.
caudate extract_snp     chr16   400699  401180  ERROR: Start position is below zero.
caudate extract_snp     chr17   379527  379862  ERROR: Start position is below zero.
caudate extract_snp     chr17   360063  360695  ERROR: Start position is below zero.
caudate extract_snp     chr17   332661  333229  ERROR: Start position is below zero.
caudate extract_snp     chr17   330974  331852  ERROR: Start position is below zero.
caudate extract_snp     chr17   239975  240699  ERROR: Start position is below zero.
caudate extract_snp     chr17   234430  235144  ERROR: Start position is below zero.
caudate extract_snp     chr17   222095  222432  ERROR: Start position is below zero.
caudate extract_snp     chr17   207111  207981  ERROR: Start position is below zero.
caudate extract_snp     chr19   489778  490121  ERROR: Start position is below zero.
caudate extract_snp     chr19   480559  480774  ERROR: Start position is below zero.
caudate extract_snp     chr19   479955  480232  ERROR: Start position is below zero.
caudate extract_snp     chr19   291815  292072  ERROR: Start position is below zero.
caudate extract_snp     chr19   277681  277847  ERROR: Start position is below zero.
caudate extract_snp     chr19   426895  427162  ERROR: Start position is below zero.
caudate extract_snp     chr19   410261  410609  ERROR: Start position is below zero.
caudate extract_snp     chr19   406144  406435  ERROR: Start position is below zero.
caudate extract_snp     chr2    214520  214836  ERROR: Start position is below zero.
caudate extract_snp     chr2    199087  199501  ERROR: Start position is below zero.
caudate extract_snp     chr2    439970  440385  ERROR: Start position is below zero.
caudate extract_snp     chr20   278792  279586  ERROR: Start position is below zero.
caudate extract_snp     chr3    487211  489672  ERROR: Start position is below zero.
caudate extract_snp     chr3    308120  309330  ERROR: Start position is below zero.
caudate extract_snp     chr3    11779   12039   ERROR: Start position is below zero.
caudate extract_snp     chr4    212295  212354  ERROR: Start position is below zero.
caudate extract_snp     chr4    125724  126197  ERROR: Start position is below zero.
caudate extract_snp     chr5    388751  389037  ERROR: Start position is below zero.
caudate extract_snp     chr5    322546  322881  ERROR: Start position is below zero.
caudate extract_snp     chr5    270774  270939  ERROR: Start position is below zero.
caudate extract_snp     chr5    475303  476359  ERROR: Start position is below zero.
caudate extract_snp     chr5    241385  242390  ERROR: Start position is below zero.
caudate extract_snp     chr5    231819  232228  ERROR: Start position is below zero.
caudate extract_snp     chr5    210511  210641  ERROR: Start position is below zero.
caudate extract_snp     chr5    197092  197718  ERROR: Start position is below zero.
caudate extract_snp     chr5    191678  191938  ERROR: Start position is below zero.
caudate extract_snp     chr5    51327   51384   ERROR: Start position is below zero.
caudate extract_snp     chr5    415760  416043  ERROR: Start position is below zero.
caudate extract_snp     chr6    487902  488600  ERROR: Start position is below zero.
caudate extract_snp     chr6    436870  437206  ERROR: Start position is below zero.
caudate extract_snp     chr7    379406  379735  ERROR: Start position is below zero.
caudate extract_snp     chr7    360071  360701  ERROR: Start position is below zero.
caudate extract_snp     chr7    353819  354157  ERROR: Start position is below zero.
caudate extract_snp     chr7    341890  342662  ERROR: Start position is below zero.
caudate extract_snp     chr7    498366  499185  ERROR: Start position is below zero.
caudate extract_snp     chr7    219713  220165  ERROR: Start position is below zero.
caudate extract_snp     chr7    168126  168223  ERROR: Start position is below zero.
caudate extract_snp     chr7    162351  162980  ERROR: Start position is below zero.
caudate extract_snp     chr7    159493  160338  ERROR: Start position is below zero.
caudate extract_snp     chr7    465154  465228  ERROR: Start position is below zero.
caudate extract_snp     chr7    131662  132151  ERROR: Start position is below zero.
caudate extract_snp     chr7    129011  130649  ERROR: Start position is below zero.
caudate extract_snp     chr7    119490  119720  ERROR: Start position is below zero.
caudate extract_snp     chr7    115199  115573  ERROR: Start position is below zero.
caudate extract_snp     chr7    71447   71490   ERROR: Start position is below zero.
caudate extract_snp     chr7    61647   61890   ERROR: Start position is below zero.
caudate extract_snp     chr7    455497  455568  ERROR: Start position is below zero.
caudate extract_snp     chr7    452028  452404  ERROR: Start position is below zero.
caudate extract_snp     chr7    442628  443469  ERROR: Start position is below zero.
caudate extract_snp     chr7    437534  438173  ERROR: Start position is below zero.
caudate extract_snp     chr7    435023  435306  ERROR: Start position is below zero.
caudate extract_snp     chr7    424716  425635  ERROR: Start position is below zero.
caudate extract_snp     chr7    419105  419247  ERROR: Start position is below zero.
caudate extract_snp     chr8    385281  385522  ERROR: Start position is below zero.
caudate extract_snp     chr8    281824  282081  ERROR: Start position is below zero.
caudate extract_snp     chr8    276356  276838  ERROR: Start position is below zero.
caudate extract_snp     chr9    469037  469391  ERROR: Start position is below zero.
