cohort	tissue	population	modality	vmr_id	seqnames	start	end	h2_category	h2_unscaled	n_pairs_tested	n_features_tested	n_sig_fdr_05	n_sig_fdr_10	min_p	min_fdr	max_abs_beta	strongest_beta
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100025507_100026058	chr10	100025507	100026058	Non-heritable	0.0628478403658804	1	1	0	0	0.390765646038026	0.934747951187448	0.169111297102592	0.169111297102592
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100348447_100351386	chr10	100348447	100351386	Heritable	0.119716263295452	1	1	0	0	0.391538349007578	0.934747951187448	0.332144563301682	-0.332144563301682
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100370614_100371255	chr10	100370614	100371255	Non-heritable	0.0689661618632027	1	1	0	0	0.0697936284012657	0.68786825448778	0.740294197520193	0.740294197520193
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100687844_100688242	chr10	100687844	100688242	Non-heritable	0.0835961397215088	1	1	0	0	0.262466348000009	0.900905436363967	0.107804720594796	0.107804720594796
BA_only	dlpfc	AA	expression_nearest_gene	chr10_100882136_100882640	chr10	100882136	100882640	Heritable	0.187883345127013	1	1	0	0	0.16138479620255	0.828724795597333	0.432571512690913	0.432571512690913
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101484347_101485044	chr10	101484347	101485044	Heritable	0.171549893956159	1	1	0	0	0.991390198770016	0.999871081570934	0.00152524286797018	0.00152524286797018
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101507260_101507470	chr10	101507260	101507470	Heritable	0.102327778766683	1	1	0	0	0.668755901101663	0.975662337075933	0.0552748861201167	-0.0552748861201167
BA_only	dlpfc	AA	expression_nearest_gene	chr10_10157082_10157472	chr10	10157082	10157472	Heritable	0.141719309737426	1	1	0	0	0.0547556229284885	0.642267490853884	0.155768679693678	0.155768679693678
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101653703_101654052	chr10	101653703	101654052	Non-heritable	0.0941846259642083	1	1	0	0	0.0718643899755956	0.695125289047961	0.388694891419384	-0.388694891419384
BA_only	dlpfc	AA	expression_nearest_gene	chr10_101672393_101672921	chr10	101672393	101672921	Non-heritable	0.0908847844308364	1	1	0	0	0.691723562672857	0.981028199947262	0.102177644917475	-0.102177644917475
BA_only	dlpfc	AA	expression_nearest_gene	chr10_102433082_102433216	chr10	102433082	102433216	Heritable	0.430919382778663	1	1	0	0	0.579619945476467	0.966567380027213	0.117195903680624	0.117195903680624
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103124643_103125401	chr10	103124643	103125401	Non-heritable	0.065741192999415	1	1	0	0	0.492426055939159	0.954992023116776	0.130635887316672	0.130635887316672
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103397356_103397578	chr10	103397356	103397578	Heritable	0.12576806350505	1	1	0	0	0.900799019073807	0.993080734139088	0.0232902033040503	-0.0232902033040503
BA_only	dlpfc	AA	expression_nearest_gene	chr10_1034873_1035605	chr10	1034873	1035605	Non-heritable	0.0905196959357241	1	1	0	0	0.920917995378721	0.995354566159406	0.0306770159673082	0.0306770159673082
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103715573_103717071	chr10	103715573	103717071	Heritable	0.151857597688637	1	1	0	0	0.459753887551275	0.95258413142878	0.182800204450558	0.182800204450558
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103727172_103728093	chr10	103727172	103728093	Heritable	0.157771941175833	1	1	0	0	0.214627821855978	0.856286493932702	0.272847844574699	0.272847844574699
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103772945_103773022	chr10	103772945	103773022	Heritable	0.106963213458031	1	1	0	0	0.766475047647837	0.987078201630776	0.0840898336702196	-0.0840898336702196
BA_only	dlpfc	AA	expression_nearest_gene	chr10_103852988_103853706	chr10	103852988	103853706	Heritable	0.149058906168657	1	1	0	0	0.047977032299467	0.619001997286297	0.42465066608753	0.42465066608753
BA_only	dlpfc	AA	expression_nearest_gene	chr10_104275213_104275792	chr10	104275213	104275792	Heritable	0.366706524166344	1	1	1	1	4.21365265429823e-11	3.43650535380962e-08	2.40215330144803	-2.40215330144803
BA_only	dlpfc	AA	expression_nearest_gene	chr10_104305387_104306086	chr10	104305387	104306086	Heritable	0.133928404287895	1	1	0	0	0.0893395460184868	0.738075309310179	1.12635822013953	1.12635822013953
BA_only	dlpfc	AA	expression_nearest_gene	chr10_104331188_104331648	chr10	104331188	104331648	Heritable	0.138871452601056	1	1	0	0	0.660571452298969	0.97481922256688	0.165617948859929	-0.165617948859929
