vmr_id	feature_type	nearest_feature_id	nearest_feature_name	nearest_distance	seqnames	start	end	h2_category	h2_unscaled	r_squared_cv	num_snps	population	vmr_set	vmr_length	log_nearest_distance	within_10kb	within_100kb
chrX_119468148_119468527	gene	ENSG00000005022	SLC25A5	0	chrX	119468148	119468527	Heritable	0.103075868588054	0.766604097647173	301	AA	shared	379	0	TRUE	TRUE
chr1_72324264_72324382	gene	ENSG00000227016	LINC02796	0	chr1	72324264	72324382	Heritable	0.399532616247791	0.717932410339242	190	AA	shared	118	0	TRUE	TRUE
chr1_72334745_72334842	gene	ENSG00000227016	LINC02796	0	chr1	72334745	72334842	Heritable	0.280763358538868	0.730542411790968	185	AA	shared	97	0	TRUE	TRUE
chr1_7262152_7262817	gene	ENSG00000171735	CAMTA1	0	chr1	7262152	7262817	Heritable	0.113974181859238	0.944187398397331	534	AA	shared	665	0	TRUE	TRUE
chr1_7557824_7558069	gene	ENSG00000306883	ENSG00000306883	0	chr1	7557824	7558069	Heritable	0.144255424759179	0.934219329421982	524	AA	shared	245	0	TRUE	TRUE
chr1_7633647_7634157	gene	ENSG00000171735	CAMTA1	0	chr1	7633647	7634157	Heritable	0.101598098150641	0.871558506365878	502	AA	shared	510	0	TRUE	TRUE
chr1_7784964_7785043	gene	ENSG00000049246	PER3	0	chr1	7784964	7785043	Heritable	0.108637820086347	0.93612767633254	488	AA	shared	79	0	TRUE	TRUE
chr1_8182792_8183873	gene	ENSG00000227634	LINC01714	0	chr1	8182792	8183873	Heritable	0.112062434424891	0.946343914442921	572	AA	shared	1081	0	TRUE	TRUE
chr1_8332504_8332730	gene	ENSG00000162426	SLC45A1	0	chr1	8332504	8332730	Heritable	0.134146051890883	0.961120844534816	611	AA	shared	226	0	TRUE	TRUE
chr1_87134438_87135554	gene	ENSG00000267272	LINC01140	0	chr1	87134438	87135554	Heritable	0.108987480575424	0.898304017844262	408	AA	shared	1116	0	TRUE	TRUE
chr1_8713508_8714460	gene	ENSG00000142599	RERE	0	chr1	8713508	8714460	Heritable	0.111214736083677	0.947760294159689	585	AA	shared	952	0	TRUE	TRUE
chr1_8760086_8760318	gene	ENSG00000142599	RERE	0	chr1	8760086	8760318	Heritable	0.133310684859143	0.953590920100782	582	AA	shared	232	0	TRUE	TRUE
chr1_8774595_8775337	gene	ENSG00000142599	RERE	0	chr1	8774595	8775337	Heritable	0.104085235228056	0.9520195575362	572	AA	shared	742	0	TRUE	TRUE
chr1_8792533_8793113	gene	ENSG00000142599	RERE	0	chr1	8792533	8793113	Heritable	0.122187205759991	0.950689814250983	580	AA	shared	580	0	TRUE	TRUE
chrX_48897460_48898041	gene	ENSG00000126768	TIMM17B	0	chrX	48897460	48898041	Heritable	0.114771177710625	0.424861587357823	82	AA	shared	581	0	TRUE	TRUE
chr1_8853051_8853571	gene	ENSG00000142599	RERE	4129	chr1	8853051	8853571	Non-heritable	0.092826903305706	0.950410872434845	578	AA	shared	520	8.32603268595508	TRUE	TRUE
chr1_8888367_8888959	gene	ENSG00000238249	HMGN2P17	4449	chr1	8888367	8888959	Heritable	0.100303554337752	0.938570996264231	572	AA	shared	592	8.40065937516029	TRUE	TRUE
chr1_88991832_88992179	gene	ENSG00000213516	RBMXL1	0	chr1	88991832	88992179	Heritable	0.128228834840008	0.835513412075579	287	AA	shared	347	0	TRUE	TRUE
chr1_8906387_8907271	gene	ENSG00000310107	ENSG00000310107	0	chr1	8906387	8907271	Heritable	0.105145930053517	0.951287873719386	550	AA	shared	884	0	TRUE	TRUE
chr1_90726433_90726740	gene	ENSG00000287076	ENSG00000287076	0	chr1	90726433	90726740	Non-heritable	0.0720692888690924	0.891369004882748	448	AA	shared	307	0	TRUE	TRUE
chr1_90835559_90835813	gene	ENSG00000285532	LINC02788	0	chr1	90835559	90835813	Heritable	0.133722730020705	0.921971685345926	449	AA	shared	254	0	TRUE	TRUE
chr1_90909787_90910134	gene	ENSG00000122482	ZNF644	5163	chr1	90909787	90910134	Heritable	0.135630770244999	0.911873219775973	447	AA	shared	347	8.54946675196653	TRUE	TRUE
chr1_9222666_9224378	gene	ENSG00000049239	H6PD	10395	chr1	9222666	9224378	Heritable	0.109863006283923	0.941006467367422	513	AA	shared	1712	9.24917639576138	FALSE	TRUE
chr1_92876411_92877344	gene	ENSG00000154511	DIPK1A	0	chr1	92876411	92877344	Heritable	0.110347724564172	0.626875930820462	169	AA	shared	933	0	TRUE	TRUE
chr1_9407927_9408674	gene	ENSG00000307568	ENSG00000307568	1938	chr1	9407927	9408674	Heritable	0.156511408151866	0.925903998317643	472	AA	shared	747	7.56992765524265	TRUE	TRUE
chr1_9478805_9479309	gene	ENSG00000296249	ENSG00000296249	11032	chr1	9478805	9479309	Heritable	0.180974805780177	0.942352419111046	477	AA	shared	504	9.30864606076031	FALSE	TRUE
chr1_9514811_9515512	gene	ENSG00000235263	ENSG00000235263	11274	chr1	9514811	9515512	Heritable	0.101631236988074	0.949012186379951	487	AA	shared	701	9.33034316437088	FALSE	TRUE
chr1_9531133_9532263	gene	ENSG00000171612	SLC25A33	7201	chr1	9531133	9532263	Heritable	0.122382730767215	0.916562240102329	483	AA	shared	1130	8.88211404420882	TRUE	TRUE
chr1_9536906_9537435	gene	ENSG00000171612	SLC25A33	2029	chr1	9536906	9537435	Heritable	0.115717387733994	0.932453395766628	479	AA	shared	529	7.61579107203583	TRUE	TRUE
chr1_9580628_9580841	gene	ENSG00000171612	SLC25A33	0	chr1	9580628	9580841	Heritable	0.113305178601568	0.945773322073932	485	AA	shared	213	0	TRUE	TRUE
chr1_9587980_9588075	gene	ENSG00000188807	TMEM201	835	chr1	9587980	9588075	Heritable	0.125736802116446	0.94851038305956	490	AA	shared	95	6.7286286130847	TRUE	TRUE
chr1_9660973_9661724	gene	ENSG00000233268	ENSG00000233268	0	chr1	9660973	9661724	Heritable	0.180693078581638	0.958222782732633	516	AA	shared	751	0	TRUE	TRUE
chr1_9695418_9695830	gene	ENSG00000171608	PIK3CD	0	chr1	9695418	9695830	Heritable	0.161341346102416	0.953427904980257	524	AA	shared	412	0	TRUE	TRUE
chr1_9762017_9762447	gene	ENSG00000171603	CLSTN1	0	chr1	9762017	9762447	Heritable	0.15130685820087	0.96164270108487	543	AA	shared	430	0	TRUE	TRUE
chr1_9771277_9771826	gene	ENSG00000171603	CLSTN1	0	chr1	9771277	9771826	Heritable	0.186469637383623	0.95470018098123	550	AA	shared	549	0	TRUE	TRUE
chr1_9805632_9805798	gene	ENSG00000171603	CLSTN1	0	chr1	9805632	9805798	Heritable	0.177871053036844	0.954763634710065	567	AA	shared	166	0	TRUE	TRUE
