task_id	chrom	start	end	iteration	h2_incremental
2835	4	72582822	72584652	1	0.555872868826899
2835	4	72582822	72584652	2	0.00913816246563565
2835	4	72582822	72584652	3	3.07403171950564e-05
2835	4	72582822	72584652	4	0.00010435455689764
2835	4	72582822	72584652	5	3.18759586453093e-05
2835	4	72582822	72584652	6	0
2835	4	72582822	72584652	7	9.74338757933009e-07
2835	4	72582822	72584652	8	5.25633530843948e-06
2835	4	72582822	72584652	9	2.70711830807599e-05
2835	4	72582822	72584652	10	4.61839071355722e-07
2835	4	72582822	72584652	11	7.48455853220608e-06
