task_id	chrom	start	end	iteration	h2_incremental
525	1	26479701	26480850	1	0.0959366327764626
525	1	26479701	26480850	2	0.00699372473144692
525	1	26479701	26480850	3	0.0125380841315387
525	1	26479701	26480850	4	0
525	1	26479701	26480850	5	0.00392221567811318
525	1	26479701	26480850	6	0
525	1	26479701	26480850	7	9.58092816793609e-05
525	1	26479701	26480850	8	9.06496356245402e-08
525	1	26479701	26480850	9	0
525	1	26479701	26480850	10	3.90739104890485e-06
525	1	26479701	26480850	11	1.30531265966598e-05
