task_id	chrom	start	end	iteration	h2_incremental
2465	4	128553382	128554521	1	0.211717670097763
2465	4	128553382	128554521	2	3.484430091899e-06
2465	4	128553382	128554521	3	0
2465	4	128553382	128554521	4	1.95230904509354e-05
2465	4	128553382	128554521	5	0.000108290790014955
2465	4	128553382	128554521	6	1.64639671042623e-05
2465	4	128553382	128554521	7	0.000192206925292621
2465	4	128553382	128554521	8	0
2465	4	128553382	128554521	9	1.24192142380356e-06
2465	4	128553382	128554521	10	0
2465	4	128553382	128554521	11	0
