task_id	chrom	start	end	iteration	h2_incremental
4245	7	149783550	149783791	1	0.279934033808596
4245	7	149783550	149783791	2	0.00460611201709373
4245	7	149783550	149783791	3	0.00132438808363573
4245	7	149783550	149783791	4	4.19354438035165e-05
4245	7	149783550	149783791	5	0
4245	7	149783550	149783791	6	0.00128712262914171
4245	7	149783550	149783791	7	0
4245	7	149783550	149783791	8	8.53129859938426e-08
4245	7	149783550	149783791	9	3.17849790629456e-07
4245	7	149783550	149783791	10	0
4245	7	149783550	149783791	11	0
