task_id	chrom	start	end	iteration	h2_incremental
2097	3	193816791	193817282	1	0.428770200702389
2097	3	193816791	193817282	2	0.0131763799157696
2097	3	193816791	193817282	3	3.37967163212012e-07
2097	3	193816791	193817282	4	4.24588404754178e-05
2097	3	193816791	193817282	5	4.57513191374647e-05
2097	3	193816791	193817282	6	6.07007319361973e-06
2097	3	193816791	193817282	7	3.39215730304532e-06
2097	3	193816791	193817282	8	0
2097	3	193816791	193817282	9	2.31365159067837e-06
2097	3	193816791	193817282	10	2.3933343006889e-05
2097	3	193816791	193817282	11	3.60438156950819e-07
