task_id	chrom	start	end	iteration	h2_incremental
1592	2	44268243	44269176	1	0.157521438677649
1592	2	44268243	44269176	2	8.22376393232038e-08
1592	2	44268243	44269176	3	0.000694184535358206
1592	2	44268243	44269176	4	0
1592	2	44268243	44269176	5	0.00205020108078105
1592	2	44268243	44269176	6	0.00329152699229773
1592	2	44268243	44269176	7	0.00502468875511921
1592	2	44268243	44269176	8	0
1592	2	44268243	44269176	9	0
1592	2	44268243	44269176	10	0
1592	2	44268243	44269176	11	0
1592	2	44268243	44269176	12	0
