task_id	chrom	start	end	iteration	h2_incremental
993	2	105746260	105746382	1	0.207295008506275
993	2	105746260	105746382	2	0.0210614815444867
993	2	105746260	105746382	3	4.75809889936223e-05
993	2	105746260	105746382	4	0.00279990276550538
993	2	105746260	105746382	5	0.000456764208602635
993	2	105746260	105746382	6	0.00325634497289977
993	2	105746260	105746382	7	0.00192326475889689
993	2	105746260	105746382	8	1.36178889411723e-05
993	2	105746260	105746382	9	0
993	2	105746260	105746382	10	1.09353972390714e-05
993	2	105746260	105746382	11	0
993	2	105746260	105746382	12	0
