task_id	chrom	start	end	iteration	h2_incremental
505	1	25480654	25482017	1	0.204121758894924
505	1	25480654	25482017	2	0.00057323761388412
505	1	25480654	25482017	3	0.00215353738093874
505	1	25480654	25482017	4	0.000863516454480171
505	1	25480654	25482017	5	0.00249079818833921
505	1	25480654	25482017	6	0
505	1	25480654	25482017	7	0
505	1	25480654	25482017	8	1.69428630461802e-05
505	1	25480654	25482017	9	1.57867860603962e-05
505	1	25480654	25482017	10	8.94978012663999e-07
505	1	25480654	25482017	11	0
