task_id	chrom	start	end	iteration	h2_incremental
2267	3	52366219	52366842	1	0.13795632977993
2267	3	52366219	52366842	2	4.40058200220191e-05
2267	3	52366219	52366842	3	0.00308546790135885
2267	3	52366219	52366842	4	0.000124909813283804
2267	3	52366219	52366842	5	3.43862699809873e-05
2267	3	52366219	52366842	6	9.55626138409877e-06
2267	3	52366219	52366842	7	0
2267	3	52366219	52366842	8	2.6355449057134e-06
2267	3	52366219	52366842	9	0
2267	3	52366219	52366842	10	5.53363819556044e-05
2267	3	52366219	52366842	11	2.20764036598806e-06
