task_id	chrom	start	end	iteration	h2_incremental
3169	5	172355105	172355294	1	0.245955897520221
3169	5	172355105	172355294	2	0
3169	5	172355105	172355294	3	0.00938338169792626
3169	5	172355105	172355294	4	0.000172635790407178
3169	5	172355105	172355294	5	0.00309535917794402
3169	5	172355105	172355294	6	0
3169	5	172355105	172355294	7	0
3169	5	172355105	172355294	8	0.00223992916888502
3169	5	172355105	172355294	9	6.18769521346367e-08
3169	5	172355105	172355294	10	0.00358864625603343
3169	5	172355105	172355294	11	0
3169	5	172355105	172355294	12	0
3169	5	172355105	172355294	13	2.16051608007376e-07
3169	5	172355105	172355294	14	2.88079438174111e-06
3169	5	172355105	172355294	15	1.54724926029423e-05
