task_id	chrom	start	end	iteration	h2_incremental
663	1	32953930	32954201	1	0.2154407335634
663	1	32953930	32954201	2	0.00472391297268666
663	1	32953930	32954201	3	7.80766455478226e-06
663	1	32953930	32954201	4	3.19235627313985e-05
663	1	32953930	32954201	5	1.86486096897672e-06
663	1	32953930	32954201	6	0.00126216000444468
663	1	32953930	32954201	7	2.1810237253113e-05
663	1	32953930	32954201	8	0
663	1	32953930	32954201	9	7.22679744985828e-05
663	1	32953930	32954201	10	6.98165101353421e-06
663	1	32953930	32954201	11	0
