task_id	chrom	start	end	iteration	h2_incremental
3830	6	28692769	28693029	1	0.129047529347159
3830	6	28692769	28693029	2	0.00198305459541192
3830	6	28692769	28693029	3	0.000225841584392375
3830	6	28692769	28693029	4	0
3830	6	28692769	28693029	5	5.54172816311024e-05
3830	6	28692769	28693029	6	0
3830	6	28692769	28693029	7	8.86751749590522e-05
3830	6	28692769	28693029	8	0.00197752754906587
3830	6	28692769	28693029	9	0
3830	6	28692769	28693029	10	0.000200685851416541
3830	6	28692769	28693029	11	0
3830	6	28692769	28693029	12	0
3830	6	28692769	28693029	13	8.25306962034043e-05
