task_id	chrom	start	end	iteration	h2_incremental
3106	5	151156484	151157027	1	0.499261844718182
3106	5	151156484	151157027	2	0
3106	5	151156484	151157027	3	7.4461922181896e-08
3106	5	151156484	151157027	4	1.35457524903866e-06
3106	5	151156484	151157027	5	0
3106	5	151156484	151157027	6	2.24159233233704e-05
3106	5	151156484	151157027	7	0
3106	5	151156484	151157027	8	7.24687190493475e-06
3106	5	151156484	151157027	9	0
3106	5	151156484	151157027	10	1.77485260721553e-06
3106	5	151156484	151157027	11	0
