task_id	chrom	start	end	iteration	h2_incremental
4206	7	139652289	139652908	1	0.0586962308818085
4206	7	139652289	139652908	2	0.0428265196651466
4206	7	139652289	139652908	3	0.000477341451313521
4206	7	139652289	139652908	4	0.000263042925564888
4206	7	139652289	139652908	5	0.000101582992998604
4206	7	139652289	139652908	6	0
4206	7	139652289	139652908	7	7.56997410478323e-06
4206	7	139652289	139652908	8	0
4206	7	139652289	139652908	9	1.97996934929979e-05
4206	7	139652289	139652908	10	0
4206	7	139652289	139652908	11	0
