task_id	chrom	start	end	iteration	h2_incremental
231	1	161764940	161765176	1	0.193719788657947
231	1	161764940	161765176	2	0
231	1	161764940	161765176	3	1.87506930232953e-06
231	1	161764940	161765176	4	0.000636421936076904
231	1	161764940	161765176	5	2.00416594365054e-06
231	1	161764940	161765176	6	0
231	1	161764940	161765176	7	0.00603287093623858
231	1	161764940	161765176	8	8.03447661960849e-05
231	1	161764940	161765176	9	0.000972666715943574
231	1	161764940	161765176	10	1.77183067257986e-06
231	1	161764940	161765176	11	1.21355010843412e-05
231	1	161764940	161765176	12	3.70496357404593e-06
231	1	161764940	161765176	13	0
231	1	161764940	161765176	14	8.00209737332112e-06
