task_id	chrom	start	end	iteration	h2_incremental
2787	4	6007986	6008557	1	0.417892968279313
2787	4	6007986	6008557	2	0.000551611537899682
2787	4	6007986	6008557	3	1.31466253847161e-07
2787	4	6007986	6008557	4	0.000676795361355403
2787	4	6007986	6008557	5	3.41558509955667e-06
2787	4	6007986	6008557	6	6.0729712308255e-08
2787	4	6007986	6008557	7	0.0136779868092243
2787	4	6007986	6008557	8	0.00206174089441024
2787	4	6007986	6008557	9	0.000213146536415393
2787	4	6007986	6008557	10	1.16906900465943e-07
2787	4	6007986	6008557	11	0
2787	4	6007986	6008557	12	2.92961622961877e-08
2787	4	6007986	6008557	13	0
