task_id	chrom	start	end	iteration	h2_incremental
1540	2	31863099	31863740	1	0.000906332452701115
1540	2	31863099	31863740	2	0.0266147474221575
1540	2	31863099	31863740	3	0.0140913076400767
1540	2	31863099	31863740	4	0.00108688029602495
1540	2	31863099	31863740	5	0.00209090149586581
1540	2	31863099	31863740	6	0
1540	2	31863099	31863740	7	0.00720632844632495
1540	2	31863099	31863740	8	0.000126245407159352
1540	2	31863099	31863740	9	0
1540	2	31863099	31863740	10	0
1540	2	31863099	31863740	11	0
1540	2	31863099	31863740	12	0
