task_id	chrom	start	end	iteration	h2_incremental
3854	6	29896109	29897534	1	0.663199871510437
3854	6	29896109	29897534	2	0.00192787862120612
3854	6	29896109	29897534	3	0.000129681248229806
3854	6	29896109	29897534	4	0
3854	6	29896109	29897534	5	9.5266907813092e-05
3854	6	29896109	29897534	6	0
3854	6	29896109	29897534	7	0
3854	6	29896109	29897534	8	0.000516268454763306
3854	6	29896109	29897534	9	0
3854	6	29896109	29897534	10	0
3854	6	29896109	29897534	11	1.23594768642096e-06
3854	6	29896109	29897534	12	5.45635035575738e-05
3854	6	29896109	29897534	13	9.39002307489438e-07
