task_id	chrom	start	end	iteration	h2_incremental
3024	5	132310411	132310894	1	0.0703189302724356
3024	5	132310411	132310894	2	0.00990656903105726
3024	5	132310411	132310894	3	0.00370959259307011
3024	5	132310411	132310894	4	2.35724370544725e-05
3024	5	132310411	132310894	5	9.69304963817224e-06
3024	5	132310411	132310894	6	0.0156331900564393
3024	5	132310411	132310894	7	6.10727511300927e-05
3024	5	132310411	132310894	8	0
3024	5	132310411	132310894	9	0
3024	5	132310411	132310894	10	9.06706273463856e-06
3024	5	132310411	132310894	11	6.00706540221603e-06
