task_id	chrom	start	end	iteration	h2_incremental
1263	2	204260417	204261224	1	0.237825399746925
1263	2	204260417	204261224	2	0.00585415611530815
1263	2	204260417	204261224	3	2.37628307311714e-06
1263	2	204260417	204261224	4	2.31281300492449e-05
1263	2	204260417	204261224	5	0.0020530173423418
1263	2	204260417	204261224	6	5.79371588265913e-06
1263	2	204260417	204261224	7	2.36235171414259e-05
1263	2	204260417	204261224	8	1.96968876544789e-06
1263	2	204260417	204261224	9	0.00136267276061964
1263	2	204260417	204261224	10	7.74999775562118e-07
1263	2	204260417	204261224	11	3.34970538677482e-07
1263	2	204260417	204261224	12	0.00308209395675346
1263	2	204260417	204261224	13	0
1263	2	204260417	204261224	14	0
1263	2	204260417	204261224	15	2.02644662682816e-07
1263	2	204260417	204261224	16	0
1263	2	204260417	204261224	17	4.17562986667729e-06
