task_id	chrom	start	end	iteration	h2_incremental
726	1	41776479	41777126	1	0.198553625753677
726	1	41776479	41777126	2	0
726	1	41776479	41777126	3	0.00895234566792147
726	1	41776479	41777126	4	1.04720510698839e-05
726	1	41776479	41777126	5	0
726	1	41776479	41777126	6	4.66470859013057e-05
726	1	41776479	41777126	7	3.74434838955943e-07
726	1	41776479	41777126	8	0.00155183301497699
726	1	41776479	41777126	9	0
726	1	41776479	41777126	10	1.12142110178583e-05
726	1	41776479	41777126	11	0
726	1	41776479	41777126	12	0
726	1	41776479	41777126	13	0
