task_id	chrom	start	end	iteration	h2_incremental
771	1	50976125	50976336	1	0.0452225747920969
771	1	50976125	50976336	2	0.00020851304007254
771	1	50976125	50976336	3	0.000108309414171368
771	1	50976125	50976336	4	7.61175641000996e-05
771	1	50976125	50976336	5	0.000673519263203868
771	1	50976125	50976336	6	8.37911887216077e-05
771	1	50976125	50976336	7	0.005849571164465
771	1	50976125	50976336	8	0
771	1	50976125	50976336	9	3.21849032138367e-05
771	1	50976125	50976336	10	0
771	1	50976125	50976336	11	7.03668493470389e-05
771	1	50976125	50976336	12	0
