task_id	chrom	start	end	iteration	h2_incremental
3843	6	29014698	29015313	1	0.0715540842514957
3843	6	29014698	29015313	2	0.0105672133206684
3843	6	29014698	29015313	3	0
3843	6	29014698	29015313	4	0.00496401967978236
3843	6	29014698	29015313	5	0
3843	6	29014698	29015313	6	0
3843	6	29014698	29015313	7	0.000339386548362864
3843	6	29014698	29015313	8	0
3843	6	29014698	29015313	9	0.00246567324676859
3843	6	29014698	29015313	10	0
3843	6	29014698	29015313	11	0
3843	6	29014698	29015313	12	0
3843	6	29014698	29015313	13	0
3843	6	29014698	29015313	14	0
