task_id	chrom	start	end	iteration	h2_incremental
1149	2	158723345	158725902	1	0.092209702546251
1149	2	158723345	158725902	2	0.00299108120661783
1149	2	158723345	158725902	3	6.23020884027454e-05
1149	2	158723345	158725902	4	1.32063986457835e-05
1149	2	158723345	158725902	5	2.2606569326901e-05
1149	2	158723345	158725902	6	0
1149	2	158723345	158725902	7	0
1149	2	158723345	158725902	8	0.00488903026968957
1149	2	158723345	158725902	9	0
1149	2	158723345	158725902	10	0
1149	2	158723345	158725902	11	7.34133484966692e-07
1149	2	158723345	158725902	12	2.98534448617159e-05
1149	2	158723345	158725902	13	0
