task_id	chrom	start	end	iteration	h2_incremental
3008	5	126001704	126002584	1	0.58024641059384
3008	5	126001704	126002584	2	4.33991719560884e-08
3008	5	126001704	126002584	3	0
3008	5	126001704	126002584	4	2.90450815193642e-06
3008	5	126001704	126002584	5	2.46386146222308e-06
3008	5	126001704	126002584	6	1.33336917359921e-06
3008	5	126001704	126002584	7	3.48161920349612e-06
3008	5	126001704	126002584	8	0
3008	5	126001704	126002584	9	0
3008	5	126001704	126002584	10	0
3008	5	126001704	126002584	11	0
