task_id	chrom	start	end	iteration	h2_incremental
1329	2	225035358	225036146	1	0.245091458195234
1329	2	225035358	225036146	2	0.000446297597609938
1329	2	225035358	225036146	3	0
1329	2	225035358	225036146	4	0.00436078734836548
1329	2	225035358	225036146	5	0.00245036642187208
1329	2	225035358	225036146	6	0
1329	2	225035358	225036146	7	0
1329	2	225035358	225036146	8	9.59019769674023e-08
1329	2	225035358	225036146	9	5.31272714074229e-07
1329	2	225035358	225036146	10	0.000690183273920248
1329	2	225035358	225036146	11	6.59858072216177e-06
1329	2	225035358	225036146	12	0
1329	2	225035358	225036146	13	0
1329	2	225035358	225036146	14	0
1329	2	225035358	225036146	15	0
