task_id	chrom	start	end	iteration	h2_incremental
454	1	239868022	239868399	1	0.186828576880935
454	1	239868022	239868399	2	0.000806588616781507
454	1	239868022	239868399	3	0.0153470537582904
454	1	239868022	239868399	4	0.00297498445523821
454	1	239868022	239868399	5	0
454	1	239868022	239868399	6	0
454	1	239868022	239868399	7	0
454	1	239868022	239868399	8	0.00880756224106334
454	1	239868022	239868399	9	3.64251568446368e-06
454	1	239868022	239868399	10	0
454	1	239868022	239868399	11	3.7078678794963e-05
454	1	239868022	239868399	12	3.02620529174868e-05
454	1	239868022	239868399	13	0.000486202241163214
454	1	239868022	239868399	14	6.56598780462291e-06
454	1	239868022	239868399	15	0
454	1	239868022	239868399	16	0
454	1	239868022	239868399	17	0
454	1	239868022	239868399	18	0
