task_id	chrom	start	end	iteration	h2_incremental
1396	2	235063573	235063768	1	0.0823691646546533
1396	2	235063573	235063768	2	0.00233323949781892
1396	2	235063573	235063768	3	9.90964369447654e-07
1396	2	235063573	235063768	4	0.014250399785831
1396	2	235063573	235063768	5	1.67332555441552e-06
1396	2	235063573	235063768	6	0.00588742567156209
1396	2	235063573	235063768	7	0.0030806135696041
1396	2	235063573	235063768	8	4.74723861897044e-05
1396	2	235063573	235063768	9	3.77009769693799e-05
1396	2	235063573	235063768	10	0.00553190352639907
1396	2	235063573	235063768	11	0.00229052926318692
1396	2	235063573	235063768	12	2.63157350692125e-07
1396	2	235063573	235063768	13	0
1396	2	235063573	235063768	14	0.00171841819610803
1396	2	235063573	235063768	15	0
1396	2	235063573	235063768	16	0
1396	2	235063573	235063768	17	0.00256954320288345
1396	2	235063573	235063768	18	0
1396	2	235063573	235063768	19	0
1396	2	235063573	235063768	20	0
1396	2	235063573	235063768	21	0
1396	2	235063573	235063768	22	0
