task_id	chrom	start	end	iteration	h2_incremental
3171	5	172414610	172415426	1	0.673423863614309
3171	5	172414610	172415426	2	0
3171	5	172414610	172415426	3	0
3171	5	172414610	172415426	4	0
3171	5	172414610	172415426	5	3.39311110841759e-06
3171	5	172414610	172415426	6	9.94347334175828e-05
3171	5	172414610	172415426	7	2.1362083189225e-06
3171	5	172414610	172415426	8	5.0656843254882e-06
3171	5	172414610	172415426	9	1.79579787455532e-05
3171	5	172414610	172415426	10	0
3171	5	172414610	172415426	11	1.87386097925803e-06
