task_id	chrom	start	end	iteration	h2_incremental
1297	2	217287781	217289019	1	0.777266197247605
1297	2	217287781	217289019	2	0.00190866309684024
1297	2	217287781	217289019	3	5.31951557906165e-05
1297	2	217287781	217289019	4	2.92414387391703e-06
1297	2	217287781	217289019	5	2.81476264875578e-05
1297	2	217287781	217289019	6	5.7277550847728e-05
1297	2	217287781	217289019	7	0
1297	2	217287781	217289019	8	0
1297	2	217287781	217289019	9	0
1297	2	217287781	217289019	10	0
1297	2	217287781	217289019	11	0
