task_id	chrom	start	end	iteration	h2_incremental
586	1	28245560	28247076	1	0.699591499651845
586	1	28245560	28247076	2	8.05302988792764e-06
586	1	28245560	28247076	3	0
586	1	28245560	28247076	4	0
586	1	28245560	28247076	5	0
586	1	28245560	28247076	6	0
586	1	28245560	28247076	7	3.96358872318092e-06
586	1	28245560	28247076	8	0.000228397637018937
586	1	28245560	28247076	9	0
586	1	28245560	28247076	10	0
586	1	28245560	28247076	11	0
586	1	28245560	28247076	12	1.52739125773803e-05
586	1	28245560	28247076	13	0
