task_id	chrom	start	end	iteration	h2_incremental
3185	5	173782632	173783582	1	0.0896719182958814
3185	5	173782632	173783582	2	4.37932438346842e-06
3185	5	173782632	173783582	3	0
3185	5	173782632	173783582	4	0.0156798178535057
3185	5	173782632	173783582	5	8.67533106136208e-06
3185	5	173782632	173783582	6	3.25445865849705e-05
3185	5	173782632	173783582	7	0
3185	5	173782632	173783582	8	2.27004672692753e-07
3185	5	173782632	173783582	9	2.31026918061822e-05
3185	5	173782632	173783582	10	9.26545705382465e-05
3185	5	173782632	173783582	11	4.92696821520991e-05
