task_id	chrom	start	end	iteration	h2_incremental
2355	3	72442240	72444496	1	0.1650457725612
2355	3	72442240	72444496	2	0.012382875924101
2355	3	72442240	72444496	3	0.0171801227942815
2355	3	72442240	72444496	4	0.00136774503364443
2355	3	72442240	72444496	5	0.00315678055296532
2355	3	72442240	72444496	6	9.56390653104565e-07
2355	3	72442240	72444496	7	2.30622740028097e-05
2355	3	72442240	72444496	8	0
2355	3	72442240	72444496	9	0.00274645593773936
2355	3	72442240	72444496	10	0.000220098721467353
2355	3	72442240	72444496	11	0.00245804102771227
2355	3	72442240	72444496	12	1.1593010879619e-06
2355	3	72442240	72444496	13	0
2355	3	72442240	72444496	14	0
2355	3	72442240	72444496	15	0
2355	3	72442240	72444496	16	0
