task_id	chrom	start	end	iteration	h2_incremental
3803	6	27187621	27187865	1	0.418450732289513
3803	6	27187621	27187865	2	0.00104966796931951
3803	6	27187621	27187865	3	8.86332907602529e-07
3803	6	27187621	27187865	4	2.19521126550662e-05
3803	6	27187621	27187865	5	0.00108319615088874
3803	6	27187621	27187865	6	0.000130497664109247
3803	6	27187621	27187865	7	0.000566218979057569
3803	6	27187621	27187865	8	0
3803	6	27187621	27187865	9	0
3803	6	27187621	27187865	10	6.58436076663875e-05
3803	6	27187621	27187865	11	4.20151530710281e-05
3803	6	27187621	27187865	12	0
