task_id	chrom	start	end	iteration	h2_incremental
800	1	61773679	61775026	1	0.199981274159167
800	1	61773679	61775026	2	0.00752814224121354
800	1	61773679	61775026	3	0.0045787596494313
800	1	61773679	61775026	4	0.000128863365861064
800	1	61773679	61775026	5	1.27475371675283e-05
800	1	61773679	61775026	6	0.00142448772108146
800	1	61773679	61775026	7	0.00561678987811011
800	1	61773679	61775026	8	0.000954024374016356
800	1	61773679	61775026	9	0
800	1	61773679	61775026	10	0
800	1	61773679	61775026	11	5.72340166530366e-08
800	1	61773679	61775026	12	0
800	1	61773679	61775026	13	0.00145585135737659
800	1	61773679	61775026	14	6.21377027982067e-07
800	1	61773679	61775026	15	0
800	1	61773679	61775026	16	9.14494652345073e-08
800	1	61773679	61775026	17	0
800	1	61773679	61775026	18	0
