task_id	chrom	start	end	iteration	h2_incremental
3070	5	142491230	142491752	1	0.0718024453775409
3070	5	142491230	142491752	2	0.108833473325495
3070	5	142491230	142491752	3	2.07726885547284e-05
3070	5	142491230	142491752	4	0
3070	5	142491230	142491752	5	0.00382907991797224
3070	5	142491230	142491752	6	8.10262832059622e-05
3070	5	142491230	142491752	7	1.4137388177079e-06
3070	5	142491230	142491752	8	1.46033997713481e-05
3070	5	142491230	142491752	9	0.00142053442060833
3070	5	142491230	142491752	10	0
3070	5	142491230	142491752	11	0
3070	5	142491230	142491752	12	0
3070	5	142491230	142491752	13	1.52438849973906e-05
3070	5	142491230	142491752	14	0
